"artifactName","fullQualifiedPackageName","packageName","distance","abstractness","instability","typesInPackage","Source Cypher File: Calculate_distance_between_abstractness_and_instability.cypher"
"axon-messaging-4.8.0","org.axonframework.commandhandling.distributed","distributed",0.2838097065029732,0.34615384615384615,0.9376558603491272,26,""
"axon-messaging-4.8.0","org.axonframework.lifecycle","lifecycle",0.27654320987654324,0.6,0.12345679012345678,10,""
"axon-messaging-4.8.0","org.axonframework.common.property","property",0.27192982456140347,0.3333333333333333,0.39473684210526316,9,""
"axon-messaging-4.8.0","org.axonframework.commandhandling.distributed.commandfilter","commandfilter",0.26086956521739135,0,0.7391304347826086,7,""
"axon-modelling-4.8.0","org.axonframework.modelling.saga.repository.inmemory","inmemory",0.25,0,0.75,2,""
"axon-modelling-4.8.0","org.axonframework.modelling.command.inspection","inspection",0.2490440195642507,0.34615384615384615,0.9028901734104047,26,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.scheduling","scheduling",0.24242424242424243,0.6666666666666666,0.09090909090909091,3,""
"axon-eventsourcing-4.8.0","org.axonframework.eventsourcing.snapshotting","snapshotting",0.2416666666666667,0.3333333333333333,0.425,3,""
"axon-messaging-4.8.0","org.axonframework.deadline.jobrunr","jobrunr",0.23858447488584478,0.25,0.9885844748858448,4,""
"axon-messaging-4.8.0","org.axonframework.queryhandling.annotation","annotation",0.23029556650246308,0.25,0.9802955665024631,4,""
"axon-messaging-4.8.0","org.axonframework.deadline.annotation","annotation",0.22857142857142865,0.4,0.8285714285714286,5,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.async","async",0.2170940170940171,0.13333333333333333,0.6495726495726496,15,""
"axon-messaging-4.8.0","org.axonframework.common.annotation","annotation",0.21333333333333337,0.6666666666666666,0.12,3,""
"axon-test-4.8.0","org.axonframework.test.eventscheduler","eventscheduler",0.2085106382978723,0.4,0.8085106382978723,5,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.pooled","pooled",0.20158286778398526,0.25,0.9515828677839852,20,""
"axon-modelling-4.8.0","org.axonframework.modelling.command","command",0.19640492644791507,0.43137254901960786,0.7650323774283071,51,""
"axon-messaging-4.8.0","org.axonframework.common.stream","stream",0.18627450980392157,0.6666666666666666,0.14705882352941177,3,""
"axon-test-4.8.0","org.axonframework.test.deadline","deadline",0.18243243243243246,0.25,0.9324324324324325,4,""
"axon-messaging-4.8.0","org.axonframework.messaging.responsetypes","responsetypes",0.17045454545454541,0.375,0.45454545454545453,8,""
"axon-messaging-4.8.0","org.axonframework.commandhandling.callbacks","callbacks",0.17021276595744683,0,0.8297872340425532,4,""
"axon-messaging-4.8.0","org.axonframework.queryhandling","queryhandling",0.16930809303690664,0.30952380952380953,0.8597842835130971,42,""
"axon-messaging-4.8.0","org.axonframework.common.caching","caching",0.16356589147286815,0.26666666666666666,0.5697674418604651,15,""
"axon-eventsourcing-4.8.0","org.axonframework.eventsourcing","eventsourcing",0.16133056133056134,0.28205128205128205,0.8792792792792793,39,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.deadletter.jdbc","jdbc",0.15900116144018583,0.21428571428571427,0.9447154471544715,14,""
"axon-messaging-4.8.0","org.axonframework.serialization.upcasting","upcasting",0.14583333333333348,0.8333333333333334,0.3125,6,""
"axon-test-4.8.0","org.axonframework.test.aggregate","aggregate",0.14414140942418152,0.15789473684210525,0.9862466725820763,19,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",0.14011799410029502,0.16666666666666666,0.9734513274336283,6,""
"axon-eventsourcing-4.8.0","org.axonframework.eventsourcing.eventstore","eventstore",0.13592679257897378,0.3548387096774194,0.7810880829015544,31,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.scheduling.quartz","quartz",0.11949685534591192,0.16666666666666666,0.9528301886792453,6,""
"axon-eventsourcing-4.8.0","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.10612244897959178,0.14285714285714285,0.963265306122449,7,""
"axon-messaging-4.8.0","org.axonframework.common.jdbc","jdbc",0.09274563820018367,0.4444444444444444,0.4628099173553719,18,""
"axon-messaging-4.8.0","org.axonframework.serialization.json","json",0.07446808510638303,0,0.925531914893617,7,""
"axon-eventsourcing-4.8.0","org.axonframework.eventsourcing.eventstore.jdbc","jdbc",0.07436273610856414,0.21428571428571427,0.8600770218228498,14,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.tokenstore.inmemory","inmemory",0.07407407407407407,0,0.9259259259259259,2,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.tokenstore.jpa","jpa",0.0703125,0,0.9296875,4,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.scheduling.java","java",0.06172839506172845,0,0.9382716049382716,4,""
"axon-eventsourcing-4.8.0","org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",0.05778894472361806,0,0.9422110552763819,10,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.replay","replay",0.05714285714285716,0.2,0.8571428571428571,10,""
"axon-messaging-4.8.0","org.axonframework.commandhandling.gateway","gateway",0.05566448801742929,0.23529411764705882,0.8203703703703704,34,""
"axon-messaging-4.8.0","org.axonframework.deadline","deadline",0.051401869158878455,0.3,0.6485981308411215,10,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.deadletter.jpa","jpa",0.03801169590643272,0.1111111111111111,0.9269005847953217,9,""
"axon-modelling-4.8.0","org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",0.0357142857142857,0,0.9642857142857143,3,""
"axon-messaging-4.8.0","org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",0.0357142857142857,0,0.9642857142857143,2,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",0.03528172722485512,0.1111111111111111,0.9241706161137441,9,""
"axon-modelling-4.8.0","org.axonframework.modelling.saga.repository","repository",0.029042904290428995,0.26666666666666666,0.7623762376237624,15,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.scheduling.dbscheduler","dbscheduler",0.0273972602739726,0,0.9726027397260274,6,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.deadletter","deadletter",0.02278481012658229,0,0.9772151898734177,4,""
"axon-modelling-4.8.0","org.axonframework.modelling.saga","saga",0.02187500000000009,0.4,0.621875,30,""
"axon-modelling-4.8.0","org.axonframework.modelling.saga.repository.jpa","jpa",0.020408163265306145,0.14285714285714285,0.8775510204081632,7,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",0.01851851851851849,0,0.9814814814814815,2,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",0.014150943396226467,0,0.9858490566037735,3,""
"axon-modelling-4.8.0","org.axonframework.modelling.command.legacyjpa","legacyjpa",0.01379310344827589,0,0.9862068965517241,2,""
"axon-eventsourcing-4.8.0","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.013157894736842146,0,0.9868421052631579,2,""
"axon-messaging-4.8.0","org.axonframework.deadline.dbscheduler","dbscheduler",0.011787819253438081,0,0.9882121807465619,6,""
"axon-messaging-4.8.0","org.axonframework.deadline.quartz","quartz",0.010288065843621408,0,0.9897119341563786,4,""
"axon-disruptor-4.8.0","org.axonframework.disruptor.commandhandling","commandhandling",0.009786581771017655,0.045454545454545456,0.9643320363164721,22,""
"axon-messaging-4.8.0","org.axonframework.queryhandling.registration","registration",0.009090909090909038,0.4,0.5909090909090909,5,""
"axon-modelling-4.8.0","org.axonframework.modelling.saga.repository.jdbc","jdbc",0.0052631578947368585,0.1,0.8947368421052632,10,""
"axon-messaging-4.8.0","org.axonframework.tracing.attributes","attributes",0,0,1,6,""
"axon-messaging-4.8.0","org.axonframework.serialization.converters","converters",0,0,1,5,""
"axon-messaging-4.8.0","org.axonframework.eventhandling.interceptors","interceptors",0,0,1,1,""
