"similarity","package1.fqn","package2.fqn","artifactName1","package1.name","package1.incomingDependencies","package1.outgoingDependencies","artifactName2","package2.name","package2.incomingDependencies","package2.outgoingDependencies","Source Cypher File: Similarity_4_Stream.cypher"
0.75,"org.axonframework.common.property","org.axonframework.common.digest","axon-messaging-4.7.5","property",23,15,"axon-messaging-4.7.5","digest",1,1,""
0.75,"org.axonframework.messaging.unitofwork","org.axonframework.messaging.deadletter","axon-messaging-4.7.5","unitofwork",246,123,"axon-messaging-4.7.5","deadletter",135,104,""
0.7215189873417721,"org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.legacyjpa","axon-eventsourcing-4.7.5","jpa",9,236,"axon-eventsourcing-4.7.5","legacyjpa",23,375,""
0.7215189873417721,"org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.eventsourcing.eventstore.jpa","axon-eventsourcing-4.7.5","legacyjpa",23,375,"axon-eventsourcing-4.7.5","jpa",9,236,""
0.6909090909090909,"org.axonframework.serialization.json","org.axonframework.serialization.xml","axon-messaging-4.7.5","json",7,87,"axon-messaging-4.7.5","xml",17,28,""
0.6909090909090909,"org.axonframework.serialization.xml","org.axonframework.serialization.json","axon-messaging-4.7.5","xml",17,28,"axon-messaging-4.7.5","json",7,87,""
0.6666666666666666,"org.axonframework.common.caching","org.axonframework.common.digest","axon-messaging-4.7.5","caching",30,40,"axon-messaging-4.7.5","digest",1,1,""
0.6666666666666666,"org.axonframework.common.digest","org.axonframework.common.caching","axon-messaging-4.7.5","digest",1,1,"axon-messaging-4.7.5","caching",30,40,""
0.6607142857142857,"org.axonframework.messaging.deadletter","org.axonframework.tracing","axon-messaging-4.7.5","deadletter",135,104,"axon-messaging-4.7.5","tracing",173,122,""
0.6607142857142857,"org.axonframework.tracing","org.axonframework.messaging.deadletter","axon-messaging-4.7.5","tracing",173,122,"axon-messaging-4.7.5","deadletter",135,104,""
0.6363636363636364,"org.axonframework.common.lock","org.axonframework.test.matchers","axon-messaging-4.7.5","lock",46,25,"axon-test-4.7.5","matchers",57,51,""
0.6363636363636364,"org.axonframework.test.matchers","org.axonframework.common.lock","axon-test-4.7.5","matchers",57,51,"axon-messaging-4.7.5","lock",46,25,""
0.625,"org.axonframework.eventhandling.async","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.7.5","async",41,76,"axon-messaging-4.7.5","java",5,76,""
0.625,"org.axonframework.common.caching","org.axonframework.lifecycle","axon-messaging-4.7.5","caching",30,40,"axon-messaging-4.7.5","lifecycle",62,10,""
0.625,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.async","axon-messaging-4.7.5","java",5,76,"axon-messaging-4.7.5","async",41,76,""
0.625,"org.axonframework.lifecycle","org.axonframework.common.caching","axon-messaging-4.7.5","lifecycle",62,10,"axon-messaging-4.7.5","caching",30,40,""
0.6206896551724138,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.7.5","jobrunr",3,198,"axon-messaging-4.7.5","quartz",10,202,""
0.6206896551724138,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.7.5","quartz",10,202,"axon-messaging-4.7.5","jobrunr",3,198,""
0.6,"org.axonframework.messaging.interceptors.legacyvalidation","org.axonframework.monitoring","axon-messaging-4.7.5","legacyvalidation",1,27,"axon-messaging-4.7.5","monitoring",189,21,""
0.6,"org.axonframework.monitoring","org.axonframework.messaging.interceptors.legacyvalidation","axon-messaging-4.7.5","monitoring",189,21,"axon-messaging-4.7.5","legacyvalidation",1,27,""
0.5897435897435898,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.7.5","java",5,76,"axon-messaging-4.7.5","jobrunr",3,198,""
0.5897435897435898,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.7.5","jobrunr",3,198,"axon-messaging-4.7.5","java",5,76,""
0.5714285714285714,"org.axonframework.common.digest","org.axonframework.lifecycle","axon-messaging-4.7.5","digest",1,1,"axon-messaging-4.7.5","lifecycle",62,10,""
0.5714285714285714,"org.axonframework.common.digest","org.axonframework.common.lock","axon-messaging-4.7.5","digest",1,1,"axon-messaging-4.7.5","lock",46,25,""
0.5714285714285714,"org.axonframework.common.digest","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.7.5","digest",1,1,"axon-eventsourcing-4.7.5","snapshotting",23,17,""
0.5714285714285714,"org.axonframework.lifecycle","org.axonframework.common.digest","axon-messaging-4.7.5","lifecycle",62,10,"axon-messaging-4.7.5","digest",1,1,""
0.5714285714285714,"org.axonframework.common.lock","org.axonframework.common.digest","axon-messaging-4.7.5","lock",46,25,"axon-messaging-4.7.5","digest",1,1,""
0.5714285714285714,"org.axonframework.eventsourcing.snapshotting","org.axonframework.common.digest","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-messaging-4.7.5","digest",1,1,""
0.5555555555555556,"org.axonframework.lifecycle","org.axonframework.common.lock","axon-messaging-4.7.5","lifecycle",62,10,"axon-messaging-4.7.5","lock",46,25,""
0.5555555555555556,"org.axonframework.common.lock","org.axonframework.lifecycle","axon-messaging-4.7.5","lock",46,25,"axon-messaging-4.7.5","lifecycle",62,10,""
0.5454545454545454,"org.axonframework.common.caching","org.axonframework.test.matchers","axon-messaging-4.7.5","caching",30,40,"axon-test-4.7.5","matchers",57,51,""
0.5454545454545454,"org.axonframework.test.matchers","org.axonframework.common.caching","axon-test-4.7.5","matchers",57,51,"axon-messaging-4.7.5","caching",30,40,""
0.5365853658536586,"org.axonframework.modelling.saga.repository.jpa","org.axonframework.modelling.saga.repository.legacyjpa","axon-modelling-4.7.5","jpa",12,86,"axon-modelling-4.7.5","legacyjpa",3,81,""
0.5365853658536586,"org.axonframework.modelling.saga.repository.legacyjpa","org.axonframework.modelling.saga.repository.jpa","axon-modelling-4.7.5","legacyjpa",3,81,"axon-modelling-4.7.5","jpa",12,86,""
0.5,"org.axonframework.common.annotation","org.axonframework.common.caching","axon-messaging-4.7.5","annotation",22,3,"axon-messaging-4.7.5","caching",30,40,""
0.5,"org.axonframework.common.annotation","org.axonframework.eventhandling.scheduling","axon-messaging-4.7.5","annotation",22,3,"axon-messaging-4.7.5","scheduling",16,2,""
0.5,"org.axonframework.tracing.attributes","org.axonframework.messaging.correlation","axon-messaging-4.7.5","attributes",0,43,"axon-messaging-4.7.5","correlation",25,14,""
0.5,"org.axonframework.common.caching","org.axonframework.common.annotation","axon-messaging-4.7.5","caching",30,40,"axon-messaging-4.7.5","annotation",22,3,""
0.5,"org.axonframework.common.caching","org.axonframework.common.property","axon-messaging-4.7.5","caching",30,40,"axon-messaging-4.7.5","property",23,15,""
0.5,"org.axonframework.messaging.correlation","org.axonframework.tracing.attributes","axon-messaging-4.7.5","correlation",25,14,"axon-messaging-4.7.5","attributes",0,43,""
0.5,"org.axonframework.common.property","org.axonframework.common.caching","axon-messaging-4.7.5","property",23,15,"axon-messaging-4.7.5","caching",30,40,""
0.5,"org.axonframework.common.property","org.axonframework.eventhandling.scheduling","axon-messaging-4.7.5","property",23,15,"axon-messaging-4.7.5","scheduling",16,2,""
0.5,"org.axonframework.eventhandling.scheduling","org.axonframework.common.annotation","axon-messaging-4.7.5","scheduling",16,2,"axon-messaging-4.7.5","annotation",22,3,""
0.5,"org.axonframework.eventhandling.scheduling","org.axonframework.common.property","axon-messaging-4.7.5","scheduling",16,2,"axon-messaging-4.7.5","property",23,15,""
0.5,"org.axonframework.tracing","org.axonframework.messaging.unitofwork","axon-messaging-4.7.5","tracing",173,122,"axon-messaging-4.7.5","unitofwork",246,123,""
0.5,"org.axonframework.messaging.unitofwork","org.axonframework.tracing","axon-messaging-4.7.5","unitofwork",246,123,"axon-messaging-4.7.5","tracing",173,122,""
0.4721030042918455,"org.axonframework.eventhandling.deadletter.jpa","org.axonframework.eventhandling.deadletter.legacyjpa","axon-messaging-4.7.5","jpa",25,317,"axon-messaging-4.7.5","legacyjpa",9,330,""
0.4721030042918455,"org.axonframework.eventhandling.deadletter.legacyjpa","org.axonframework.eventhandling.deadletter.jpa","axon-messaging-4.7.5","legacyjpa",9,330,"axon-messaging-4.7.5","jpa",25,317,""
0.47058823529411764,"org.axonframework.messaging.annotation","org.axonframework.messaging.unitofwork","axon-messaging-4.7.5","annotation",1008,301,"axon-messaging-4.7.5","unitofwork",246,123,""
0.47058823529411764,"org.axonframework.messaging.unitofwork","org.axonframework.messaging.annotation","axon-messaging-4.7.5","unitofwork",246,123,"axon-messaging-4.7.5","annotation",1008,301,""
0.4642857142857143,"org.axonframework.eventhandling.gateway","org.axonframework.eventhandling.replay","axon-messaging-4.7.5","gateway",11,52,"axon-messaging-4.7.5","replay",12,72,""
0.4642857142857143,"org.axonframework.eventhandling.replay","org.axonframework.eventhandling.gateway","axon-messaging-4.7.5","replay",12,72,"axon-messaging-4.7.5","gateway",11,52,""
0.45652173913043476,"org.axonframework.eventhandling.async","org.axonframework.eventhandling.tokenstore","axon-messaging-4.7.5","async",41,76,"axon-messaging-4.7.5","tokenstore",69,42,""
0.45652173913043476,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.async","axon-messaging-4.7.5","tokenstore",69,42,"axon-messaging-4.7.5","async",41,76,""
0.45454545454545453,"org.axonframework.messaging.annotation","org.axonframework.messaging.deadletter","axon-messaging-4.7.5","annotation",1008,301,"axon-messaging-4.7.5","deadletter",135,104,""
0.45454545454545453,"org.axonframework.messaging.deadletter","org.axonframework.messaging.annotation","axon-messaging-4.7.5","deadletter",135,104,"axon-messaging-4.7.5","annotation",1008,301,""
0.4523809523809524,"org.axonframework.messaging.deadletter","org.axonframework.serialization","axon-messaging-4.7.5","deadletter",135,104,"axon-messaging-4.7.5","serialization",1057,170,""
0.4523809523809524,"org.axonframework.serialization","org.axonframework.messaging.deadletter","axon-messaging-4.7.5","serialization",1057,170,"axon-messaging-4.7.5","deadletter",135,104,""
0.45161290322580644,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling.scheduling.java","axon-eventsourcing-4.7.5","conflictresolution",15,99,"axon-messaging-4.7.5","java",5,76,""
0.45161290322580644,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventsourcing.conflictresolution","axon-messaging-4.7.5","java",5,76,"axon-eventsourcing-4.7.5","conflictresolution",15,99,""
0.45,"org.axonframework.messaging.annotation","org.axonframework.serialization","axon-messaging-4.7.5","annotation",1008,301,"axon-messaging-4.7.5","serialization",1057,170,""
0.45,"org.axonframework.serialization","org.axonframework.messaging.annotation","axon-messaging-4.7.5","serialization",1057,170,"axon-messaging-4.7.5","annotation",1008,301,""
0.44881889763779526,"org.axonframework.modelling.saga.repository.jdbc","org.axonframework.modelling.saga.repository.legacyjpa","axon-modelling-4.7.5","jdbc",13,133,"axon-modelling-4.7.5","legacyjpa",3,81,""
0.44881889763779526,"org.axonframework.modelling.saga.repository.legacyjpa","org.axonframework.modelling.saga.repository.jdbc","axon-modelling-4.7.5","legacyjpa",3,81,"axon-modelling-4.7.5","jdbc",13,133,""
0.4444444444444444,"org.axonframework.common.caching","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.7.5","caching",30,40,"axon-eventsourcing-4.7.5","snapshotting",23,17,""
0.4444444444444444,"org.axonframework.eventsourcing.snapshotting","org.axonframework.common.caching","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-messaging-4.7.5","caching",30,40,""
0.43023255813953487,"org.axonframework.serialization","org.axonframework.tracing","axon-messaging-4.7.5","serialization",1057,170,"axon-messaging-4.7.5","tracing",173,122,""
0.43023255813953487,"org.axonframework.tracing","org.axonframework.serialization","axon-messaging-4.7.5","tracing",173,122,"axon-messaging-4.7.5","serialization",1057,170,""
0.42939481268011526,"org.axonframework.test.aggregate","org.axonframework.test.saga","axon-test-4.7.5","aggregate",19,859,"axon-test-4.7.5","saga",43,1375,""
0.42939481268011526,"org.axonframework.test.saga","org.axonframework.test.aggregate","axon-test-4.7.5","saga",43,1375,"axon-test-4.7.5","aggregate",19,859,""
0.42857142857142855,"org.axonframework.common.annotation","org.axonframework.lifecycle","axon-messaging-4.7.5","annotation",22,3,"axon-messaging-4.7.5","lifecycle",62,10,""
0.42857142857142855,"org.axonframework.common.annotation","org.axonframework.common.lock","axon-messaging-4.7.5","annotation",22,3,"axon-messaging-4.7.5","lock",46,25,""
0.42857142857142855,"org.axonframework.common.annotation","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.7.5","annotation",22,3,"axon-eventsourcing-4.7.5","snapshotting",23,17,""
0.42857142857142855,"org.axonframework.common.digest","org.axonframework.eventhandling.scheduling","axon-messaging-4.7.5","digest",1,1,"axon-messaging-4.7.5","scheduling",16,2,""
0.42857142857142855,"org.axonframework.lifecycle","org.axonframework.common.annotation","axon-messaging-4.7.5","lifecycle",62,10,"axon-messaging-4.7.5","annotation",22,3,""
0.42857142857142855,"org.axonframework.lifecycle","org.axonframework.common.property","axon-messaging-4.7.5","lifecycle",62,10,"axon-messaging-4.7.5","property",23,15,""
0.42857142857142855,"org.axonframework.common.lock","org.axonframework.common.annotation","axon-messaging-4.7.5","lock",46,25,"axon-messaging-4.7.5","annotation",22,3,""
0.42857142857142855,"org.axonframework.common.lock","org.axonframework.common.property","axon-messaging-4.7.5","lock",46,25,"axon-messaging-4.7.5","property",23,15,""
0.42857142857142855,"org.axonframework.common.property","org.axonframework.lifecycle","axon-messaging-4.7.5","property",23,15,"axon-messaging-4.7.5","lifecycle",62,10,""
0.42857142857142855,"org.axonframework.common.property","org.axonframework.common.lock","axon-messaging-4.7.5","property",23,15,"axon-messaging-4.7.5","lock",46,25,""
0.42857142857142855,"org.axonframework.common.property","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.7.5","property",23,15,"axon-eventsourcing-4.7.5","snapshotting",23,17,""
0.42857142857142855,"org.axonframework.eventhandling.scheduling","org.axonframework.common.digest","axon-messaging-4.7.5","scheduling",16,2,"axon-messaging-4.7.5","digest",1,1,""
0.42857142857142855,"org.axonframework.eventsourcing.snapshotting","org.axonframework.common.annotation","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-messaging-4.7.5","annotation",22,3,""
0.42857142857142855,"org.axonframework.eventsourcing.snapshotting","org.axonframework.common.property","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-messaging-4.7.5","property",23,15,""
0.427536231884058,"org.axonframework.eventhandling.tokenstore.jpa","org.axonframework.eventhandling.tokenstore.legacyjpa","axon-messaging-4.7.5","jpa",9,119,"axon-messaging-4.7.5","legacyjpa",2,106,""
0.427536231884058,"org.axonframework.eventhandling.tokenstore.legacyjpa","org.axonframework.eventhandling.tokenstore.jpa","axon-messaging-4.7.5","legacyjpa",2,106,"axon-messaging-4.7.5","jpa",9,119,""
0.42424242424242425,"org.axonframework.eventhandling.async","org.axonframework.eventsourcing.conflictresolution","axon-messaging-4.7.5","async",41,76,"axon-eventsourcing-4.7.5","conflictresolution",15,99,""
0.42424242424242425,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling.async","axon-eventsourcing-4.7.5","conflictresolution",15,99,"axon-messaging-4.7.5","async",41,76,""
0.4222222222222222,"org.axonframework.serialization","org.axonframework.messaging.unitofwork","axon-messaging-4.7.5","serialization",1057,170,"axon-messaging-4.7.5","unitofwork",246,123,""
0.4222222222222222,"org.axonframework.messaging.unitofwork","org.axonframework.serialization","axon-messaging-4.7.5","unitofwork",246,123,"axon-messaging-4.7.5","serialization",1057,170,""
0.42105263157894735,"org.axonframework.eventhandling.tokenstore.jpa","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.7.5","jpa",9,119,"axon-messaging-4.7.5","quartz",10,202,""
0.42105263157894735,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.tokenstore.jpa","axon-messaging-4.7.5","quartz",10,202,"axon-messaging-4.7.5","jpa",9,119,""
0.41379310344827586,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.7.5","java",5,76,"axon-messaging-4.7.5","quartz",10,202,""
0.41379310344827586,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.7.5","quartz",10,202,"axon-messaging-4.7.5","java",5,76,""
0.4090909090909091,"org.axonframework.deadline.annotation","org.axonframework.modelling.saga.metamodel","axon-messaging-4.7.5","annotation",6,29,"axon-modelling-4.7.5","metamodel",15,53,""
0.4090909090909091,"org.axonframework.test.matchers","org.axonframework.messaging.responsetypes","axon-test-4.7.5","matchers",57,51,"axon-messaging-4.7.5","responsetypes",78,65,""
0.4090909090909091,"org.axonframework.modelling.saga.metamodel","org.axonframework.deadline.annotation","axon-modelling-4.7.5","metamodel",15,53,"axon-messaging-4.7.5","annotation",6,29,""
0.4090909090909091,"org.axonframework.messaging.responsetypes","org.axonframework.test.matchers","axon-messaging-4.7.5","responsetypes",78,65,"axon-test-4.7.5","matchers",57,51,""
0.4019607843137255,"org.axonframework.serialization.upcasting.event","org.axonframework.deadline.jobrunr","axon-messaging-4.7.5","event",38,188,"axon-messaging-4.7.5","jobrunr",3,348,""
0.4019607843137255,"org.axonframework.deadline.jobrunr","org.axonframework.serialization.upcasting.event","axon-messaging-4.7.5","jobrunr",3,348,"axon-messaging-4.7.5","event",38,188,""
0.4,"org.axonframework.eventhandling.async","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.7.5","async",41,76,"axon-messaging-4.7.5","quartz",10,202,""
0.4,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling.gateway","axon-eventsourcing-4.7.5","conflictresolution",15,99,"axon-messaging-4.7.5","gateway",11,52,""
0.4,"org.axonframework.eventhandling.gateway","org.axonframework.eventsourcing.conflictresolution","axon-messaging-4.7.5","gateway",11,52,"axon-eventsourcing-4.7.5","conflictresolution",15,99,""
0.4,"org.axonframework.lifecycle","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.7.5","lifecycle",62,10,"axon-eventsourcing-4.7.5","snapshotting",23,17,""
0.4,"org.axonframework.common.lock","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.7.5","lock",46,25,"axon-eventsourcing-4.7.5","snapshotting",23,17,""
0.4,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.async","axon-messaging-4.7.5","quartz",10,202,"axon-messaging-4.7.5","async",41,76,""
0.4,"org.axonframework.eventsourcing.snapshotting","org.axonframework.lifecycle","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-messaging-4.7.5","lifecycle",62,10,""
0.4,"org.axonframework.eventsourcing.snapshotting","org.axonframework.common.lock","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-messaging-4.7.5","lock",46,25,""
0.39473684210526316,"org.axonframework.serialization.upcasting.event","org.axonframework.serialization.xml","axon-messaging-4.7.5","event",38,188,"axon-messaging-4.7.5","xml",17,28,""
0.39473684210526316,"org.axonframework.serialization.xml","org.axonframework.serialization.upcasting.event","axon-messaging-4.7.5","xml",17,28,"axon-messaging-4.7.5","event",38,188,""
0.391304347826087,"org.axonframework.eventhandling.async","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.7.5","async",41,76,"axon-messaging-4.7.5","jobrunr",3,198,""
0.391304347826087,"org.axonframework.eventhandling.interceptors","org.axonframework.common.jdbc","axon-messaging-4.7.5","interceptors",0,28,"axon-messaging-4.7.5","jdbc",49,41,""
0.391304347826087,"org.axonframework.common.jdbc","org.axonframework.eventhandling.interceptors","axon-messaging-4.7.5","jdbc",49,41,"axon-messaging-4.7.5","interceptors",0,28,""
0.391304347826087,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.async","axon-messaging-4.7.5","jobrunr",3,198,"axon-messaging-4.7.5","async",41,76,""
0.39080459770114945,"org.axonframework.serialization.upcasting.event","org.axonframework.serialization.json","axon-messaging-4.7.5","event",38,188,"axon-messaging-4.7.5","json",7,87,""
0.39080459770114945,"org.axonframework.serialization.json","org.axonframework.serialization.upcasting.event","axon-messaging-4.7.5","json",7,87,"axon-messaging-4.7.5","event",38,188,""
0.3888888888888889,"org.axonframework.messaging.correlation","org.axonframework.test.utils","axon-messaging-4.7.5","correlation",25,14,"axon-test-4.7.5","utils",8,70,""
0.3888888888888889,"org.axonframework.test.utils","org.axonframework.messaging.correlation","axon-test-4.7.5","utils",8,70,"axon-messaging-4.7.5","correlation",25,14,""
0.388646288209607,"org.axonframework.modelling.command.inspection","org.axonframework.modelling.saga","axon-modelling-4.7.5","inspection",76,525,"axon-modelling-4.7.5","saga",242,386,""
0.388646288209607,"org.axonframework.modelling.saga","org.axonframework.modelling.command.inspection","axon-modelling-4.7.5","saga",242,386,"axon-modelling-4.7.5","inspection",76,525,""
0.38461538461538464,"org.axonframework.lifecycle","org.axonframework.test.matchers","axon-messaging-4.7.5","lifecycle",62,10,"axon-test-4.7.5","matchers",57,51,""
0.38461538461538464,"org.axonframework.test.matchers","org.axonframework.lifecycle","axon-test-4.7.5","matchers",57,51,"axon-messaging-4.7.5","lifecycle",62,10,""
0.38333333333333336,"org.axonframework.serialization.upcasting.event","org.axonframework.deadline.quartz","axon-messaging-4.7.5","event",38,188,"axon-messaging-4.7.5","quartz",5,481,""
0.38333333333333336,"org.axonframework.deadline.quartz","org.axonframework.serialization.upcasting.event","axon-messaging-4.7.5","quartz",5,481,"axon-messaging-4.7.5","event",38,188,""
0.3793103448275862,"org.axonframework.eventhandling.gateway","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.7.5","gateway",11,52,"axon-messaging-4.7.5","java",5,76,""
0.3793103448275862,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.gateway","axon-messaging-4.7.5","java",5,76,"axon-messaging-4.7.5","gateway",11,52,""
0.37815126050420167,"org.axonframework.eventsourcing.eventstore.inmemory","org.axonframework.eventsourcing.eventstore.jpa","axon-eventsourcing-4.7.5","inmemory",1,75,"axon-eventsourcing-4.7.5","jpa",9,236,""
0.37815126050420167,"org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.inmemory","axon-eventsourcing-4.7.5","jpa",9,236,"axon-eventsourcing-4.7.5","inmemory",1,75,""
0.37142857142857144,"org.axonframework.eventhandling.tokenstore.inmemory","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.7.5","inmemory",2,25,"axon-messaging-4.7.5","java",5,76,""
0.37142857142857144,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.tokenstore.inmemory","axon-messaging-4.7.5","java",5,76,"axon-messaging-4.7.5","inmemory",2,25,""
0.36619718309859156,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.tokenstore","axon-messaging-4.7.5","quartz",10,202,"axon-messaging-4.7.5","tokenstore",69,42,""
0.36619718309859156,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.7.5","tokenstore",69,42,"axon-messaging-4.7.5","quartz",10,202,""
0.36363636363636365,"org.axonframework.common.digest","org.axonframework.test.matchers","axon-messaging-4.7.5","digest",1,1,"axon-test-4.7.5","matchers",57,51,""
0.36363636363636365,"org.axonframework.test.eventscheduler","org.axonframework.eventhandling.gateway","axon-test-4.7.5","eventscheduler",9,38,"axon-messaging-4.7.5","gateway",11,52,""
0.36363636363636365,"org.axonframework.eventhandling.gateway","org.axonframework.test.eventscheduler","axon-messaging-4.7.5","gateway",11,52,"axon-test-4.7.5","eventscheduler",9,38,""
0.36363636363636365,"org.axonframework.modelling.saga.repository.jdbc","org.axonframework.modelling.saga.repository.jpa","axon-modelling-4.7.5","jdbc",13,133,"axon-modelling-4.7.5","jpa",12,86,""
0.36363636363636365,"org.axonframework.modelling.saga.repository.jpa","org.axonframework.modelling.saga.repository.jdbc","axon-modelling-4.7.5","jpa",12,86,"axon-modelling-4.7.5","jdbc",13,133,""
0.36363636363636365,"org.axonframework.test.matchers","org.axonframework.common.digest","axon-test-4.7.5","matchers",57,51,"axon-messaging-4.7.5","digest",1,1,""
0.3563218390804598,"org.axonframework.eventhandling.deadletter","org.axonframework.eventsourcing.eventstore.inmemory","axon-messaging-4.7.5","deadletter",9,275,"axon-eventsourcing-4.7.5","inmemory",1,75,""
0.3563218390804598,"org.axonframework.eventsourcing.eventstore.inmemory","org.axonframework.eventhandling.deadletter","axon-eventsourcing-4.7.5","inmemory",1,75,"axon-messaging-4.7.5","deadletter",9,275,""
0.35514018691588783,"org.axonframework.messaging.annotation","org.axonframework.tracing","axon-messaging-4.7.5","annotation",1008,301,"axon-messaging-4.7.5","tracing",173,122,""
0.35514018691588783,"org.axonframework.tracing","org.axonframework.messaging.annotation","axon-messaging-4.7.5","tracing",173,122,"axon-messaging-4.7.5","annotation",1008,301,""
0.3541666666666667,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.tokenstore","axon-messaging-4.7.5","java",5,76,"axon-messaging-4.7.5","tokenstore",69,42,""
0.3541666666666667,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.7.5","tokenstore",69,42,"axon-messaging-4.7.5","java",5,76,""
0.35294117647058826,"org.axonframework.tracing.attributes","org.axonframework.eventhandling.gateway","axon-messaging-4.7.5","attributes",0,43,"axon-messaging-4.7.5","gateway",11,52,""
0.35294117647058826,"org.axonframework.eventhandling.gateway","org.axonframework.tracing.attributes","axon-messaging-4.7.5","gateway",11,52,"axon-messaging-4.7.5","attributes",0,43,""
