"dependentArtifactName","reflectionCallerTypeName","reflectionTypes","Source Cypher File: Java/Java_Reflection_usage_detailed.cypher"
"axon-messaging-4.9.2","org.axonframework.commandhandling.CurrentUnitOfWorkParameterResolverFactory","java.lang.reflect.Executable,java.lang.reflect.Parameter",""
"axon-messaging-4.9.2","org.axonframework.messaging.annotation.AnnotatedMessageHandlingMemberDefinition","java.lang.reflect.Executable",""
"axon-messaging-4.9.2","org.axonframework.queryhandling.registration.FailingDuplicateQueryHandlerResolver","java.lang.reflect.Type",""
"axon-messaging-4.9.2","org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler$Builder","java.lang.reflect.Method",""
"axon-messaging-4.9.2","org.axonframework.common.TypeReflectionUtils$VarMap","java.lang.reflect.ParameterizedType,java.lang.reflect.Type,java.lang.reflect.TypeVariable",""
"axon-messaging-4.9.2","org.axonframework.common.property.DirectlyAccessedProperty","java.lang.reflect.Field",""
"axon-messaging-4.9.2","org.axonframework.messaging.annotation.MultiHandlerDefinition","java.lang.reflect.Executable",""
"axon-messaging-4.9.2","org.axonframework.messaging.annotation.ScopeDescriptorParameterResolverFactory","java.lang.reflect.Executable,java.lang.reflect.Parameter",""
"axon-messaging-4.9.2","org.axonframework.messaging.responsetypes.MultipleInstancesResponseType","java.lang.reflect.Type",""
"axon-messaging-4.9.2","org.axonframework.queryhandling.registration.DuplicateQueryHandlerSubscriptionException","java.lang.reflect.Type",""
"axon-messaging-4.9.2","org.axonframework.messaging.annotation.HandlerDefinition","java.lang.reflect.Executable",""
"axon-messaging-4.9.2","org.axonframework.messaging.annotation.MessageHandlingMember","java.lang.reflect.Executable,java.lang.reflect.Member",""
"axon-messaging-4.9.2","org.axonframework.common.ReflectionUtils","java.lang.reflect.AccessibleObject,java.lang.reflect.Executable,java.lang.reflect.Field,java.lang.reflect.InvocationTargetException,java.lang.reflect.Member,java.lang.reflect.Method,java.lang.reflect.Modifier,java.lang.reflect.ParameterizedType,java.lang.reflect.Type",""
"axon-messaging-4.9.2","org.axonframework.queryhandling.annotation.MethodQueryMessageHandlerDefinition$MethodQueryMessageHandlingMember","java.lang.reflect.Member,java.lang.reflect.Method,java.lang.reflect.Type,java.lang.reflect.WildcardType",""
"axon-messaging-4.9.2","org.axonframework.messaging.deadletter.DeadLetterParameterResolverFactory","java.lang.reflect.Executable,java.lang.reflect.Parameter",""
"axon-messaging-4.9.2","org.axonframework.messaging.annotation.MultiParameterResolverFactory","java.lang.reflect.Executable,java.lang.reflect.Parameter",""
"axon-messaging-4.9.2","org.axonframework.messaging.responsetypes.PublisherResponseType","java.lang.reflect.Type",""
"axon-test-4.9.2","org.axonframework.test.matchers.IgnoreField","java.lang.reflect.Field",""
"axon-test-4.9.2","org.axonframework.test.saga.SagaTestFixture$MutableFieldFilter","java.lang.reflect.Field",""
"axon-test-4.9.2","org.axonframework.test.matchers.MatchAllFieldFilter","java.lang.reflect.Field",""
"axon-test-4.9.2","org.axonframework.test.aggregate.Reporter","java.lang.reflect.Field",""
"axon-test-4.9.2","org.axonframework.test.matchers.NonTransientFieldsFilter","java.lang.reflect.Field",""
"axon-test-4.9.2","org.axonframework.test.matchers.NonStaticFieldsFilter","java.lang.reflect.Field,java.lang.reflect.Modifier",""
"axon-test-4.9.2","org.axonframework.test.saga.SagaTestFixture$ReturnResultFromStub","java.lang.reflect.Method",""
"axon-test-4.9.2","org.axonframework.test.aggregate.AggregateTestFixture","java.lang.reflect.Field,java.lang.reflect.Modifier",""
"axon-test-4.9.2","org.axonframework.test.matchers.AllFieldsFilter","java.lang.reflect.Field",""
"axon-test-4.9.2","org.axonframework.test.matchers.FieldFilter","java.lang.reflect.Field",""
"axon-test-4.9.2","org.axonframework.test.matchers.EqualFieldsMatcher","java.lang.reflect.Field",""
"axon-test-4.9.2","org.axonframework.test.matchers.DeepEqualsMatcher","java.lang.reflect.Field",""
"axon-test-4.9.2","org.axonframework.test.saga.SagaTestFixture$TransienceValidatingResourceInjector","java.lang.reflect.Field,java.lang.reflect.Modifier",""
"axon-test-4.9.2","org.axonframework.test.FixtureResourceParameterResolverFactory","java.lang.reflect.Executable,java.lang.reflect.Parameter",""
"axon-configuration-4.9.2","org.axonframework.config.ConfigurationParameterResolverFactory","java.lang.reflect.Executable,java.lang.reflect.Parameter",""
"axon-configuration-4.9.2","org.axonframework.config.LifecycleHandlerInspector","java.lang.reflect.Method",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.inspection.AggregateMemberAnnotatedChildEntityDefinition","java.lang.reflect.Member",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.ForwardingMode","java.lang.reflect.Member",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.SagaMethodMessageHandlerDefinition","java.lang.reflect.Constructor,java.lang.reflect.InvocationTargetException",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.inspection.AbstractChildEntityDefinition","java.lang.reflect.AnnotatedElement,java.lang.reflect.Constructor,java.lang.reflect.Field,java.lang.reflect.Member",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.AbstractSagaManager$Builder","java.lang.reflect.Constructor",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.inspection.ChildEntityDefinition","java.lang.reflect.Member",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.AnnotationCommandTargetResolver","java.lang.reflect.Field,java.lang.reflect.InvocationTargetException,java.lang.reflect.Method",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.inspection.AggregateMemberAnnotatedChildEntityMapDefinition","java.lang.reflect.Member",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.NoArgumentConstructorCreationPolicyAggregateFactory","java.lang.reflect.Constructor",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.PayloadAssociationResolver","java.lang.reflect.Executable",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel","java.lang.reflect.AccessibleObject,java.lang.reflect.Constructor,java.lang.reflect.Field,java.lang.reflect.Member,java.lang.reflect.Method,java.lang.reflect.Modifier",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.AggregateAnnotationCommandHandler","java.lang.reflect.Executable,java.lang.reflect.Method",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.inspection.AggregateMemberAnnotatedChildEntityCollectionDefinition","java.lang.reflect.Member",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.AbstractResourceInjector","java.lang.reflect.Field,java.lang.reflect.InvocationTargetException,java.lang.reflect.Method",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.ForwardMatchingInstances","java.lang.reflect.AnnotatedElement,java.lang.reflect.Member",""
