"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_3c_Page_Rank_Stream.cypher"
"org.axonframework.serialization.upcasting.Upcaster",0.011626212665478607,6,,""
"org.axonframework.tracing.SpanFactory",0.01069507605907944,56,3,""
"org.axonframework.messaging.responsetypes.ResponseType",0.010637507011683948,19,,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$1",0.010464138187945232,4,1,""
"org.axonframework.tracing.Span",0.0104421002692737,28,1,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$1",0.01020303033056798,2,1,""
"org.axonframework.eventhandling.EventData",0.010068108943839622,6,1,""
"org.axonframework.modelling.command.Aggregate",0.009901557966823925,22,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$InvocationHandler",0.009858026019395331,11,,""
"org.axonframework.common.TypeReflectionUtils",0.009849422744574824,3,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$ParameterizedTypeImpl",0.009813863918337115,1,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",0.009813863918337115,1,1,""
"org.axonframework.common.stream.StreamUtils$1",0.009762435520068304,1,2,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream",0.00965383537218658,22,7,""
"org.axonframework.test.matchers.FieldFilter",0.009323618795062731,18,,""
"org.axonframework.common.lock.Lock",0.009275764141926518,9,,""
"org.axonframework.eventhandling.scheduling.ScheduleToken",0.009050818306830702,11,,""
"org.axonframework.monitoring.MessageMonitor$MonitorCallback",0.008939652032627775,15,,""
"org.axonframework.common.StringUtils",0.008706376785915182,2,,""
"org.axonframework.common.lock.PessimisticLockFactory",0.00862093895771013,6,7,""
"org.axonframework.eventhandling.DomainEventData",0.008519255251371477,19,1,""
"org.axonframework.messaging.MessageDispatchInterceptor",0.00831982828432373,33,1,""
"org.axonframework.serialization.upcasting.event.IntermediateEventRepresentation",0.007581597139293696,12,5,""
"org.axonframework.eventsourcing.SnapshotTrigger",0.007500788033816482,10,1,""
"org.axonframework.monitoring.MessageMonitor",0.007307724602311177,34,2,""
"org.axonframework.lifecycle.Lifecycle$LifecycleHandler",0.007303070258034245,7,,""
"org.axonframework.modelling.command.inspection.AggregateModel",0.007275622123813443,24,1,""
"org.axonframework.commandhandling.WrappedCommandCallback",0.0070588089345154275,1,3,""
"org.axonframework.common.property.Property",0.0070212967195548434,11,,""
"org.axonframework.queryhandling.QuerySubscription",0.006790211038221848,6,3,""
"org.axonframework.modelling.command.Repository",0.0067561767090888285,22,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory",0.006706121453744328,5,25,""
"org.axonframework.messaging.annotation.HandlerDefinition",0.006693119772131745,33,2,""
"org.axonframework.eventhandling.EventTrackerStatus",0.006669088302964823,8,2,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterSchema$Builder",0.006529995694081943,1,2,""
"org.axonframework.eventhandling.EventBus",0.006520982830977026,32,3,""
"org.axonframework.test.matchers.ListMatcher",0.006410989329698294,4,,""
"org.axonframework.config.EventProcessingModule",0.006410283102682013,2,67,""
"org.axonframework.serialization.CannotConvertBetweenTypesException",0.0063559064909413775,7,1,""
"org.axonframework.messaging.annotation.MessageHandler",0.006341782082108438,8,2,""
"org.axonframework.common.ExceptionUtils",0.006323608193851768,6,1,""
"org.axonframework.serialization.RevisionResolver",0.0063158581814893085,13,,""
"org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter",0.006293116988341081,3,2,""
"org.axonframework.messaging.InterceptorChain",0.006240706710837308,22,,""
"org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter",0.0061792977719927035,2,2,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterSchema",0.0060511967451234135,9,1,""
"org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter",0.005994748048132849,1,2,""
"org.axonframework.messaging.deadletter.Cause",0.005986496463162697,14,,""
"org.axonframework.test.saga.FixtureExecutionResult",0.005959414264188711,5,3,""
"org.axonframework.config.EventProcessingModule$1",0.005897533493138177,5,1,""
"org.axonframework.eventhandling.async.EventProcessorTask",0.005883096723938062,4,3,""
"org.axonframework.messaging.MessageHandlerInterceptor",0.00581181923803574,29,3,""
"org.axonframework.eventsourcing.EventSourcedAggregate",0.005779748186088629,8,11,""
"org.axonframework.messaging.unitofwork.UnitOfWork$Phase",0.005745952645042213,11,,""
"org.axonframework.eventsourcing.AbstractSnapshotter",0.005734854401793986,4,17,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore",0.005620559087783123,5,15,""
"org.axonframework.messaging.unitofwork.RollbackConfiguration",0.005613929157042596,19,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$1",0.005610087686823825,11,1,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore",0.005592267445875083,6,16,""
"org.axonframework.commandhandling.distributed.Member",0.005584621159221726,6,,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry",0.005461639733104234,9,10,""
"org.axonframework.messaging.HandlerExecutionException",0.005436051632623652,4,1,""
"org.axonframework.common.annotation.AnnotationUtils",0.005402984416041714,19,1,""
"org.axonframework.eventhandling.TrackingEventProcessor",0.005380736258925233,8,43,""
"org.axonframework.messaging.annotation.HandlerEnhancerDefinition",0.005355290290157302,19,1,""
"org.axonframework.eventhandling.EventMessageHandler",0.005311989618201832,9,3,""
"org.axonframework.messaging.unitofwork.CurrentUnitOfWork",0.0052597072184934045,32,2,""
"org.axonframework.eventhandling.GenericEventMessage",0.005177156819474576,33,6,""
"org.axonframework.modelling.saga.repository.SagaStore$Entry",0.0051433145246008415,12,1,""
"org.axonframework.test.aggregate.StubAggregateLifecycle",0.0051003594695318896,3,9,""
"org.axonframework.common.lock.PessimisticLockFactory$DisposableLock",0.0050503773940766186,1,6,""
"org.axonframework.common.io.IOUtils",0.005037756834784648,10,,""
"org.axonframework.common.lock.PessimisticLockFactory$1",0.005021927287842103,3,1,""
"org.axonframework.messaging.StreamableMessageSource",0.004987748092404664,15,3,""
"org.axonframework.eventsourcing.eventstore.jdbc.AbstractEventTableFactory",0.004984025266916411,4,2,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$2",0.004942566736817019,1,2,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$3",0.004942566736817019,1,2,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$4",0.004942566736817019,1,2,""
"org.axonframework.commandhandling.CommandBus",0.0048961404983910405,25,6,""
"org.axonframework.modelling.saga.AbstractResourceInjector",0.00484723913832131,2,3,""
"org.axonframework.modelling.saga.ResourceInjector",0.004758048329055752,10,,""
"org.axonframework.lifecycle.Lifecycle$LifecycleRegistry",0.004702105946654672,19,1,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",0.004667694107157479,11,2,""
"org.axonframework.test.saga.ContinuedGivenState",0.004640391510107631,4,2,""
"org.axonframework.eventhandling.async.SequencingPolicy",0.004609777579987795,12,,""
"org.axonframework.test.aggregate.StubAggregateLifecycleRule",0.004527775894200702,1,2,""
"org.axonframework.modelling.command.AggregateCreationPolicy",0.004514705268497143,5,,""
"org.axonframework.serialization.upcasting.event.EventUpcaster",0.004484828723474625,16,2,""
"org.axonframework.messaging.RemoteExceptionDescription",0.004465698591792663,4,1,""
"org.axonframework.eventsourcing.Snapshotter",0.0044278650864794135,9,,""
"org.axonframework.commandhandling.gateway.AbstractRetryScheduler$Builder",0.004424864770362758,5,3,""
"org.axonframework.modelling.saga.repository.AssociationValueMap$SagaAssociationValue",0.004418445499728793,2,2,""
"org.axonframework.messaging.deadletter.EnqueueDecision",0.004344127933611791,13,2,""
"org.axonframework.queryhandling.SubscriptionQueryMessage",0.004321460005743531,7,3,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition",0.004276733756769847,6,4,""
"org.axonframework.config.ModuleConfiguration",0.004271769319883024,6,1,""
"org.axonframework.commandhandling.distributed.ConsistentHash",0.004237361091167676,3,7,""
"org.axonframework.messaging.responsetypes.AbstractResponseType",0.004207710736772764,4,4,""
"org.axonframework.messaging.annotation.ResultParameterResolverFactory",0.004200157391416967,3,6,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine",0.004193774380054766,4,9,""
"org.axonframework.modelling.command.ApplyMore",0.004188830482057899,7,,""
"org.axonframework.common.jdbc.PersistenceExceptionResolver",0.004173341856154075,11,,""
"org.axonframework.tracing.LoggingSpanFactory",0.004167123685997711,3,8,""
"org.axonframework.test.aggregate.AggregateTestFixture",0.004163003009923829,4,64,""
"org.axonframework.modelling.command.ForwardingMode",0.004152962802771939,8,2,""
"org.axonframework.test.AxonAssertionError",0.004097603355210813,8,,""
"org.axonframework.eventhandling.replay.ReplayParameterResolverFactory",0.0040437247216120855,2,5,""
"org.axonframework.eventsourcing.AggregateFactory",0.004038507531480241,14,1,""
"org.axonframework.common.MemberAccessibilityCallback",0.004010235320134965,1,,""
"org.axonframework.common.property.PropertyAccessException",0.003946195045084221,2,1,""
"org.axonframework.messaging.GenericMessage",0.0039302436557272415,14,8,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache",0.003929282981348885,3,3,""
"org.axonframework.common.jdbc.ConnectionWrapperFactory$ConnectionCloseHandler",0.003922300133334983,3,,""
"org.axonframework.queryhandling.SinkWrapper",0.003918244502804933,3,,""
"org.axonframework.eventhandling.async.EventProcessorTask$ProcessingTask",0.0038867945860252408,1,1,""
"org.axonframework.eventsourcing.eventstore.EventStore",0.0038848760737086193,20,6,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus",0.0038651707774278667,6,39,""
"org.axonframework.messaging.MessageDispatchInterceptorSupport",0.003847161152795999,8,3,""
"org.axonframework.queryhandling.SimpleQueryBus",0.0038469232830817025,4,42,""
"org.axonframework.modelling.command.RepositoryProvider",0.003838206069522669,21,1,""
"org.axonframework.common.lock.PessimisticLockFactory$Builder",0.003829077755501602,1,2,""
"org.axonframework.messaging.correlation.CorrelationDataProvider",0.003805858312149456,10,1,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine",0.0038050844163154207,15,5,""
"org.axonframework.eventsourcing.AbstractSnapshotter$1",0.0037920201052529276,4,1,""
"org.axonframework.lifecycle.ShutdownLatch",0.003778210433042246,1,2,""
"org.axonframework.eventhandling.async.EventProcessorTask$ShutdownCallback",0.0037754860562668907,4,1,""
"org.axonframework.messaging.ScopeAware",0.003773213143517743,8,2,""
"org.axonframework.config.LifecycleHandler",0.0037705955205284756,5,,""
"org.axonframework.eventsourcing.conflictresolution.ConflictDescription",0.003761527570874702,3,1,""
"org.axonframework.eventhandling.TrackerStatus",0.0037594356986093906,12,6,""
"org.axonframework.common.property.AbstractMethodPropertyAccessStrategy",0.003743491891549222,2,3,""
"org.axonframework.eventhandling.ListenerInvocationErrorHandler",0.0037331167365774144,15,2,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector",0.003702542196016279,7,11,""
"org.axonframework.test.aggregate.StubAggregateLifecycleRule$1",0.0036956441843939217,1,1,""
"org.axonframework.tracing.SpanAttributesProvider",0.003692376761047652,11,1,""
"org.axonframework.eventhandling.pooled.WorkPackage",0.0036796381403346964,8,17,""
"org.axonframework.eventhandling.ErrorContext",0.0036765488656192676,3,1,""
"org.axonframework.common.lock.LockFactory",0.003639210528014652,11,1,""
"org.axonframework.modelling.saga.repository.AssociationValueMap",0.003630944640985385,1,4,""
"org.axonframework.common.lock.PessimisticLockFactory$PubliclyOwnedReentrantLock",0.003620094302885363,2,1,""
"org.axonframework.modelling.saga.SimpleResourceInjector",0.003606901168274759,2,1,""
"org.axonframework.deadline.SimpleDeadlineManager",0.003589960567358942,4,15,""
"org.axonframework.messaging.unitofwork.ExecutionResult",0.0035824631592525987,14,1,""
"org.axonframework.eventhandling.MultiStreamableMessageSource$Builder",0.0035792204156237487,3,5,""
"org.axonframework.eventsourcing.snapshotting.SnapshotFilter",0.0035607506370339097,10,1,""
"org.axonframework.eventhandling.AbstractEventBus$Builder",0.0035533359989305202,7,7,""
"org.axonframework.eventhandling.async.AsynchronousEventProcessingStrategy",0.0035177954838280937,2,10,""
"org.axonframework.messaging.HandlerAttributes",0.003512095670940986,3,,""
"org.axonframework.eventhandling.pooled.Coordinator",0.0035088066979672636,4,18,""
"org.axonframework.test.saga.GivenAggregateEventPublisher",0.0035056648660601285,4,1,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Node",0.003502557950362379,4,3,""
"org.axonframework.common.jdbc.ConnectionProvider",0.0034907483093051515,10,,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry",0.0034882433503550716,7,2,""
"org.axonframework.commandhandling.distributed.RoutingStrategy",0.003482666225263638,4,1,""
"org.axonframework.queryhandling.SubscriptionQueryUpdateMessage",0.003464200940481649,10,2,""
"org.axonframework.common.lock.LockAcquisitionFailedException",0.0034603462588837283,2,1,""
"org.axonframework.commandhandling.gateway.RetryingCallback",0.0034548953404391807,3,10,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Node",0.003439130195671205,4,3,""
"org.axonframework.test.saga.WhenState",0.0034347346294365533,3,2,""
"org.axonframework.eventhandling.EventHandlerInvoker",0.003425435728125181,12,2,""
"org.axonframework.common.legacyjpa.PagingJpaQueryIterable",0.0034170042392129506,2,2,""
"org.axonframework.common.jpa.PagingJpaQueryIterable",0.0034167512511668187,2,2,""
"org.axonframework.queryhandling.QueryBus",0.003411730067743458,9,13,""
"org.axonframework.common.Priority",0.0034094008652876674,12,,""
"org.axonframework.commandhandling.gateway.RetryScheduler",0.0034053476313928104,9,1,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway$Builder",0.0033845724938053475,7,5,""
"org.axonframework.test.FixtureExecutionException",0.0033788620429304425,7,1,""
"org.axonframework.common.property.PropertyAccessStrategy",0.0033760535544893923,6,1,""
"org.axonframework.config.AggregateConfiguration",0.0033743434700603636,5,4,""
"org.axonframework.common.caching.WeakReferenceCache",0.003370223094909294,2,6,""
"org.axonframework.modelling.saga.AssociationValues",0.0033691085378984706,12,1,""
"org.axonframework.common.jpa.EntityManagerProvider",0.0033458749526100308,13,,""
"org.axonframework.test.aggregate.ResultValidator",0.0033229518719901955,3,3,""
"org.axonframework.eventhandling.AbstractDomainEventEntry",0.003300801568094434,2,4,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain",0.003288508648378151,12,2,""
"org.axonframework.modelling.saga.Saga",0.0032827038162535254,5,3,""
"org.axonframework.messaging.annotation.ScopeDescriptorParameterResolverFactory",0.003264467468762633,1,5,""
"org.axonframework.serialization.ChainedConverter",0.0032609624606985107,2,6,""
"org.axonframework.common.legacyjpa.EntityManagerProvider",0.0032562025619319044,11,,""
"org.axonframework.test.saga.SagaTestFixture",0.0032392530405929575,2,59,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$1",0.003234572185828944,2,1,""
"org.axonframework.common.jdbc.UnitOfWorkAwareConnectionProviderWrapper",0.0032313992944366125,2,14,""
"org.axonframework.common.ObjectUtils",0.0032293413518389652,18,,""
"org.axonframework.eventhandling.tokenstore.TokenStore",0.0032145229558231264,22,5,""
"org.axonframework.eventhandling.async.PropertySequencingPolicy",0.003202443244108529,2,4,""
"org.axonframework.eventhandling.EventHandler",0.0031953752833993676,3,2,""
"org.axonframework.eventhandling.tokenstore.UnableToClaimTokenException",0.003191385079228508,9,1,""
"org.axonframework.commandhandling.distributed.ConsistentHash$ConsistentHashMember",0.003187356938414387,1,4,""
"org.axonframework.queryhandling.QueryResponseMessage",0.0031836832532888323,6,2,""
"org.axonframework.eventhandling.TrackingTokenParameterResolverFactory",0.003182186464831143,1,5,""
"org.axonframework.lifecycle.ShutdownInProgressException",0.003170633405065957,1,1,""
"org.axonframework.config.Component",0.003164722730784989,5,3,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$1",0.0031571794762566287,2,1,""
"org.axonframework.tracing.LoggingSpanFactory$Slf4jSpan",0.0031523161292779434,2,6,""
"org.axonframework.modelling.command.VersionedAggregateIdentifier",0.0031345848680915797,7,1,""
"org.axonframework.config.EventProcessingModule$ProcessingGroupSelector",0.003118812017200385,3,1,""
"org.axonframework.common.transaction.NoTransactionManager",0.003112309975201347,17,3,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler",0.003102536978010695,3,4,""
"org.axonframework.modelling.command.AggregateNotFoundException",0.0030963646813964205,11,1,""
"org.axonframework.common.caching.Cache",0.0030942177265022713,12,3,""
"org.axonframework.commandhandling.RoutingKey",0.0030688960118126127,3,,""
"org.axonframework.config.DefaultConfigurer",0.0030651485214870833,2,101,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache$WeakValue",0.0030564237221546698,1,3,""
"org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition",0.003045839368751757,1,5,""
"org.axonframework.common.caching.EhCache3Adapter",0.0030418827501694787,1,5,""
"org.axonframework.modelling.command.inspection.MethodCommandHandlerInterceptorDefinition",0.0030207151517627293,1,5,""
"org.axonframework.messaging.GenericResultMessage",0.0030159642334410203,6,8,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate",0.00301076971959325,5,25,""
"org.axonframework.eventhandling.GapAwareTrackingToken",0.0030045252381621108,4,3,""
"org.axonframework.commandhandling.distributed.AnnotationRoutingStrategy",0.002985954158071871,2,9,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder",0.002977024771170991,3,3,""
"org.axonframework.eventsourcing.AggregateSnapshotter",0.0029669374761000173,3,14,""
"org.axonframework.common.jdbc.JdbcUtils$SqlResultConverter",0.0029631650689245755,6,,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$NoSnapshotTrigger",0.0029444314897462947,1,3,""
"org.axonframework.modelling.command.AbstractRepository$Builder",0.0029421144019969704,6,9,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine$Builder",0.0029399865159808634,6,9,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker",0.0029253155313712746,3,20,""
"org.axonframework.deadline.annotation.DeadlineMethodMessageHandlerDefinition",0.002923852446356196,1,5,""
"org.axonframework.commandhandling.GenericCommandResultMessage",0.0029207931042200467,14,4,""
"org.axonframework.eventhandling.async.PropertySequencingPolicy$Builder",0.002906041403570586,2,8,""
"org.axonframework.commandhandling.MethodCommandHandlerDefinition",0.0029035322728298216,1,5,""
"org.axonframework.messaging.ScopeAwareProvider",0.002888759472677041,13,2,""
"org.axonframework.eventsourcing.SnapshotTriggerDefinition",0.002882465490574547,11,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker",0.0028755361119700636,4,15,""
"org.axonframework.disruptor.commandhandling.AggregateStateCorruptedException",0.002873251405102988,3,1,""
"org.axonframework.disruptor.commandhandling.EventPublisher",0.002867863955854904,2,14,""
"org.axonframework.eventhandling.ResetNotSupportedException",0.0028622127032488305,3,1,""
"org.axonframework.eventhandling.replay.ReplayParameterResolverFactory$ReplayParameterResolver",0.0028595496175490066,1,6,""
"org.axonframework.messaging.responsetypes.InstanceResponseType",0.0028470153968985965,2,2,""
"org.axonframework.modelling.command.ConflictingModificationException",0.0028387421515155237,1,1,""
"org.axonframework.eventhandling.EventProcessor",0.002838523014035294,7,3,""
"org.axonframework.modelling.saga.SagaCreationPolicy",0.0028255168340508407,5,,""
"org.axonframework.messaging.MessageHandlerInterceptorSupport",0.0028232764550887956,7,3,""
"org.axonframework.eventhandling.MultiStreamableMessageSource$IdentifiedStreamableMessageSource",0.0028188110215837153,3,4,""
"org.axonframework.eventsourcing.eventstore.IteratorBackedDomainEventStream",0.0028155400253922634,2,2,""
"org.axonframework.lifecycle.ShutdownLatch$ActivityHandle",0.0028138024197230803,1,1,""
"org.axonframework.eventhandling.AbstractEventProcessor$Builder",0.002808861062537521,7,11,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$Builder",0.0028052699551948156,7,8,""
"org.axonframework.common.jdbc.JdbcUtils$SqlFunction",0.0027938870482969343,5,,""
"org.axonframework.eventsourcing.AbstractSnapshotTrigger",0.0027938795192100126,2,6,""
"org.axonframework.common.ProcessRetriesExhaustedException",0.0027834714659584815,1,1,""
"org.axonframework.modelling.saga.AssociationResolver",0.002770682869755717,5,2,""
"org.axonframework.eventhandling.AbstractEventEntry",0.0027556533566281574,2,9,""
"org.axonframework.eventhandling.WrappedToken",0.002752355633782447,8,1,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry",0.0027434821274482132,4,7,""
"org.axonframework.eventhandling.TrackingTokenParameterResolverFactory$TrackingTokenParameterResolver",0.002738907725904798,1,6,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",0.0027335834614478846,8,1,""
"org.axonframework.eventhandling.AllowReplay",0.002733343285893083,2,1,""
"org.axonframework.serialization.LazyDeserializingObject",0.002731801865741311,6,4,""
"org.axonframework.common.jdbc.JdbcUtils",0.002731690634696133,7,3,""
"org.axonframework.modelling.saga.repository.SagaStore",0.0027273098375863204,15,3,""
"org.axonframework.messaging.annotation.ResultParameterResolverFactory$ExceptionResultParameterResolver",0.00272527863972731,1,4,""
"org.axonframework.messaging.annotation.MessageInterceptingMember",0.0027185732133737724,4,1,""
"org.axonframework.modelling.command.LockingRepository$Builder",0.0026864175276700695,7,8,""
"org.axonframework.messaging.annotation.AbstractAnnotatedParameterResolverFactory",0.0026828358556102755,6,5,""
"org.axonframework.config.Configurer",0.00268108248769858,2,27,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$Builder",0.002680381458669429,3,7,""
"org.axonframework.eventhandling.ReplayToken",0.0026792366391806236,7,5,""
"org.axonframework.queryhandling.StreamingQueryMessage",0.0026751248076937384,6,3,""
"org.axonframework.modelling.saga.metamodel.SagaModel",0.0026713923895131655,8,4,""
"org.axonframework.common.property.MethodAccessedProperty",0.0026592657214782995,1,3,""
"org.axonframework.modelling.saga.repository.AssociationValueMap$1",0.002640548552554291,3,1,""
"org.axonframework.eventhandling.GenericDomainEventMessage",0.002638735118299547,16,6,""
"org.axonframework.queryhandling.SimpleQueryBus$1",0.0026380754297283164,5,1,""
"org.axonframework.modelling.command.CreationPolicyAggregateFactory",0.002637527231083573,6,,""
"org.axonframework.common.legacyjpa.PagingJpaQueryIterable$PagingIterator",0.002631244280876475,1,2,""
"org.axonframework.common.jpa.PagingJpaQueryIterable$PagingIterator",0.002631152120950695,1,2,""
"org.axonframework.eventhandling.WrappedTrackerStatus",0.002623088498108483,2,3,""
"org.axonframework.eventsourcing.eventstore.jdbc.JdbcEventStorageEngine",0.0026192351810790646,2,38,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore$Builder",0.0026163813325467532,5,6,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$Builder",0.002614614734279247,3,14,""
"org.axonframework.modelling.command.EntityId",0.0026077394345204244,2,,""
"org.axonframework.tracing.TracingHandlerEnhancerDefinition",0.002607539860971597,2,6,""
"org.axonframework.messaging.unitofwork.MessageProcessingContext",0.0026056219327394536,3,5,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor$Builder",0.0026050967971179275,3,17,""
