"memberName","authority","hub","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_9c_Hyperlink_Induced_Topic_Search_HITS_Stream.cypher"
"org.axonframework.eventsourcing.eventstore.DomainEventStream",0.03436819103334489,0.005577573125647392,22,7,""
"org.axonframework.queryhandling.QueryBus",0.03388192157965885,0.016259949597950664,9,13,""
"org.axonframework.modelling.saga.ResourceInjector",0.03328494649350423,0,10,,""
"org.axonframework.messaging.deadletter.EnqueueDecision",0.033266224120092135,0.024575186933251537,13,2,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterQueue",0.03307585686796982,0.027361302441155675,9,5,""
"org.axonframework.config.ModuleConfiguration",0.032548637581836765,0.0023332766504525104,6,1,""
"org.axonframework.messaging.deadletter.Cause",0.03235839751002282,0,14,,""
"org.axonframework.modelling.command.AggregateNotFoundException",0.032321486456671905,0.00028141052656095424,11,1,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory",0.031958958064136,0.01980559624647692,11,8,""
"org.axonframework.common.annotation.AnnotationUtils",0.03142849001578357,0.008982254096196582,19,1,""
"org.axonframework.eventhandling.AbstractEventProcessor$Builder",0.031351211201090905,0.06285917820729599,7,11,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolver",0.03123191863225963,0.01099533646773613,9,2,""
"org.axonframework.config.MessageMonitorFactory",0.03101331247122855,0.030559064120708874,5,3,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType",0.030578215131210132,0.003476674950846406,11,5,""
"org.axonframework.messaging.unitofwork.UnitOfWork$Phase",0.03005334512592682,0,11,,""
"org.axonframework.commandhandling.CommandResultMessage",0.0298004315851693,0.025184411865308756,25,2,""
"org.axonframework.queryhandling.QueryMessage",0.0296348684455248,0.023308358536641625,21,2,""
"org.axonframework.commandhandling.GenericCommandResultMessage",0.02921147325222293,0.02727443728687782,14,4,""
"org.axonframework.eventhandling.async.SequencingPolicy",0.028409519628746344,0,12,,""
"org.axonframework.commandhandling.SimpleCommandBus$Builder",0.02814102416442404,0.06400479544759755,5,17,""
"org.axonframework.commandhandling.NoHandlerForCommandException",0.028134747726065043,0.007772667123137455,6,2,""
"org.axonframework.messaging.responsetypes.ResponseType",0.027353703171317724,0,19,,""
"org.axonframework.queryhandling.SubscriptionQueryUpdateMessage",0.026982171049276405,0.025184411865308756,10,2,""
"org.axonframework.eventsourcing.Snapshotter",0.026516440357569122,0,9,,""
"org.axonframework.eventhandling.TrackerStatus",0.026295570506449404,0.012314849722597462,12,6,""
"org.axonframework.messaging.deadletter.EnqueuePolicy",0.026135868497266398,0.02623707486010861,6,3,""
"org.axonframework.commandhandling.SimpleCommandBus",0.026127057018370713,0.10431863332275987,5,24,""
"org.axonframework.config.AggregateConfiguration",0.026046602895575137,0.008904519435478729,5,4,""
"org.axonframework.messaging.ScopeAware",0.02596311913666633,0.026165310430409615,8,2,""
"org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition",0.025875756032312274,0.00662848305029928,5,3,""
"org.axonframework.serialization.xml.XStreamSerializer",0.025803309980866544,0.015511389362743546,9,11,""
"org.axonframework.common.jdbc.PersistenceExceptionResolver",0.02573125786012801,0,11,,""
"org.axonframework.common.AxonThreadFactory",0.025398216508511876,0.00539097268852503,7,1,""
"org.axonframework.deadline.DeadlineManager",0.025114438085180914,0.009568674399390732,5,5,""
"org.axonframework.messaging.annotation.MultiParameterResolverFactory",0.025064796313741155,0.007805933243977642,4,3,""
"org.axonframework.messaging.annotation.MultiHandlerDefinition",0.02506147128380282,0.01947350191140405,4,7,""
"org.axonframework.config.Component",0.02505210425075989,0.007759492086331231,5,3,""
"org.axonframework.messaging.ExecutionException",0.024555944938731353,1.99973193141268e-05,6,1,""
"org.axonframework.messaging.deadletter.ThrowableCause",0.024540308158032625,0.0017109133197433595,7,2,""
"org.axonframework.eventsourcing.snapshotting.SnapshotFilter",0.02436816196641576,0.0017567834954058132,10,1,""
"org.axonframework.eventhandling.TrackingEventProcessorConfiguration",0.024354902039631726,0.030250426514231158,4,7,""
"org.axonframework.common.caching.Cache",0.024299640047459017,0.004500665659492895,12,3,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",0.023652900956932867,0.07554720180752028,8,27,""
"org.axonframework.config.EventProcessingConfigurer",0.023646873864279425,0.1089024561351776,3,25,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain",0.02269525199619341,0.026344172319321974,12,2,""
"org.axonframework.eventsourcing.SnapshotTriggerDefinition",0.022421125938184978,0.0006036490611228978,11,1,""
"org.axonframework.test.FixtureExecutionException",0.021989498060307498,0.00028141052656095424,7,1,""
"org.axonframework.test.deadline.StubDeadlineManager",0.021876553662105773,0.03963750324923859,5,14,""
"org.axonframework.config.TagsConfiguration",0.021559818376929236,0,3,,""
"org.axonframework.common.legacyjpa.EntityManagerProvider",0.02132741658150631,0,11,,""
"org.axonframework.messaging.deadletter.GenericDeadLetter",0.021305563874847316,0.035138201331612905,8,5,""
"org.axonframework.monitoring.NoOpMessageMonitor",0.02108042265893302,0.030186981365809627,8,4,""
"org.axonframework.serialization.RevisionResolver",0.020905847872474653,0,13,,""
"org.axonframework.eventhandling.scheduling.EventScheduler",0.020567698592245685,0.0008101429400429733,6,1,""
"org.axonframework.messaging.SubscribableMessageSource",0.020321546915624388,0.02632369244230198,5,2,""
"org.axonframework.eventhandling.TrackedEventData",0.020281040807811644,0.006861291044758055,8,2,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$Builder",0.019800573945788325,0.036049473421614776,7,8,""
"org.axonframework.common.stream.BlockingStream",0.019565626293407808,2.4516679442394214e-06,14,1,""
"org.axonframework.modelling.saga.AssociationValue",0.019433941843430946,0.00539097268852503,30,1,""
"org.axonframework.commandhandling.AnnotationCommandHandlerAdapter",0.019309314602836622,0.07235752127852309,2,15,""
"org.axonframework.deadline.AbstractDeadlineManager",0.019152644005068806,0.03151577560873604,4,7,""
"org.axonframework.common.jdbc.ConnectionProvider",0.019097577413039354,0,10,,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",0.018977714843772947,0.004402328626419068,8,1,""
"org.axonframework.queryhandling.QueryInvocationErrorHandler",0.018957453632353582,0.004723142172820032,4,2,""
"org.axonframework.eventhandling.ReplayToken",0.01891288228764139,0.05098980245304836,7,5,""
"org.axonframework.eventhandling.tokenstore.UnableToClaimTokenException",0.018743552879333786,1.99973193141268e-05,9,1,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",0.018676477798541053,0.026344172319321974,11,2,""
"org.axonframework.serialization.upcasting.event.EventUpcasterChain",0.018671620583883285,0.002214497309864552,3,3,""
"org.axonframework.common.lock.LockFactory",0.018430680807310935,0.00022775300198172194,11,1,""
"org.axonframework.tracing.SpanAttributesProvider",0.01825712788364135,0.021941843692902904,11,1,""
"org.axonframework.queryhandling.QueryGateway",0.018194062116169845,0.004227330793659724,3,6,""
"org.axonframework.messaging.interceptors.CorrelationDataInterceptor",0.018033578097073483,0.040407479744395895,2,5,""
"org.axonframework.eventhandling.EventProcessor",0.017948704241341526,0.022760718267572866,7,3,""
"org.axonframework.eventhandling.SimpleEventBus",0.017804389646250786,0.0016696439790255563,3,3,""
"org.axonframework.serialization.Converter",0.017798074186131142,0.007803703866581456,13,2,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry",0.017710707020022302,0.024470961572599724,9,10,""
"org.axonframework.test.AxonAssertionError",0.017618313261682554,0,8,,""
"org.axonframework.lifecycle.Lifecycle$LifecycleHandler",0.017561281237885324,0,7,,""
"org.axonframework.eventhandling.LoggingErrorHandler",0.017541148811257616,0.019708014966700715,4,3,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterSchema",0.017462481161407493,4.3044758433041795e-54,9,1,""
"org.axonframework.commandhandling.gateway.CommandGateway",0.017179886126934513,0.019278987168342584,3,5,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway",0.017157240050669577,0.02468839805928824,3,12,""
"org.axonframework.eventsourcing.EventSourcingRepository$Builder",0.017028241083227483,0.054499322879522506,4,18,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry",0.01700182164677388,0.01042616771461982,7,2,""
"org.axonframework.eventsourcing.EventSourcingRepository",0.01698852622555193,0.05529429421368459,4,22,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter$Builder",0.016982016990282924,0.03965319288437021,3,8,""
"org.axonframework.common.io.IOUtils",0.01697533737791286,0,10,,""
"org.axonframework.modelling.command.AggregateScopeDescriptor",0.0169714149878851,0.009614439426031745,6,2,""
"org.axonframework.deadline.SimpleDeadlineManager",0.016943293288913766,0.06885064853547082,4,15,""
"org.axonframework.config.EventProcessingConfiguration",0.016888450660096165,0.0810012505085219,5,16,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway$Builder",0.016870101338215454,0.030436093043066496,3,9,""
"org.axonframework.modelling.command.VersionedAggregateIdentifier",0.016810365841422825,0.00539097268852503,7,1,""
"org.axonframework.eventhandling.WrappedToken",0.01663956646712977,0.00642094225711006,8,1,""
"org.axonframework.commandhandling.GenericCommandMessage",0.016538432753948926,0.03980905224237873,6,5,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",0.016304628541026128,0.02917946295668962,4,8,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$Builder",0.016225607332828396,0.04441440068426693,3,13,""
"org.axonframework.eventhandling.scheduling.ScheduleToken",0.01621673530281184,0,11,,""
"org.axonframework.eventhandling.TrackingEventProcessor",0.01607547540137479,0.13316080198978034,8,43,""
"org.axonframework.eventhandling.gateway.EventGateway",0.01602062011491237,0.0172196548180815,3,2,""
"org.axonframework.modelling.saga.SagaRepository",0.015769537297983877,0.0013797304104082367,8,2,""
"org.axonframework.messaging.MessageHandlerInterceptorSupport",0.015765382793907396,0.03134539674767331,7,3,""
"org.axonframework.eventhandling.AbstractEventBus$Builder",0.015752995503422695,0.05449735378722161,7,7,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore",0.015726612194467134,0.0037464732518418583,4,5,""
"org.axonframework.eventhandling.SimpleEventBus$Builder",0.015720148571962328,0.0433901688329081,3,6,""
"org.axonframework.deadline.DeadlineException",0.01571305726514735,1.99973193141268e-05,3,1,""
"org.axonframework.queryhandling.SimpleQueryBus$Builder",0.01563697879041848,0.060119999546026974,2,18,""
"org.axonframework.eventhandling.pooled.WorkPackage",0.015500606738765209,0.04735072174848968,8,17,""
"org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition",0.015489490654369205,0.0034342103638927528,3,2,""
"org.axonframework.test.aggregate.AggregateTestFixture$1",0.015378697310715186,0.00028014467714334863,5,1,""
"org.axonframework.modelling.command.AbstractRepository$Builder",0.015376974936531503,0.04824128711488314,6,9,""
"org.axonframework.eventhandling.GenericTrackedDomainEventMessage",0.015334998898198992,0.06393139040917253,5,7,""
"org.axonframework.serialization.SerializedMessage",0.015334998898198992,0.049497970829644335,5,9,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterProcessor",0.015262505355472241,0.024575186933251537,3,2,""
"org.axonframework.config.SagaConfiguration",0.015203226754476863,0.005891369898454233,5,5,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter",0.01519909172225928,0.07534222830518846,3,23,""
"org.axonframework.eventsourcing.GenericAggregateFactory",0.015174113630207329,0.017418582536474225,3,7,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker$Builder",0.015161512130542365,0.052061377306509206,4,11,""
"org.axonframework.commandhandling.MonitorAwareCallback",0.01496370645021432,0.013838626258501284,3,4,""
"org.axonframework.modelling.command.inspection.EntityModel",0.014880844393221473,0.021353747963126248,10,2,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore",0.01459575835319469,0.038393693980775224,6,16,""
"org.axonframework.messaging.annotation.SimpleResourceParameterResolverFactory",0.014516648800201213,0.008210589165444487,2,4,""
"org.axonframework.test.matchers.IgnoreField",0.014516648800201213,0.0028676144848626913,2,2,""
"org.axonframework.eventhandling.TrackingEventProcessor$Builder",0.014471219356570838,0.08894050328912101,2,17,""
"org.axonframework.eventhandling.AbstractEventProcessor",0.014326294689051963,0.07640579303411231,3,17,""
"org.axonframework.config.LifecycleHandler",0.01426016628214186,0,5,,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector",0.014257704841647166,0.02182384960425976,7,11,""
"org.axonframework.config.SagaConfigurer",0.014195900951165978,0.025447269512053165,3,9,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler",0.014178307646155549,0.006346383505812192,3,4,""
"org.axonframework.eventhandling.EventTrackerStatus",0.01409493935934462,0.00936788225236471,8,2,""
"org.axonframework.eventsourcing.eventstore.jpa.JpaEventStorageEngine$Builder",0.013988505341659905,0.05069692589517818,2,13,""
"org.axonframework.eventhandling.EventMessageHandler",0.013960964457763606,0.04213592969352289,9,3,""
"org.axonframework.queryhandling.SubscriptionQueryMessage",0.013957995752892874,0.024788834045548856,7,3,""
"org.axonframework.messaging.unitofwork.BatchingUnitOfWork",0.013948761480984296,0.04744412787114214,4,10,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition",0.013816780446727964,0.0017765469270805017,6,4,""
"org.axonframework.modelling.command.ApplyMore",0.013788071018302228,0,7,,""
"org.axonframework.modelling.command.CreationPolicyAggregateFactory",0.013765810317191027,0,6,,""
"org.axonframework.modelling.command.LockingRepository$Builder",0.013738245301334072,0.03497183893839956,7,8,""
"org.axonframework.deadline.SimpleDeadlineManager$Builder",0.013654288551741276,0.049350437924081,2,9,""
"org.axonframework.eventhandling.GenericTrackedEventMessage",0.013646099694211437,0.05585856980053078,4,5,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder",0.013535176653754925,0.019220023563866425,3,3,""
"org.axonframework.eventsourcing.AggregateSnapshotter",0.01349127872054058,0.032205722881218785,3,14,""
"org.axonframework.eventhandling.PropagatingErrorHandler",0.013447024324739607,0.022046897776798895,3,6,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor$Builder",0.013429844682323755,0.09661260890889142,3,17,""
"org.axonframework.queryhandling.SimpleQueryBus",0.013341406924087662,0.10853841540150187,4,42,""
"org.axonframework.config.EventProcessingConfigurer$DeadLetteringInvokerConfiguration",0.0132593395538903,0.0029008318793210244,2,2,""
"org.axonframework.config.EventProcessingConfigurer$EventProcessorBuilder",0.0132593395538903,0.005562638058264097,2,3,""
"org.axonframework.config.EventProcessingConfigurer$PooledStreamingProcessorConfiguration",0.0132593395538903,0.003004194295224806,2,2,""
"org.axonframework.messaging.deadletter.Decisions",0.013251776158411183,0.03253932795008837,3,6,""
"org.axonframework.queryhandling.QueryResponseMessage",0.01308566491632339,0.025184411865308756,6,2,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine$Builder",0.013050099124193767,0.03677837696600949,6,9,""
"org.axonframework.config.DefaultConfigurer$1",0.012939799785979813,0.0001364789203494594,2,1,""
"org.axonframework.config.DefaultConfigurer$LifecycleState",0.012939799785979813,0,2,,""
"org.axonframework.eventsourcing.EventSourcedAggregate",0.012843477635793266,0.03982749850652968,8,11,""
"org.axonframework.eventsourcing.eventstore.jpa.JpaEventStorageEngine",0.012747378717209447,0.07554070791592231,2,20,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor",0.012645372835969807,0.10931127854969037,2,31,""
"org.axonframework.queryhandling.SubscriptionQueryBackpressure",0.012634251253382514,0,6,,""
"org.axonframework.test.aggregate.ResultValidator",0.012519003494817323,0.022575670977442112,3,3,""
"org.axonframework.config.LifecycleOperations",0.012477740229522414,0.0007123981998591869,3,1,""
"org.axonframework.queryhandling.DefaultQueryGateway$Builder",0.012462241318266372,0.026777657753375043,2,6,""
"org.axonframework.serialization.AnnotationRevisionResolver",0.012364434257188247,0.0012151302929744997,3,2,""
"org.axonframework.serialization.SimpleSerializedType",0.012315164929354664,0.009008368696154553,9,2,""
"org.axonframework.eventhandling.scheduling.SchedulingException",0.01228666597518044,1.99973193141268e-05,3,1,""
"org.axonframework.test.aggregate.TestExecutor",0.012274705700225718,0.0006254145552922109,2,1,""
"org.axonframework.eventhandling.tokenstore.jpa.JpaTokenStore$Builder",0.012269529766818058,0.03174423047132943,2,5,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Builder",0.012132743947252743,0.05653990837475275,2,10,""
"org.axonframework.eventhandling.StreamingEventProcessor",0.012113230307320706,0.015161749534855745,2,5,""
"org.axonframework.eventsourcing.SnapshotTrigger",0.01208332080200768,0.016951419336707182,10,1,""
"org.axonframework.messaging.GenericResultMessage",0.012035875765648817,0.05163829718819734,6,8,""
"org.axonframework.modelling.command.ConflictingAggregateVersionException",0.0119640931585431,4.3044758433041795e-54,5,1,""
"org.axonframework.modelling.saga.AssociationValues",0.011960279937699575,0.0009708656204637802,12,1,""
"org.axonframework.modelling.saga.repository.jpa.JpaSagaStore",0.011865113967935844,0.023741650094521907,2,13,""
"org.axonframework.eventsourcing.AggregateSnapshotter$Builder",0.011823609964252121,0.06491368471958675,2,13,""
"org.axonframework.eventhandling.tokenstore.jpa.JpaTokenStore",0.011800554937388704,0.041131752274127374,2,16,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema",0.011782006188248588,1.4800454991565774e-06,21,2,""
"org.axonframework.eventhandling.DirectEventProcessingStrategy",0.011757056267587097,0.017380572595733668,2,2,""
"org.axonframework.eventhandling.SubscribingEventProcessor",0.011757056267587097,0.04429919485773379,2,13,""
"org.axonframework.eventhandling.gateway.DefaultEventGateway",0.011593428705486877,0.0014832195879387728,2,4,""
"org.axonframework.queryhandling.DefaultQueryGateway",0.011552438769964866,0.044989284737389584,2,21,""
"org.axonframework.modelling.command.ForwardingMode",0.01154831610490736,0.022685249242906304,8,2,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry",0.01146880227457986,0.03069996347416663,4,7,""
"org.axonframework.eventhandling.GapAwareTrackingToken",0.011441774976897438,0.011892682221088528,4,3,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine",0.011441703353181914,0.01294416064559736,4,9,""
"org.axonframework.eventhandling.GenericDomainEventEntry",0.011413148024900262,4.5054058348982546e-05,3,1,""
"org.axonframework.eventhandling.TrackedDomainEventData",0.011413148024900262,0.014288959728729012,3,4,""
"org.axonframework.eventhandling.scheduling.quartz.EventJobDataBinder",0.011404393876402078,0,4,,""
"org.axonframework.modelling.saga.repository.jpa.JpaSagaStore$Builder",0.011400768598227,0.03303651717776161,2,6,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$Builder",0.011360825925113014,0.04980019513432464,3,14,""
"org.axonframework.serialization.LazyDeserializingObject",0.011350042818552647,0.02497861748474809,6,4,""
"org.axonframework.lifecycle.LifecycleHandlerInvocationException",0.011347325476232819,0.00028141052656095424,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker",0.011270875733088864,0.03965751502529183,4,15,""
"org.axonframework.messaging.deadletter.DeadLetterQueueOverflowException",0.011251903954747578,9.437788247173625e-05,5,1,""
"org.axonframework.messaging.deadletter.NoSuchDeadLetterException",0.011251903954747578,9.437788247173625e-05,5,1,""
"org.axonframework.eventhandling.pooled.Coordinator$EventFilter",0.011211567322981203,0.004844330758694151,4,1,""
"org.axonframework.common.jdbc.JdbcUtils",0.011109767849096222,0.0011838359716321012,7,3,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore$Builder",0.011097724990648273,0.044491391214056375,5,6,""
"org.axonframework.serialization.xml.XStreamSerializer$Builder",0.01098960757325578,0.012467460374011202,2,6,""
"org.axonframework.commandhandling.gateway.RetryScheduler",0.010964159462722906,0.0077526698038233284,9,1,""
"org.axonframework.queryhandling.StreamingQueryMessage",0.010875532167365894,0.024788834045548856,6,3,""
"org.axonframework.modelling.saga.metamodel.SagaModel",0.01077983548361026,0.02248510303722069,8,4,""
"org.axonframework.test.matchers.Matchers",0.010736802160965031,0.05025294691929766,5,17,""
"org.axonframework.common.property.Property",0.01070008851328736,0,11,,""
"org.axonframework.test.utils.CallbackBehavior",0.010543795578462132,0.007720513498284048,4,1,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver$Builder",0.010498383893517966,0.010221213508966886,4,4,""
