"memberName","centrality","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_7c_Harmonic_Closeness_Stream.cypher"
"org.axonframework.messaging.IllegalPayloadAccessException",0.042060783357711684,3,1,""
"org.axonframework.monitoring.MessageMonitor$MonitorCallback",0.04203640500568828,15,,""
"org.axonframework.messaging.DefaultInterceptorChain",0.04196530147895336,13,5,""
"org.axonframework.modelling.command.Repository",0.04060011376564277,22,2,""
"org.axonframework.messaging.StreamableMessageSource",0.040472127417519904,15,3,""
"org.axonframework.common.stream.BlockingStream",0.03997440273037543,14,1,""
"org.axonframework.serialization.upcasting.event.EventUpcaster",0.039803754266211605,16,2,""
"org.axonframework.modelling.command.Aggregate",0.03957622298065983,22,1,""
"org.axonframework.queryhandling.QueryMessage",0.038781895010563956,21,2,""
"org.axonframework.serialization.upcasting.event.IntermediateEventRepresentation",0.03848122866894198,12,5,""
"org.axonframework.eventsourcing.eventstore.EventStore",0.038182593856655296,20,6,""
"org.axonframework.common.TypeReflectionUtils",0.03800178774581506,3,1,""
"org.axonframework.lifecycle.Lifecycle$LifecycleRegistry",0.037969283276450515,19,1,""
"org.axonframework.messaging.SubscribableMessageSource",0.03788395904436861,5,2,""
"org.axonframework.messaging.annotation.HandlerEnhancerDefinition",0.037341540711847886,19,1,""
"org.axonframework.serialization.LazyDeserializingObject",0.03690273037542663,6,4,""
"org.axonframework.messaging.ScopeAware",0.036504550625711035,8,2,""
"org.axonframework.common.MemberAccessibilityCallback",0.03558426783682757,1,,""
"org.axonframework.eventhandling.EventData",0.035480659840728096,6,1,""
"org.axonframework.commandhandling.GenericCommandResultMessage",0.03476962457337884,14,4,""
"org.axonframework.messaging.deadletter.DeadLetter",0.0345136518771331,25,3,""
"org.axonframework.messaging.unitofwork.AbstractUnitOfWork",0.033788395904436865,4,8,""
"org.axonframework.messaging.annotation.ClasspathHandlerDefinition",0.03320534698521046,13,2,""
"org.axonframework.commandhandling.WrappedCommandCallback",0.033176905574516496,1,3,""
"org.axonframework.messaging.unitofwork.MessageProcessingContext",0.03265073947667804,3,5,""
"org.axonframework.modelling.command.inspection.AggregateModel",0.03228100113765643,24,1,""
"org.axonframework.messaging.annotation.ClasspathParameterResolverFactory",0.03178327645051194,12,2,""
"org.axonframework.serialization.upcasting.Upcaster",0.031764992686494395,6,,""
"org.axonframework.common.Priority",0.03168881033642126,12,,""
"org.axonframework.eventhandling.tokenstore.TokenStore",0.031641069397042094,22,5,""
"org.axonframework.common.transaction.NoTransactionManager",0.031569965870307165,17,3,""
"org.axonframework.tracing.NoOpSpanFactory$NoOpSpan",0.03129875670404681,1,2,""
"org.axonframework.messaging.unitofwork.DefaultUnitOfWork",0.030318543799772467,16,10,""
"org.axonframework.eventsourcing.EventStreamUtils",0.03029010238907849,2,13,""
"org.axonframework.eventhandling.GenericTrackedDomainEventMessage",0.02971111652852266,5,7,""
"org.axonframework.serialization.SerializedMessage",0.02971111652852266,5,9,""
"org.axonframework.eventsourcing.eventstore.IteratorBackedDomainEventStream",0.029650170648464157,2,2,""
"org.axonframework.lifecycle.Lifecycle",0.02953640500568828,15,2,""
"org.axonframework.common.TypeReflectionUtils$VarMap",0.029359661953518603,3,3,""
"org.axonframework.eventsourcing.eventstore.ConcatenatingDomainEventStream",0.0292235494880546,1,2,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream$1",0.0292235494880546,1,3,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream$2",0.0292235494880546,1,2,""
"org.axonframework.eventsourcing.eventstore.FilteringDomainEventStream",0.0292235494880546,1,2,""
"org.axonframework.common.io.IOUtils",0.028897489029741593,10,,""
"org.axonframework.eventsourcing.AggregateFactory",0.02886803185437998,14,1,""
"org.axonframework.eventhandling.ListenerInvocationErrorHandler",0.0286547212741752,15,2,""
"org.axonframework.messaging.deadletter.Cause",0.028654721274175194,14,,""
"org.axonframework.monitoring.NoOpMessageMonitor",0.0284556313993174,8,4,""
"org.axonframework.messaging.Scope",0.028345928815212088,4,1,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain",0.0280716723549488,12,2,""
"org.axonframework.lifecycle.Lifecycle$LifecycleHandler",0.027943686006825938,7,,""
"org.axonframework.modelling.command.inspection.EntityModel",0.027773037542662114,10,2,""
"org.axonframework.commandhandling.GenericCommandMessage",0.027417519908987484,6,5,""
"org.axonframework.eventhandling.EventMessageHandler",0.02733219567690558,9,3,""
"org.axonframework.common.stream.StreamUtils",0.02716967333008289,2,2,""
"org.axonframework.eventhandling.DomainEventSequenceAware",0.02657849829351536,3,,""
"org.axonframework.serialization.SerializationException",0.02633471477328133,4,1,""
"org.axonframework.modelling.saga.AssociationValues",0.02626564277588168,12,1,""
"org.axonframework.eventhandling.TrackedEventData",0.026107183487729564,8,2,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector",0.025881683731513085,7,11,""
"org.axonframework.queryhandling.SubscriptionQueryUpdateMessage",0.025841053144807412,10,2,""
"org.axonframework.modelling.command.RepositoryProvider",0.025526166097838456,21,1,""
"org.axonframework.eventhandling.EventHandlerInvoker",0.024971558589306032,12,2,""
"org.axonframework.modelling.saga.repository.SagaStore",0.024601820250284415,15,3,""
"org.axonframework.messaging.annotation.MultiHandlerDefinition",0.02455915813424346,4,7,""
"org.axonframework.serialization.ContentTypeConverter",0.02407565415244596,17,,""
"org.axonframework.serialization.upcasting.event.InitialEventRepresentation",0.023951730862993664,2,13,""
"org.axonframework.messaging.annotation.MultiParameterResolverFactory",0.023919226393629124,4,3,""
"org.axonframework.messaging.deadletter.EnqueueDecision",0.023563708759954494,13,2,""
"org.axonframework.eventhandling.tokenstore.UnableToClaimTokenException",0.02356370875995449,9,1,""
"org.axonframework.modelling.saga.repository.SagaStore$Entry",0.02356370875995449,12,1,""
"org.axonframework.deadline.DeadlineManager",0.02339306029579067,5,5,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",0.023265073947667803,8,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$ParameterizedTypeImpl",0.02320141936182892,1,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",0.02320141936182892,1,1,""
"org.axonframework.common.DateTimeUtils",0.023094425483503985,14,,""
"org.axonframework.deadline.GenericDeadlineMessage",0.02300910125142207,11,6,""
"org.axonframework.messaging.ScopeAwareProvider",0.022895335608646192,13,2,""
"org.axonframework.messaging.annotation.HasHandlerAttributes",0.022738907849829352,9,,""
"org.axonframework.queryhandling.QueryResponseMessage",0.02257029091500081,6,2,""
"org.axonframework.eventsourcing.snapshotting.SnapshotFilter",0.02253981797497156,10,1,""
"org.axonframework.config.Configuration",0.022468714448236633,23,33,""
"org.axonframework.eventhandling.async.SequencingPolicy",0.022113196814562,12,,""
"org.axonframework.eventhandling.scheduling.ScheduleToken",0.022084755403868034,11,,""
"org.axonframework.modelling.saga.ResourceInjector",0.02189988623435722,10,,""
"org.axonframework.eventsourcing.Snapshotter",0.021686575654152444,9,,""
"org.axonframework.messaging.annotation.InterceptorChainParameterResolverFactory",0.02168251259548188,4,8,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory",0.02161547212741752,11,8,""
"org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition",0.02158499918738826,5,3,""
"org.axonframework.messaging.annotation.MessageInterceptingMember",0.02154436860068259,4,1,""
"org.axonframework.queryhandling.QueryUpdateEmitter",0.021473265073947666,7,6,""
"org.axonframework.eventhandling.tokenstore.UnableToInitializeTokenException",0.02143060295790671,5,1,""
"org.axonframework.commandhandling.NoHandlerForCommandException",0.021274175199089876,6,2,""
"org.axonframework.queryhandling.GenericSubscriptionQueryUpdateMessage",0.021274175199089876,2,6,""
"org.axonframework.eventhandling.ErrorHandler",0.021188850967007962,9,1,""
"org.axonframework.eventhandling.scheduling.EventScheduler",0.021117747440273036,6,1,""
"org.axonframework.queryhandling.QueryBus",0.02104664391353811,9,13,""
"org.axonframework.eventhandling.tokenstore.UnableToRetrieveIdentifierException",0.021003981797497153,4,1,""
"org.axonframework.common.annotation.PriorityAnnotationComparator",0.020987729562814885,3,2,""
"org.axonframework.messaging.annotation.NoMoreInterceptors",0.020975540386803184,3,3,""
"org.axonframework.common.stream.StreamUtils$1",0.020751056395254347,1,2,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterQueue",0.02069112627986348,9,5,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",0.020420932878270757,11,2,""
"org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition",0.02002072159921989,3,2,""
"org.axonframework.monitoring.NoOpMessageMonitorCallback",0.019965870307167233,1,1,""
"org.axonframework.eventhandling.WrappedToken",0.019774906549650577,8,1,""
"org.axonframework.common.AxonThreadFactory",0.01976678043230944,7,1,""
"org.axonframework.common.transaction.NoTransactionManager$1",0.01973833902161547,1,2,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema",0.01962457337883959,21,2,""
"org.axonframework.common.lock.LockFactory",0.01936860068259386,11,1,""
"org.axonframework.serialization.upcasting.event.UpcastedEventRepresentation",0.01935234844791159,1,8,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine",0.019197952218430032,15,5,""
"org.axonframework.eventsourcing.SnapshotTrigger",0.019041524459613195,10,1,""
"org.axonframework.eventhandling.EventProcessor",0.01877133105802048,7,3,""
"org.axonframework.queryhandling.SubscriptionQueryMessage",0.018742889647326507,7,3,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$1",0.01870022753128555,2,1,""
"org.axonframework.messaging.annotation.HandlerComparator",0.018558020477815698,1,1,""
"org.axonframework.common.lock.Lock",0.018505200715098327,9,,""
"org.axonframework.queryhandling.SubscriptionQueryBackpressure",0.01831626848691695,6,,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$ChainedMessageHandlerInterceptorMember",0.018273606370875994,1,6,""
"org.axonframework.test.matchers.FieldFilter",0.018202502844141072,18,,""
"org.axonframework.common.caching.Cache",0.01820250284414107,12,3,""
"org.axonframework.modelling.command.ApplyMore",0.018159840728100115,7,,""
"org.axonframework.common.caching.Cache$EntryListener",0.018145620022753127,11,,""
"org.axonframework.serialization.RevisionResolver",0.017676336746302618,13,,""
"org.axonframework.queryhandling.SubscriptionQueryResult",0.017463026166097836,6,1,""
"org.axonframework.eventhandling.ReplayToken",0.017448805460750852,7,5,""
"org.axonframework.eventsourcing.SnapshotTriggerDefinition",0.01742036405005688,11,1,""
"org.axonframework.eventhandling.EventTrackerStatus",0.017306598407281003,8,2,""
"org.axonframework.queryhandling.StreamingQueryMessage",0.017178612059158133,6,3,""
"org.axonframework.modelling.saga.SagaRepository",0.01680887372013652,8,2,""
"org.axonframework.messaging.deadletter.DeadLetterQueueOverflowException",0.01659556313993174,5,1,""
"org.axonframework.messaging.deadletter.NoSuchDeadLetterException",0.01659556313993174,5,1,""
"org.axonframework.eventhandling.ErrorContext",0.01645335608646189,3,1,""
"org.axonframework.commandhandling.gateway.RetryScheduler",0.01642491467576792,9,1,""
"org.axonframework.modelling.command.AggregateNotFoundException",0.01641069397042093,11,1,""
"org.axonframework.modelling.command.AggregateScopeDescriptor",0.016396473265073944,6,2,""
"org.axonframework.eventhandling.TrackerStatus",0.01631114903299204,12,6,""
"org.axonframework.queryhandling.UpdateHandlerRegistration",0.015898748577929465,3,2,""
"org.axonframework.serialization.CannotConvertBetweenTypesException",0.015898748577929465,7,1,""
"org.axonframework.modelling.command.CommandTargetResolver",0.015784982935153583,10,2,""
"org.axonframework.commandhandling.gateway.CommandGateway",0.01571387940841866,3,5,""
"org.axonframework.eventhandling.ResetNotSupportedException",0.015429465301478956,3,1,""
"org.axonframework.config.ModuleConfiguration",0.015216154721274175,6,1,""
"org.axonframework.common.lock.PessimisticLockFactory",0.015177555663903787,6,7,""
"org.axonframework.messaging.deadletter.EnqueuePolicy",0.015145051194539249,6,3,""
"org.axonframework.modelling.saga.repository.NoResourceInjector",0.015145051194539249,2,1,""
"org.axonframework.messaging.deadletter.ThrowableCause",0.015031285551763368,7,2,""
"org.axonframework.modelling.saga.SagaCreationPolicy",0.015002844141069399,5,,""
"org.axonframework.messaging.deadletter.GenericDeadLetter",0.014889078498293518,8,5,""
"org.axonframework.modelling.command.inspection.AggregateMetaModelFactory",0.014832195676905574,2,1,""
"org.axonframework.serialization.xml.XStreamSerializer",0.014789533560864621,9,11,""
"org.axonframework.config.EventProcessingConfiguration",0.014789533560864617,5,16,""
"org.axonframework.modelling.command.inspection.ChildEntity",0.014675767918088736,4,2,""
"org.axonframework.modelling.saga.Saga",0.014647326507394767,5,3,""
"org.axonframework.eventhandling.gateway.EventGateway",0.014505119453924915,3,2,""
"org.axonframework.queryhandling.QueryGateway",0.014505119453924915,3,6,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate",0.014462457337883958,5,25,""
"org.axonframework.eventhandling.LoggingErrorHandler",0.014399479928490168,4,3,""
"org.axonframework.messaging.responsetypes.ResponseTypes",0.014391353811149034,3,5,""
"org.axonframework.config.AggregateConfiguration",0.014362912400455065,5,4,""
"org.axonframework.serialization.ChainingConverter",0.014277588168373151,6,3,""
"org.axonframework.eventsourcing.EventSourcedAggregate",0.014220705346985208,8,11,""
"org.axonframework.common.lock.DeadlockException",0.01413368817379056,2,1,""
"org.axonframework.modelling.command.VersionedAggregateIdentifier",0.013922070534698522,7,1,""
"org.axonframework.config.TagsConfiguration",0.013794084186575656,3,,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel",0.013765642775881683,1,20,""
"org.axonframework.messaging.unitofwork.BatchingUnitOfWork",0.013731106777181862,4,10,""
"org.axonframework.config.LifecycleOperations",0.013651877133105802,3,1,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition",0.013651877133105802,6,4,""
"org.axonframework.serialization.upcasting.event.EventUpcasterChain",0.0136518771331058,3,3,""
"org.axonframework.modelling.saga.AbstractSagaManager",0.013467007963594993,5,20,""
"org.axonframework.queryhandling.QueryBus$1",0.013410125142207052,1,5,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolver",0.013367463026166097,9,2,""
"org.axonframework.common.lock.LockAcquisitionFailedException",0.013294666558318433,2,1,""
"org.axonframework.messaging.responsetypes.MultipleInstancesResponseType",0.013253697383390214,3,3,""
"org.axonframework.modelling.command.ConcurrencyException",0.013225255972696245,4,1,""
"org.axonframework.common.jpa.EntityManagerProvider",0.013083048919226395,13,,""
"org.axonframework.messaging.annotation.MessageHandler",0.013040386803185438,8,2,""
"org.axonframework.messaging.responsetypes.PublisherResponseType",0.013040386803185436,3,4,""
"org.axonframework.modelling.command.inspection.ChildEntityDefinition",0.012969283276450512,2,2,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterProcessor",0.01294084186575654,3,2,""
"org.axonframework.modelling.command.AggregateLifecycle",0.012784414106939703,2,7,""
"org.axonframework.eventhandling.MergedTrackingToken",0.012735657402892897,4,2,""
"org.axonframework.common.jdbc.PersistenceExceptionResolver",0.012727531285551765,11,,""
"org.axonframework.modelling.command.ConflictingAggregateVersionException",0.012713310580204779,5,1,""
"org.axonframework.modelling.command.AggregateInvocationException",0.012713310580204777,2,1,""
"org.axonframework.config.SagaConfiguration",0.012656427758816837,5,5,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$InvocationHandler",0.012585324232081911,11,,""
"org.axonframework.modelling.command.AggregateEntityNotFoundException",0.012571103526734925,2,1,""
"org.axonframework.modelling.command.inspection.AnnotatedCommandHandlerInterceptor",0.012571103526734925,2,6,""
"org.axonframework.modelling.command.inspection.ForwardingCommandMessageHandlingMember",0.012571103526734925,2,2,""
"org.axonframework.messaging.responsetypes.AbstractResponseType",0.012447180237282628,4,4,""
"org.axonframework.modelling.saga.SagaScopeDescriptor",0.012400455062571102,2,1,""
"org.axonframework.config.LifecycleHandler",0.012343572241183163,5,,""
"org.axonframework.common.CollectionUtils",0.012316146595156835,2,,""
"org.axonframework.messaging.responsetypes.InstanceResponseType",0.012300910125142207,2,2,""
"org.axonframework.messaging.responsetypes.OptionalResponseType",0.01225824800910125,2,4,""
"org.axonframework.common.property.Property",0.012229806598407281,11,,""
"org.axonframework.config.Configuration$1",0.01222980659840728,1,3,""
"org.axonframework.commandhandling.callbacks.LoggingCallback",0.012215585893060297,3,3,""
"org.axonframework.queryhandling.GenericQueryResponseMessage",0.012130261660978386,3,6,""
"org.axonframework.messaging.annotation.MessageHandlerInvocationException",0.012116040955631398,2,1,""
"org.axonframework.eventhandling.AbstractEventProcessor$Builder",0.01190273037542662,7,11,""
"org.axonframework.eventhandling.PropagatingErrorHandler",0.01190273037542662,3,6,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$1",0.01187428896473265,11,1,""
"org.axonframework.eventhandling.AbstractEventBus$Builder",0.011732081911262798,7,7,""
"org.axonframework.serialization.ChainedConverter",0.01170364050056883,2,6,""
"org.axonframework.modelling.command.EntityId",0.011689419795221843,2,,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry",0.011575654152445963,9,10,""
"org.axonframework.common.caching.Cache$EntryListenerAdapter",0.011561433447098979,1,1,""
"org.axonframework.common.lock.PessimisticLockFactory$1",0.011327807573541359,3,1,""
"org.axonframework.modelling.saga.AbstractSagaManager$Builder",0.011234357224118316,3,8,""
"org.axonframework.eventsourcing.IncompatibleAggregateException",0.011191695108077361,2,1,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway$Builder",0.011021046643913537,7,5,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$1",0.010949943117178612,2,1,""
"org.axonframework.common.lock.PessimisticLockFactory$PubliclyOwnedReentrantLock",0.010901186413131803,2,1,""
"org.axonframework.serialization.AbstractXStreamSerializer$Builder",0.0108646188850967,3,6,""
"org.axonframework.queryhandling.GenericQueryMessage",0.010850398179749718,4,6,""
"org.axonframework.common.IdentifierValidator",0.010836177474402731,1,1,""
"org.axonframework.common.ListUtils",0.010836177474402731,1,,""
"org.axonframework.modelling.command.AggregateRoot",0.010836177474402731,1,,""
"org.axonframework.modelling.command.AggregateVersion",0.010836177474402731,1,,""
"org.axonframework.modelling.command.inspection.AggregateModellingException",0.010836177474402731,1,1,""
"org.axonframework.modelling.saga.SagaInitializationPolicy",0.010807736063708759,2,2,""
"org.axonframework.eventhandling.pooled.WorkPackage",0.010765073947667804,8,17,""
"org.axonframework.eventhandling.TrackingEventStream",0.010736632536973833,5,2,""
"org.axonframework.modelling.saga.metamodel.SagaModel",0.010679749715585891,8,4,""
"org.axonframework.commandhandling.distributed.CommandMessageFilter",0.010665529010238909,11,4,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder",0.010523321956769057,1,2,""
"org.axonframework.test.AxonAssertionError",0.010452218430034127,8,,""
"org.axonframework.serialization.AnnotationRevisionResolver",0.01042377701934016,3,2,""
"org.axonframework.modelling.command.AggregateCreationPolicy",0.010366894197952219,5,,""
"org.axonframework.common.lock.PessimisticLockFactory$Builder",0.010332358199252396,1,2,""
"org.axonframework.common.lock.PessimisticLockFactory$DisposableLock",0.010332358199252396,1,6,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",0.010238907849829353,8,27,""
"org.axonframework.eventhandling.GapAwareTrackingToken",0.010161709735088573,4,3,""
"org.axonframework.serialization.UnknownSerializedType",0.010139362912400458,3,4,""
"org.axonframework.test.FixtureExecutionException",0.0100967007963595,7,1,""
"org.axonframework.commandhandling.MonitorAwareCallback",0.010096700796359498,3,4,""
"org.axonframework.common.jdbc.ConnectionProvider",0.010096700796359498,10,,""
"org.axonframework.modelling.command.AbstractRepository$Builder",0.010082480091012515,6,9,""
"org.axonframework.common.ProcessUtils",0.010033723386965707,3,1,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver",0.010025597269624573,4,9,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver$Builder",0.010025597269624573,4,4,""
"org.axonframework.messaging.ExecutionException",0.010025597269624572,6,1,""
"org.axonframework.serialization.xml.CompactDriver",0.010011376564277587,2,,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate$LazyIdentifierDomainEventMessage",0.009940273037542661,1,7,""
"org.axonframework.eventhandling.GenericTrackedEventMessage",0.00991183162684869,4,5,""
"org.axonframework.serialization.xml.XStreamSerializer$Builder",0.009869169510807735,2,6,""
"org.axonframework.serialization.ChainedConverter$1",0.009856980334796034,3,1,""
"org.axonframework.common.legacyjpa.EntityManagerProvider",0.009812286689419795,11,,""
"org.axonframework.util.ClasspathResolver",0.009761498456037706,1,,""
"org.axonframework.serialization.upcasting.GenericUpcasterChain",0.009712741751990899,1,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory",0.009670079635949942,5,25,""
"org.axonframework.modelling.command.LockingRepository$Builder",0.009655858930602957,7,8,""
"org.axonframework.eventsourcing.EventSourcedAggregate$IgnoreApplyMore",0.009613196814562002,1,1,""
"org.axonframework.modelling.saga.AssociationResolver",0.009613196814562002,5,2,""
"org.axonframework.modelling.command.CreationPolicyAggregateFactory",0.009598976109215018,6,,""
"org.axonframework.serialization.Revision",0.009586786933203315,2,,""
"org.axonframework.serialization.AbstractXStreamSerializer",0.009584755403868031,1,22,""
"org.axonframework.serialization.xml.Dom4JToByteArrayConverter",0.009584755403868031,1,2,""
"org.axonframework.serialization.xml.InputStreamToDom4jConverter",0.009584755403868031,1,2,""
"org.axonframework.serialization.xml.InputStreamToXomConverter",0.009584755403868031,1,2,""
"org.axonframework.serialization.xml.XomToStringConverter",0.009584755403868031,1,1,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$1",0.009570534698521049,2,1,""
"org.axonframework.eventhandling.AbstractEventProcessor",0.009485210466439133,3,17,""
