"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_5c_Betweeness_Stream.cypher"
"org.axonframework.modelling.command.inspection.AggregateModellingException",0,1,1,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate$LazyIdentifierDomainEventMessage",0,1,7,""
"org.axonframework.modelling.command.inspection.CommandHandlerInterceptorHandlingMember",0,,1,""
"org.axonframework.modelling.saga.AssociationValuesImpl",0,1,2,""
"org.axonframework.modelling.saga.EndSagaMessageHandlerDefinition",0,,4,""
"org.axonframework.modelling.saga.MetaDataAssociationResolver",0,,4,""
"org.axonframework.modelling.saga.ResourceInjector",0,10,,""
"org.axonframework.modelling.saga.SagaCreationPolicy",0,5,,""
"org.axonframework.modelling.saga.SagaEventHandler",0,,3,""
"org.axonframework.modelling.saga.SagaInitializationPolicy",0,2,2,""
"org.axonframework.modelling.saga.SagaMethodMessageHandlerDefinition",0,,6,""
"org.axonframework.modelling.saga.SagaScopeDescriptor",0,2,1,""
"org.axonframework.modelling.saga.StartSaga",0,,1,""
"org.axonframework.modelling.saga.repository.AssociationValueMap$AssociationValueComparator",0,1,2,""
"org.axonframework.modelling.saga.repository.AssociationValueMap$SagaAssociationValue",0,2,2,""
"org.axonframework.modelling.saga.repository.CachingSagaStore$CacheEntry",0,1,2,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore$ManagedSaga",0,1,2,""
"org.axonframework.modelling.saga.repository.jdbc.HsqlSagaSqlSchema",0,,2,""
"org.axonframework.modelling.saga.repository.jdbc.JdbcSagaStore$EntryImpl",0,1,2,""
"org.axonframework.modelling.saga.repository.jdbc.Oracle11SagaSqlSchema",0,,3,""
"org.axonframework.modelling.saga.repository.jdbc.PostgresSagaSqlSchema",0,,2,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSchema$Builder",0,1,1,""
"org.axonframework.modelling.saga.repository.jpa.AbstractSagaEntry",0,,3,""
"org.axonframework.modelling.saga.repository.jpa.AssociationValueEntry",0,2,1,""
"org.axonframework.modelling.saga.repository.jpa.JpaSagaStore$EntryImpl",0,1,2,""
"org.axonframework.modelling.saga.repository.jpa.SagaEntry",0,3,3,""
"org.axonframework.modelling.saga.repository.legacyjpa.JpaSagaStore$EntryImpl",0,1,2,""
"org.axonframework.monitoring.MessageMonitor$MonitorCallback",0,15,,""
"org.axonframework.monitoring.MultiMessageMonitor$1",0,1,2,""
"org.axonframework.monitoring.NoOpMessageMonitorCallback",0,1,1,""
"org.axonframework.queryhandling.CompletedEmitterException",0,,1,""
"org.axonframework.queryhandling.GenericStreamingQueryMessage",0,1,8,""
"org.axonframework.queryhandling.SimpleQueryBus$CatchLastError",0,1,2,""
"org.axonframework.queryhandling.SimpleQueryBus$ErrorIfComplete",0,1,4,""
"org.axonframework.queryhandling.SimpleQueryBus$SuccessReporter",0,1,2,""
"org.axonframework.queryhandling.SinkWrapper",0,3,,""
"org.axonframework.queryhandling.SubscriptionQueryBackpressure",0,6,,""
"org.axonframework.queryhandling.UpdateHandlerRegistration",0,3,2,""
"org.axonframework.queryhandling.annotation.MethodQueryMessageHandlerDefinition",0,,4,""
"org.axonframework.serialization.AbstractXStreamSerializer$MetaDataConverter",0,1,1,""
"org.axonframework.serialization.CachingSupplier",0,2,,""
"org.axonframework.serialization.ChainedConverter$Route",0,2,3,""
"org.axonframework.serialization.ContentTypeConverter",0,17,,""
"org.axonframework.serialization.FixedValueRevisionResolver",0,,1,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter$ReflectivelyConstructedGapSetConverter",0,1,,""
"org.axonframework.serialization.MavenArtifactRevisionResolver",0,,2,""
"org.axonframework.serialization.Revision",0,2,,""
"org.axonframework.serialization.RevisionResolver",0,13,,""
"org.axonframework.serialization.SerializedObjectHolder",0,1,5,""
"org.axonframework.serialization.UnknownSerializedType",0,3,4,""
"org.axonframework.serialization.converters.BlobToInputStreamConverter",0,,2,""
"org.axonframework.serialization.converters.ByteArrayToInputStreamConverter",0,,1,""
"org.axonframework.serialization.converters.ByteArrayToStringConverter",0,,1,""
"org.axonframework.serialization.converters.InputStreamToByteArrayConverter",0,,2,""
"org.axonframework.serialization.converters.StringToByteArrayConverter",0,,1,""
"org.axonframework.serialization.json.MetaDataDeserializer",0,1,1,""
"org.axonframework.serialization.upcasting.ContextAwareSingleEntryMultiUpcaster",0,1,1,""
"org.axonframework.serialization.upcasting.ContextAwareSingleEntryUpcaster",0,1,1,""
"org.axonframework.serialization.upcasting.GenericUpcasterChain",0,1,1,""
"org.axonframework.serialization.upcasting.SingleEntryMultiUpcaster",0,1,1,""
"org.axonframework.serialization.upcasting.SingleEntryUpcaster",0,1,1,""
"org.axonframework.serialization.upcasting.Upcaster",0,6,,""
"org.axonframework.serialization.upcasting.event.ContextAwareEventMultiUpcaster",0,,3,""
"org.axonframework.serialization.upcasting.event.ContextAwareSingleEventUpcaster",0,,3,""
"org.axonframework.serialization.upcasting.event.EventMultiUpcaster",0,,3,""
"org.axonframework.serialization.upcasting.event.EventTypeUpcaster$Builder",0,1,2,""
"org.axonframework.serialization.xml.CompactDriver",0,2,,""
"org.axonframework.serialization.xml.XStreamSerializer$Builder",0,2,6,""
"org.axonframework.test.AxonAssertionError",0,8,,""
"org.axonframework.test.FixtureResourceParameterResolverFactory",0,,4,""
"org.axonframework.test.aggregate.AggregateTestFixture$ComparationEntry",0,1,,""
"org.axonframework.test.aggregate.AggregateTestFixture$DefaultRepositoryProvider",0,1,5,""
"org.axonframework.test.aggregate.AggregateTestFixture$ExecutionExceptionAwareCallback",0,1,5,""
"org.axonframework.test.aggregate.AggregateTestFixture$IdentifierValidatingRepository",0,1,8,""
"org.axonframework.test.aggregate.FixtureConfiguration",0,1,17,""
"org.axonframework.test.aggregate.Reporter",0,1,2,""
"org.axonframework.test.aggregate.StubAggregateLifecycle$1",0,1,3,""
"org.axonframework.test.aggregate.StubAggregateLifecycleExtension",0,,1,""
"org.axonframework.test.aggregate.StubAggregateLifecycleRule$1",0,1,1,""
"org.axonframework.test.deadline.DeadlineConsumer",0,1,2,""
"org.axonframework.test.deadline.ScheduledDeadlineInfo",0,2,2,""
"org.axonframework.test.eventscheduler.EventConsumer",0,1,,""
"org.axonframework.test.eventscheduler.StubScheduleToken",0,1,4,""
"org.axonframework.test.matchers.EmptyCollectionMatcher",0,1,,""
"org.axonframework.test.matchers.EqualFieldsMatcher",0,1,3,""
"org.axonframework.test.matchers.EqualsMatcher",0,1,,""
"org.axonframework.test.matchers.FieldFilter",0,18,,""
"org.axonframework.test.matchers.ListMatcher",0,4,,""
"org.axonframework.test.matchers.MapEntryMatcher$Matching",0,1,,""
"org.axonframework.test.matchers.MatchAllFieldFilter",0,1,1,""
"org.axonframework.test.matchers.NonStaticFieldsFilter",0,,1,""
"org.axonframework.test.matchers.NonTransientFieldsFilter",0,,2,""
"org.axonframework.test.matchers.NullOrVoidMatcher",0,1,,""
"org.axonframework.test.matchers.PayloadMatcher",0,2,1,""
"org.axonframework.test.matchers.PayloadsMatcher",0,1,1,""
"org.axonframework.test.matchers.PredicateMatcher",0,1,,""
"org.axonframework.test.saga.DescriptionUtils",0,2,,""
"org.axonframework.test.saga.FixtureConfiguration",0,1,16,""
"org.axonframework.test.saga.RepositoryContentValidator",0,1,3,""
"org.axonframework.test.saga.SagaTestFixture$MutableFieldFilter",0,1,2,""
"org.axonframework.test.saga.SagaTestFixture$StubAwareCommandGatewayFactory$Builder",0,2,4,""
"org.axonframework.test.saga.SagaTestFixture$WrappingResourceInjector",0,1,2,""
"org.axonframework.test.server.AxonServerContainer",0,,1,""
"org.axonframework.test.utils.AutowiredResourceInjector",0,,1,""
"org.axonframework.tracing.LoggingSpanFactory$Slf4jSpan$Slf4jSpanScope",0,1,4,""
"org.axonframework.tracing.MultiSpanFactory",0,,5,""
"org.axonframework.tracing.SpanScope",0,13,,""
"org.axonframework.tracing.SpanUtils",0,,4,""
"org.axonframework.tracing.TracingHandlerEnhancerDefinition$Builder",0,1,3,""
"org.axonframework.tracing.attributes.AggregateIdentifierSpanAttributesProvider",0,,3,""
"org.axonframework.tracing.attributes.MessageIdSpanAttributesProvider",0,,2,""
"org.axonframework.tracing.attributes.MessageNameSpanAttributesProvider",0,,4,""
"org.axonframework.tracing.attributes.MessageTypeSpanAttributesProvider",0,,2,""
"org.axonframework.tracing.attributes.MetadataSpanAttributesProvider",0,,3,""
"org.axonframework.tracing.attributes.PayloadTypeSpanAttributesProvider",0,,2,""
"org.axonframework.util.ClasspathResolver",0,1,,""
