"artifactName","fullQualifiedPackageName","packageName","incomingDependencies","incomingDependenciesWeight","incomingDependentTypes","incomingDependentInterfaces","incomingDependentPackages","incomingDependentArtifacts","Source Cypher File: Metrics/Get_Incoming_Java_Package_Dependencies.cypher"
"axon-messaging-4.10.0","org.axonframework.common.caching","caching",37,161,22,0,5,4,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jdbc","jdbc",34,313,12,0,1,0,""
"axon-test-4.10.0","org.axonframework.test.aggregate","aggregate",31,243,14,0,1,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.jdbc.statements","statements",30,84,5,0,2,0,""
"axon-messaging-4.10.0","org.axonframework.common.stream","stream",29,126,15,2,7,2,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jpa","jpa",25,243,11,2,2,0,""
"axon-messaging-4.10.0","org.axonframework.messaging.correlation","correlation",25,51,10,3,4,1,""
"axon-messaging-4.10.0","org.axonframework.common.property","property",23,43,13,0,5,1,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",23,146,9,0,1,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.snapshotting","snapshotting",23,71,11,2,6,1,""
"axon-messaging-4.10.0","org.axonframework.common.annotation","annotation",22,39,22,0,10,2,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling","scheduling",20,45,12,2,7,2,""
"axon-messaging-4.10.0","org.axonframework.serialization.xml","xml",17,31,10,0,8,3,""
"axon-messaging-4.10.0","org.axonframework.common.jpa","jpa",16,80,15,0,7,3,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",16,132,9,0,1,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.jdbc","jdbc",16,151,8,0,1,0,""
"axon-test-4.10.0","org.axonframework.test","test",16,114,15,0,6,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.conflictresolution","conflictresolution",15,35,7,0,2,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.metamodel","metamodel",15,57,9,1,3,0,""
"axon-messaging-4.10.0","org.axonframework.common.legacyjpa","legacyjpa",14,64,13,0,6,2,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.distributed.commandfilter","commandfilter",12,22,6,1,2,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.replay","replay",12,26,8,0,2,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.jpa","jpa",12,61,5,0,4,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.gateway","gateway",11,39,5,1,2,1,""
"axon-messaging-4.10.0","org.axonframework.serialization.upcasting","upcasting",11,23,11,1,2,0,""
"axon-messaging-4.10.0","org.axonframework.common.io","io",10,21,10,0,8,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter","deadletter",10,59,5,1,2,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.quartz","quartz",10,39,4,0,1,0,""
"axon-messaging-4.10.0","org.axonframework.messaging.interceptors","interceptors",10,16,8,0,5,2,""
"axon-test-4.10.0","org.axonframework.test.deadline","deadline",10,95,6,0,3,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",9,68,4,0,1,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.jpa","jpa",9,109,5,0,3,1,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.jpa","jpa",9,39,4,0,3,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling.registration","registration",9,15,5,0,2,0,""
"axon-test-4.10.0","org.axonframework.test.eventscheduler","eventscheduler",9,53,5,0,2,0,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.callbacks","callbacks",8,20,7,0,4,1,""
"axon-test-4.10.0","org.axonframework.test.utils","utils",8,20,6,1,2,0,""
"axon-messaging-4.10.0","org.axonframework.deadline.dbscheduler","dbscheduler",7,73,3,0,1,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.dbscheduler","dbscheduler",7,67,3,0,1,0,""
"axon-messaging-4.10.0","org.axonframework.serialization.json","json",7,23,2,0,1,0,""
"axon-messaging-4.10.0","org.axonframework.deadline.annotation","annotation",6,9,3,0,1,0,""
"axon-messaging-4.10.0","org.axonframework.deadline.jobrunr","jobrunr",5,25,3,0,2,0,""
"axon-messaging-4.10.0","org.axonframework.deadline.quartz","quartz",5,27,3,0,1,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.java","java",5,28,3,0,1,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.inmemory","inmemory",5,21,5,0,3,2,""
"axon-messaging-4.10.0","org.axonframework.queryhandling.annotation","annotation",4,11,4,0,2,1,""
"axon-messaging-4.10.0","org.axonframework.util","util",4,10,4,0,3,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",3,19,2,0,1,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",3,14,2,0,1,0,""
"axon-messaging-4.10.0","org.axonframework.common.digest","digest",2,2,2,0,2,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.inmemory","inmemory",2,18,2,0,2,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",2,14,2,0,1,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.command.legacyjpa","legacyjpa",2,13,2,0,1,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",1,3,1,0,1,0,""
"axon-messaging-4.10.0","org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",1,2,1,0,1,0,""
"axon-test-4.10.0","org.axonframework.test.server","server",1,1,1,0,1,0,""
"axon-test-4.10.0","org","org",0,0,0,0,0,-1,""
"axon-modelling-4.10.0","org","org",0,0,0,0,0,-1,""
"axon-configuration-4.10.0","org","org",0,0,0,0,0,-1,""
"axon-disruptor-4.10.0","org","org",0,0,0,0,0,-1,""
"axon-messaging-4.10.0","org","org",0,0,0,0,0,-1,""
"axon-eventsourcing-4.10.0","org","org",0,0,0,0,0,-1,""
"axon-test-4.10.0","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-modelling-4.10.0","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-configuration-4.10.0","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-disruptor-4.10.0","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-messaging-4.10.0","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-eventsourcing-4.10.0","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-disruptor-4.10.0","org.axonframework.disruptor","disruptor",0,0,0,0,0,-1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.interceptors","interceptors",0,0,0,0,0,-1,""
"axon-modelling-4.10.0","org.axonframework.modelling","modelling",0,0,0,0,0,-1,""
"axon-messaging-4.10.0","org.axonframework.serialization.converters","converters",0,0,0,0,0,-1,""
"axon-messaging-4.10.0","org.axonframework.tracing.attributes","attributes",0,0,0,0,0,-1,""
