"artifactName","fullQualifiedPackageName","packageName","instability","instabilityTypes","instabilityInterfaces","instabilityPackages","instabilityArtifacts","p.outgoingDependencies","p.incomingDependencies","p.outgoingDependentTypes","p.incomingDependentTypes","p.outgoingDependentInterfaces","p.incomingDependentInterfaces","p.outgoingDependentPackages","p.incomingDependentPackages","p.outgoingDependentArtifacts","p.incomingDependentArtifacts","Source Cypher File: Metrics/Calculate_and_set_Instability_for_Java.cypher"
"axon-messaging-4.10.0","org.axonframework.commandhandling.distributed.commandfilter","commandfilter",0.7391304347826086,0.5384615384615384,0.6666666666666666,0.6,0,34,12,7,6,2,1,3,2,0,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.inmemory","inmemory",0.75,0.5,1,0.5,0,15,5,5,5,3,0,3,3,0,2,""
"axon-modelling-4.10.0","org.axonframework.modelling.command","command",0.7578757875787578,0.5433526011560693,0.8095238095238095,0.6,0.2,842,269,94,79,34,8,15,10,1,4,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository","repository",0.7623762376237624,0.5625,0.7368421052631579,0.5333333333333333,0.3333333333333333,231,72,36,28,14,5,8,7,1,2,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore","eventstore",0.7838874680306905,0.52,0.8387096774193549,0.6153846153846154,0.4,613,169,65,60,26,5,16,10,2,3,""
"axon-test-4.10.0","org.axonframework.test.eventscheduler","eventscheduler",0.8085106382978723,0.6666666666666666,1,0.7142857142857143,1,38,9,10,5,5,0,5,2,1,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.metamodel","metamodel",0.8170731707317073,0.625,0.875,0.5714285714285714,1,67,15,15,9,7,1,4,3,1,0,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.gateway","gateway",0.8203703703703704,0.6292134831460674,0.9166666666666666,0.7692307692307693,0,443,97,56,33,11,1,10,3,0,2,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.gateway","gateway",0.8253968253968254,0.7058823529411765,0.8333333333333334,0.6666666666666666,0,52,11,12,5,5,1,4,2,0,1,""
"axon-messaging-4.10.0","org.axonframework.deadline.annotation","annotation",0.8285714285714286,0.7857142857142857,1,0.8,0,29,6,11,3,5,0,4,1,0,0,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.callbacks","callbacks",0.8297872340425532,0.36363636363636365,1,0.2,0,39,8,4,7,3,0,1,4,0,1,""
"axon-messaging-4.10.0","org.axonframework.serialization.upcasting.event","event",0.831858407079646,0.5306122448979592,0.7857142857142857,0.42857142857142855,0,188,38,26,23,11,3,6,8,0,2,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","queryhandling",0.8420664206642067,0.6099290780141844,0.7317073170731707,0.55,0,1141,214,86,55,30,11,11,9,0,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.replay","replay",0.8571428571428571,0.7333333333333333,1,0.7142857142857143,0,72,12,22,8,8,0,5,2,0,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.jdbc","jdbc",0.8600770218228498,0.6623376623376623,0.6585365853658537,0.8461538461538461,1,1340,218,51,26,27,14,11,2,2,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.conflictresolution","conflictresolution",0.868421052631579,0.72,1,0.8181818181818182,1,99,15,18,7,13,0,9,2,2,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing","eventsourcing",0.8773913043478261,0.6834532374100719,0.868421052631579,0.7619047619047619,0.4,1009,141,95,44,33,5,16,5,2,3,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.jpa","jpa",0.8775510204081632,0.782608695652174,1,0.6363636363636364,0.5,86,12,18,5,7,0,7,4,1,1,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.jdbc","jdbc",0.8805970149253731,0.7575757575757576,1,0.8888888888888888,1,118,16,25,8,8,0,8,1,1,0,""
"axon-test-4.10.0","org.axonframework.test.utils","utils",0.8974358974358975,0.6666666666666666,0.8888888888888888,0.7142857142857143,1,70,8,12,6,8,1,5,2,2,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.command.inspection","inspection",0.9039351851851852,0.6293103448275862,0.875,0.5882352941176471,0.2,781,83,73,43,28,4,10,7,1,4,""
"axon-messaging-4.10.0","org.axonframework.messaging.interceptors","interceptors",0.9224806201550387,0.6363636363636364,1,0.5833333333333334,0,119,10,14,8,8,0,7,5,0,2,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",0.9241706161137441,0.7567567567567568,1,0.8571428571428571,0,195,16,28,9,9,0,6,1,0,0,""
"axon-messaging-4.10.0","org.axonframework.serialization.json","json",0.925531914893617,0.9230769230769231,1,0.8,0,87,7,24,2,6,0,4,1,0,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.inmemory","inmemory",0.9259259259259259,0.8181818181818182,1,0.7142857142857143,0,25,2,9,2,3,0,5,2,0,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jpa","jpa",0.9269005847953217,0.78,0.8823529411764706,0.8,0,317,25,39,11,15,2,8,2,0,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.jpa","jpa",0.9296875,0.8076923076923077,1,0.6666666666666666,0,119,9,21,5,6,0,6,3,0,1,""
"axon-test-4.10.0","org.axonframework.test.deadline","deadline",0.9324324324324325,0.7692307692307693,1,0.7,1,138,10,20,6,11,0,7,3,1,0,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.distributed","distributed",0.9365482233502538,0.7551020408163265,0.9642857142857143,0.8571428571428571,0,738,50,74,24,27,1,12,2,0,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.java","java",0.9382716049382716,0.8636363636363636,1,0.8888888888888888,0,76,5,19,3,8,0,8,1,0,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.pooled","pooled",0.9412915851272016,0.7808219178082192,0.9615384615384616,0.8571428571428571,0,962,60,57,16,25,1,12,2,0,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jdbc","jdbc",0.9427609427609428,0.8032786885245902,1,0.8888888888888888,0,560,34,49,12,20,0,8,1,0,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",0.9441747572815534,0.8421052631578947,1,0.9375,1,389,23,48,9,18,0,15,1,1,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.quartz","quartz",0.9528301886792453,0.8709677419354839,1,0.9090909090909091,0,202,10,27,4,12,0,10,1,0,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.963265306122449,0.8888888888888888,1,0.7857142857142857,0.5,236,9,32,4,11,0,11,3,1,1,""
"axon-disruptor-4.10.0","org.axonframework.disruptor.commandhandling","commandhandling",0.963527851458886,0.8,1,0.875,0.75,1453,55,84,21,30,0,14,2,3,1,""
"axon-messaging-4.10.0","org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",0.9642857142857143,0.875,1,0.8,0,27,1,7,1,5,0,4,1,0,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",0.9642857142857143,0.8947368421052632,1,0.8888888888888888,1,81,3,17,2,6,0,8,1,1,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.dbscheduler","dbscheduler",0.9683257918552036,0.9,1,0.9,0,214,7,27,3,11,0,9,1,0,0,""
"axon-test-4.10.0","org.axonframework.test.saga","saga",0.9705882352941176,0.84375,1,0.9444444444444444,1,1419,43,81,15,26,0,17,1,2,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",0.9734513274336283,0.9,1,0.9,0,330,9,36,4,15,0,9,1,0,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter","deadletter",0.9750623441396509,0.8571428571428571,0.9285714285714286,0.7777777777777778,0,391,10,30,5,13,1,7,2,0,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling.annotation","annotation",0.9802955665024631,0.8461538461538461,1,0.75,0,199,4,22,4,13,0,6,2,0,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",0.9814814814814815,0.9090909090909091,1,0.875,0,106,2,20,2,6,0,7,1,0,0,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",0.9858490566037735,0.92,1,0.9090909090909091,0,209,3,23,2,11,0,10,1,0,0,""
"axon-messaging-4.10.0","org.axonframework.deadline.dbscheduler","dbscheduler",0.9858585858585859,0.9302325581395349,1,0.9,0,488,7,40,3,17,0,9,1,0,0,""
"axon-test-4.10.0","org.axonframework.test.aggregate","aggregate",0.9861668897813476,0.8679245283018868,1,0.9411764705882353,1,2210,31,92,14,34,0,16,1,3,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.9868421052631579,0.9166666666666666,1,0.8,1,75,1,11,1,7,0,4,1,1,0,""
"axon-modelling-4.10.0","org.axonframework.modelling.command.legacyjpa","legacyjpa",0.9879518072289156,0.9090909090909091,1,0.9,1,164,2,20,2,11,0,9,1,1,0,""
"axon-configuration-4.10.0","org.axonframework.config","config",0.9880868955851436,0.8700361010830325,1,0.9787234042553191,1,9870,119,241,36,92,0,46,1,4,0,""
"axon-messaging-4.10.0","org.axonframework.deadline.jobrunr","jobrunr",0.9882075471698113,0.925,1,0.8333333333333334,0,419,5,37,3,17,0,10,2,0,0,""
"axon-messaging-4.10.0","org.axonframework.deadline.quartz","quartz",0.9890829694323144,0.9302325581395349,1,0.9090909090909091,0,453,5,40,3,18,0,10,1,0,0,""
