"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: Effective_lines_of_method_code_per_type.cypher"
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","BatchingEventStorageEngine",15,4,"<init>",3,"defaultFinalAggregateBatchPredicate",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","ConflictingAggregateVersionException",15,6,"<init>",1,"getAggregateIdentifier",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga","AssociationValue",15,6,"equals",6,"equals",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa","JpaSagaStore$Builder",15,4,"validate",2,"validate",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.legacyjpa","JpaSagaStore$Builder",15,4,"validate",2,"validate",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","AbstractCommandGateway$Builder",15,3,"commandBus",3,"dispatchInterceptors",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$Builder",15,3,"commandBus",1,"dispatchInterceptors",""
"axon-messaging-4.7.5","org.axonframework.common","AxonThreadFactory",15,6,"<init>",3,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.transaction","TransactionManager",15,8,"executeInTransaction",1,"fetchInTransaction",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","AbstractDomainEventEntry",15,5,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.pooled","CoordinatorTask",15,5,"complete",2,"complete",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.replay","ReplayAwareMessageHandlerWrapper",15,7,"wrapHandler",2,"wrapHandler",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.quartz","QuartzScheduleToken",15,7,"equals",6,"equals",""
"axon-messaging-4.7.5","org.axonframework.messaging","HandlerExecutionException",15,5,"resolveDetails",4,"resolveDetails",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","QuerySubscription",15,7,"equals",6,"equals",""
"axon-test-4.7.5","org.axonframework.test.matchers","ListWithAllOfMatcher",15,11,"matchesList",5,"matchesList",""
"axon-test-4.7.5","org.axonframework.test.saga","DescriptionUtils",15,13,"describe",5,"describe",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.snapshotting","RevisionSnapshotFilter$Builder",14,3,"validate",1,"type",""
"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection","AggregateMemberAnnotatedChildEntityDefinition",14,4,"resolveEventTargets",4,"isMemberTypeSupported",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.metamodel","AnnotationSagaMetaModelFactory",14,5,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","AsynchronousCommandBus",14,7,"shutdown",3,"shutdown",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","UnresolvedRoutingKeyPolicy",14,4,"<clinit>",2,"lambda$static$0",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","AddedTrackerStatus",14,11,"toString",1,"toString",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","RemovedTrackerStatus",14,11,"toString",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore","GenericTokenEntry",14,5,"<init>",1,"getSegment",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember",14,7,"<init>",4,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging.interceptors","BeanValidationInterceptor",14,5,"lambda$handle$0",4,"lambda$handle$0",""
"axon-messaging-4.7.5","org.axonframework.messaging.interceptors.legacyvalidation","BeanValidationInterceptor",14,5,"lambda$handle$0",4,"lambda$handle$0",""
"axon-messaging-4.7.5","org.axonframework.messaging.responsetypes","InstanceResponseType",14,6,"convert",5,"convert",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","SubscriptionQueryResult",14,6,"lambda$handle$1",2,"lambda$null$0",""
"axon-messaging-4.7.5","org.axonframework.serialization","AbstractXStreamSerializer$MetaDataConverter",14,7,"unmarshal",3,"unmarshal",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","AggregateCacheEntry",13,8,"<init>",2,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","AbstractSnapshotter$AggregateTypeId",13,7,"equals",6,"equals",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution","Conflicts",13,2,"<init>",1,"payloadMatching",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga","SagaMethodMessageHandlingMember",13,7,"<init>",3,"getAssociationValue",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository","LockingSagaRepository",13,4,"lockSagaAccess",1,"lambda$lockSagaAccess$0",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa","AbstractSagaEntry",13,7,"<init>",1,"getSerializedSaga",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa","SagaEntry",13,7,"<init>",1,"getRevision",""
"axon-configuration-4.7.5","org.axonframework.config","EventProcessingModule$ProcessingGroupSelector",13,4,"<init>",2,"lambda$new$0",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","AnnotationRoutingStrategy$RoutingKeyResolver",13,5,"identify",3,"identify",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","MetaDataRoutingStrategy$Builder",13,3,"fallbackRoutingStrategy",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","AnnotationRoutingStrategy$Builder",13,3,"annotationType",1,"build",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed.commandfilter","NegateCommandMessageFilter",13,6,"equals",4,"equals",""
"axon-messaging-4.7.5","org.axonframework.common.caching","NoCache",13,2,"<init>",1,"remove",""
"axon-messaging-4.7.5","org.axonframework.common.property","AbstractMethodPropertyAccessStrategy",13,11,"propertyFor",4,"propertyFor",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","PropagatingErrorHandler",13,6,"handleError",6,"handleError",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.inmemory","InMemoryTokenStore$ProcessAndSegment",13,6,"equals",6,"equals",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jdbc","GenericTokenTableFactory",13,9,"createTable",1,"<clinit>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jpa","TokenEntry$PK",13,6,"equals",6,"equals",""
"axon-messaging-4.7.5","org.axonframework.messaging","MetaData$MetaDataCollector",13,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","AnnotatedHandlerInspector$ChainedMessageHandlerInterceptorMember",13,6,"<init>",2,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging.deadletter","InMemorySequencedDeadLetterQueue$Builder",13,3,"maxSequences",1,"access$100",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","DefaultQueryGateway$Builder",13,3,"queryBus",3,"dispatchInterceptors",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","SimpleQueryUpdateEmitter$Builder",13,3,"updateMessageMonitor",1,"access$100",""
"axon-messaging-4.7.5","org.axonframework.tracing","MultiSpanFactory$MultiSpan",13,3,"<init>",1,"lambda$makeCurrent$0",""
"axon-messaging-4.7.5","org.axonframework.util","MavenArtifactVersionResolver",13,8,"get",2,"get",""
"axon-test-4.7.5","org.axonframework.test.matchers","ExactSequenceMatcher",13,9,"matchesList",4,"matchesList",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","DomainEventStream$2",12,4,"next",3,"peek",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","EqualRevisionPredicate",12,7,"test",2,"test",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa","SQLStateResolver",12,4,"<init>",2,"lambda$isDuplicateKeyViolation$0",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","AnnotationCommandTargetResolver$Builder",12,3,"targetAggregateIdentifierAnnotation",1,"build",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa","AssociationValueEntry",12,6,"<init>",1,"<init>",""
"axon-configuration-4.7.5","org.axonframework.config","EventProcessingConfiguration",12,3,"sagaConfiguration",1,"sagaEventProcessor",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","MetaDataRoutingStrategy",12,4,"<init>",2,"doResolveRoutingKey",""
"axon-messaging-4.7.5","org.axonframework.common","ExceptionUtils",12,6,"findException",4,"isExplicitlyNonTransient",""
"axon-messaging-4.7.5","org.axonframework.common.caching","AbstractCacheAdapter",12,6,"lambda$registerCacheEntryListener$0",3,"lambda$registerCacheEntryListener$0",""
"axon-messaging-4.7.5","org.axonframework.common.jdbc","Oracle11Utils",12,9,"simulateAutoIncrement",5,"simulateAutoIncrement",""
"axon-messaging-4.7.5","org.axonframework.deadline.annotation","DeadlineMethodMessageHandlerDefinition$DeadlineMethodMessageHandlingMember",12,3,"<init>",4,"canHandle",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","TrackingEventProcessor$Instruction",12,6,"run",2,"run",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","TrackingEventProcessor$State",12,6,"<clinit>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","TrackedDomainEventData",12,4,"<init>",1,"getPayload",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","AbstractEventBus$Builder",12,3,"messageMonitor",1,"messageMonitor",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.async","PropertySequencingPolicy",12,6,"<init>",2,"getSequenceIdentifierFor",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway","AbstractEventGateway$Builder",12,3,"eventBus",3,"dispatchInterceptors",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java","SimpleScheduleToken",12,6,"equals",4,"equals",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.jobrunr","JobRunrScheduleToken",12,6,"equals",4,"equals",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jdbc","Oracle11TokenTableFactory",12,9,"createTable",1,"createTable",""
"axon-messaging-4.7.5","org.axonframework.messaging.correlation","MessageOriginProvider",12,4,"correlationDataFor",1,"getDefaultCorrelationKey",""
"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork","ExecutionResult",12,4,"equals",4,"equals",""
"axon-messaging-4.7.5","org.axonframework.monitoring","MultiMessageMonitor",12,4,"<init>",1,"lambda$new$0",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","QueryGateway",12,3,"subscriptionQuery",1,"subscriptionQuery",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","SinksManyWrapper",12,3,"error",2,"error",""
"axon-messaging-4.7.5","org.axonframework.serialization.converters","InputStreamToByteArrayConverter",12,5,"bytesFrom",3,"convert",""
"axon-test-4.7.5","org.axonframework.test.aggregate","AggregateTestFixture$ComparationEntry",12,7,"equals",6,"equals",""
"axon-test-4.7.5","org.axonframework.test.matchers","MapEntryMatcher$Matching",12,8,"matches",5,"matches",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","AbstractSnapshotter$CreateSnapshotTask",11,6,"run",3,"run",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore$Node",11,5,"<init>",1,"access$1202",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","AbstractSnapshotEventEntry$PK",11,7,"equals",7,"equals",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore$Cleaner",11,5,"run",3,"run",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.inmemory","InMemoryEventStorageEngine$MapEntrySpliterator",11,7,"tryAdvance",4,"tryAdvance",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$Node",11,5,"<init>",1,"access$1100",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$Cleaner",11,5,"run",3,"run",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","MetaDataCommandTargetResolver",11,5,"resolveTarget",4,"resolveTarget",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository","AssociationValueMap$SagaAssociationValue",11,5,"<init>",1,"getSagaIdentifier",""
"axon-configuration-4.7.5","org.axonframework.config","DefaultConfigurer$LifecycleState",11,5,"<clinit>",1,"valueOf",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","CommandCallbackWrapper",11,5,"<init>",1,"getChannelIdentifier",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","NonTransientExceptionClassesPredicate",11,4,"isNonTransientFailure",1,"test",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$WaitForResultWithTimeoutInArguments",11,5,"<init>",3,"toLong",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$MetaDataExtractor",11,6,"addMetaData",3,"addMetaData",""
"axon-messaging-4.7.5","org.axonframework.common","IdentifierValidator",11,5,"isValidIdentifier",3,"isValidIdentifier",""
"axon-messaging-4.7.5","org.axonframework.common.io","IOUtils",11,5,"closeQuietly",3,"closeQuietly",""
"axon-messaging-4.7.5","org.axonframework.common.jpa","PagingJpaQueryIterable",11,6,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.legacyjpa","PagingJpaQueryIterable",11,6,"<init>",1,"access$100",""
"axon-messaging-4.7.5","org.axonframework.common.property","MethodAccessedProperty",11,7,"getValue",5,"getValue",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","TrackingEventProcessor$SplitSegmentInstruction",11,7,"runSafe",1,"runSafe",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway","DefaultEventGateway$Builder",11,2,"eventBus",1,"eventBus",""
"axon-messaging-4.7.5","org.axonframework.messaging.correlation","SimpleCorrelationDataProvider",11,8,"correlationDataFor",4,"correlationDataFor",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","FluxSinkWrapper",11,3,"<init>",1,"complete",""
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting","GenericUpcasterChain",11,5,"upcast",2,"upcast",""
"axon-test-4.7.5","org.axonframework.test.aggregate","AggregateTestFixture$CreationalRepository",11,4,"<init>",2,"load",""
"axon-test-4.7.5","org.axonframework.test.aggregate","AggregateTestFixture$ExecutionExceptionAwareCallback",11,6,"onResult",3,"assertSuccessful",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","AggregateLoadTimeSnapshotTriggerDefinition",10,4,"reconfigure",2,"reconfigure",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution","DefaultConflictDescription",10,6,"<init>",1,"aggregateIdentifier",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","AbstractEventStore$Builder",10,3,"storageEngine",1,"messageMonitor",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository","CachingSagaStore$CacheEntry",10,4,"<init>",1,"saga",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","MonitorAwareCallback",10,6,"onResult",3,"onResult",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.callbacks","LoggingCallback",10,6,"onResult",2,"onResult",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","AbstractRoutingStrategy",10,4,"<init>",2,"getRoutingKey",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed.commandfilter","AcceptAll",10,2,"<clinit>",1,"matches",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed.commandfilter","DenyAll",10,2,"<clinit>",1,"<clinit>",""
"axon-messaging-4.7.5","org.axonframework.common.caching","Cache",10,8,"computeIfAbsent",4,"computeIfAbsent",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","SimpleEventBus$Builder",10,2,"spanFactory",1,"spanFactory",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","MultiStreamableMessageSource$IdentifiedStreamableMessageSource",10,4,"<init>",1,"createTailToken",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","LoggingErrorHandler",10,5,"onError",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.lifecycle","ShutdownLatch$ActivityHandle",10,6,"end",4,"end",""
"axon-messaging-4.7.5","org.axonframework.messaging","AbstractMessage",10,3,"andMetaData",2,"andMetaData",""
"axon-messaging-4.7.5","org.axonframework.messaging.correlation","MultiCorrelationDataProvider",10,7,"correlationDataFor",3,"correlationDataFor",""
"axon-messaging-4.7.5","org.axonframework.messaging.deadletter","Decisions",10,2,"<init>",1,"enqueue",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","SimpleQueryBus$SuccessReporter",10,7,"accept",3,"accept",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","UpdateHandlerRegistration",10,5,"<init>",1,"complete",""
"axon-messaging-4.7.5","org.axonframework.tracing","TracingHandlerEnhancerDefinition$Builder",10,3,"spanFactory",1,"access$000",""
"axon-messaging-4.7.5","org.axonframework.tracing.attributes","MessageNameSpanAttributesProvider",10,5,"determineName",3,"determineName",""
"axon-messaging-4.7.5","org.axonframework.util","HandlerTypeResolver",10,5,"isHandlerOfType",3,"isHandlerOfType",""
"axon-messaging-4.7.5","org.axonframework.util","ClasspathResolver",10,7,"<clinit>",2,"<clinit>",""
"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$ExceptionHandler",10,3,"handleEventException",1,"handleOnShutdownException",""
"axon-test-4.7.5","org.axonframework.test.matchers","IgnoreField",10,6,"<init>",3,"<init>",""
"axon-test-4.7.5","org.axonframework.test.saga","SagaTestFixture$MutableFieldFilter",10,5,"accept",3,"accept",""
"axon-test-4.7.5","org.axonframework.test.saga","SagaTestFixture$StubAwareCommandGatewayFactory$Builder",10,2,"stubImplementation",1,"access$200",""
"axon-test-4.7.5","org.axonframework.test.saga","SagaTestFixture$ReturnResultFromStub",10,6,"invoke",3,"invoke",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","EventCountSnapshotTriggerDefinition",9,4,"<init>",2,"reconfigure",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","AggregateAnnotationCommandHandler$AlwaysCreateAggregateCommandHandler",9,4,"<init>",1,"handle",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","AggregateAnnotationCommandHandler$AggregateConstructorCommandHandler",9,3,"<init>",1,"canHandle",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","LoggingDuplicateCommandHandlerResolver",9,4,"resolve",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","RetryingCallback$RetryDispatch",9,5,"run",2,"run",""
"axon-messaging-4.7.5","org.axonframework.common.annotation","PriorityAnnotationComparator",9,3,"getPriority",1,"lambda$getPriority$0",""
"axon-messaging-4.7.5","org.axonframework.common.jdbc","UnitOfWorkAwareConnectionProviderWrapper$UoWAttachedConnectionImpl",9,3,"forceCommit",3,"forceCommit",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","ConcludesBatchParameterResolverFactory",9,2,"<init>",3,"lambda$resolveParameterValue$0",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","ReplayStatus",9,3,"<clinit>",1,"values",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.pooled","WorkPackage$BatchProcessingEntry",9,3,"<init>",1,"add",""
"axon-messaging-4.7.5","org.axonframework.messaging","ResultMessage",9,3,"serializePayload",2,"serializePayload",""
"axon-messaging-4.7.5","org.axonframework.messaging.interceptors","TransactionManagingInterceptor",9,4,"handle",1,"lambda$handle$1",""
"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork","RollbackConfigurationType",9,5,"<clinit>",1,"values",""
"axon-messaging-4.7.5","org.axonframework.queryhandling.registration","LoggingDuplicateQueryHandlerResolver",9,4,"resolve",1,"resolve",""
"axon-messaging-4.7.5","org.axonframework.serialization.json","ByteArrayToJsonNodeConverter",9,3,"<init>",3,"convert",""
"axon-messaging-4.7.5","org.axonframework.serialization.json","JsonNodeToByteArrayConverter",9,3,"<init>",3,"convert",""
"axon-messaging-4.7.5","org.axonframework.tracing","NoOpSpanFactory",9,1,"createDispatchSpan",1,"createDispatchSpan",""
"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$FailureLoggingCommandCallback",9,5,"onResult",2,"onResult",""
"axon-test-4.7.5","org.axonframework.test","AxonAssertionError",9,5,"cleanStackTrace",3,"cleanStackTrace",""
"axon-test-4.7.5","org.axonframework.test.matchers","MatchAllFieldFilter",9,5,"accept",3,"accept",""
"axon-test-4.7.5","org.axonframework.test.matchers","ExactClassMatcher",9,4,"<init>",1,"matchesSafely",""
"axon-test-4.7.5","org.axonframework.test.matchers","PayloadMatcher",9,4,"describeTo",3,"matches",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","AbstractSnapshotter$RunnableAndFinally",8,4,"run",1,"run",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution","NoConflictResolver",8,2,"<clinit>",1,"detectConflicts",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","EventStorageEngine",8,2,"lastSequenceNumberFor",2,"createTokenAt",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","AggregateAnnotationCommandHandler$AggregateCommandHandler",8,3,"<init>",1,"canHandle",""
"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection","AnnotatedCommandHandlerInterceptor",8,4,"<init>",2,"lambda$handle$0",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga","SimpleResourceInjector",8,3,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jdbc","Oracle11SagaSqlSchema",8,5,"sql_createTableAssocValueEntry",3,"sql_createTableAssocValueEntry",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jdbc","SagaSchema",8,4,"<init>",1,"<init>",""
"axon-configuration-4.7.5","org.axonframework.config","EventProcessingModule$InstanceProcessingGroupSelector",8,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","CurrentUnitOfWorkParameterResolverFactory",8,3,"resolveParameterValue",2,"resolveParameterValue",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$GatewayInvocationHandler",8,4,"invoke",2,"invoke",""
"axon-messaging-4.7.5","org.axonframework.common","TypeReflectionUtils$VarMap$ParameterizedTypeImpl",8,5,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.property","DirectlyAccessedProperty",8,4,"<init>",3,"getValue",""
"axon-messaging-4.7.5","org.axonframework.common.transaction","NoTransactionManager",8,3,"<clinit>",1,"<clinit>",""
"axon-messaging-4.7.5","org.axonframework.deadline","DeadlineManager",8,2,"cancelAllWithinScope",1,"cancelAllWithinScope",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","WrappedToken",8,5,"unwrap",3,"unwrap",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","ErrorContext",8,5,"<init>",1,"failedEvents",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.async","AsynchronousEventProcessingStrategy$SchedulerCleanUp",8,4,"afterShutdown",2,"afterShutdown",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.pooled","WorkPackage$DefaultProcessingEntry",8,4,"<init>",2,"addToBatch",""
"axon-messaging-4.7.5","org.axonframework.messaging","DefaultInterceptorChain",8,5,"<init>",2,"proceed",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","DefaultParameterResolverFactory$AnnotatedMetaDataParameterResolver",8,4,"<init>",5,"matches",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","SimpleResourceParameterResolverFactory",8,5,"createInstance",3,"createInstance",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","MessageHandlingMember",8,2,"declaringClass",1,"declaringClass",""
"axon-messaging-4.7.5","org.axonframework.monitoring","MultiMessageMonitor$1",8,2,"reportFailure",1,"reportFailure",""
"axon-messaging-4.7.5","org.axonframework.monitoring","NoOpMessageMonitorCallback",8,2,"<clinit>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","LoggingQueryInvocationErrorHandler$Builder",8,3,"logger",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","DefaultSubscriptionQueryResult",8,5,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","SimpleQueryBus$MonitorCallbackContextWriter",8,4,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.serialization","JavaSerializer$Builder",8,3,"revisionResolver",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.serialization.json","JsonNodeToObjectNodeConverter",8,4,"convert",3,"convert",""
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event","EventTypeUpcaster$Builder",8,4,"<init>",1,"to",""
"axon-messaging-4.7.5","org.axonframework.serialization.xml","InputStreamToDom4jConverter",8,4,"convert",3,"convert",""
"axon-messaging-4.7.5","org.axonframework.serialization.xml","CompactDriver",8,2,"<init>",2,"createWriter",""
"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling","EventPublisher$ReportResultTask",8,5,"<init>",1,"run",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","EventCountSnapshotTriggerDefinition$EventCountSnapshotTrigger",7,4,"<init>",2,"exceedsThreshold",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","AggregateSnapshotter$SnapshotAggregate",7,2,"<init>",2,"handle",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","NoSnapshotTriggerDefinition",7,3,"<clinit>",1,"valueOf",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","AggregateLoadTimeSnapshotTriggerDefinition$AggregateLoadTimeSnapshotTrigger",7,4,"<init>",2,"exceedsThreshold",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution","ConflictResolver",7,3,"lambda$detectConflicts$0",1,"detectConflicts",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.snapshotting","SnapshotFilter",7,1,"combine",3,"lambda$combine$0",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","AggregateNotFoundException",7,3,"<init>",1,"getAggregateIdentifier",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","AggregateCreationPolicy",7,4,"<clinit>",1,"values",""
"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection","EntityModel",7,1,"commandHandlers",1,"commandHandlers",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga","SagaCreationPolicy",7,4,"<clinit>",1,"<clinit>",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga","SagaInitializationPolicy",7,4,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository","LockingSagaRepository$Builder",7,3,"lockFactory",1,"lockFactory",""
"axon-configuration-4.7.5","org.axonframework.config","EventProcessingModule$TypeProcessingGroupSelector",7,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","WrappedCommandCallback",7,4,"<init>",1,"onResult",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","ExponentialBackOffIntervalRetryScheduler$Builder",7,3,"backoffFactor",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$WaitForResultWithFixedTimeout",7,5,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","IntervalRetryScheduler$Builder",7,3,"retryInterval",1,"<init>",""
