"artifactName","effectiveLineCount","methods","Source Cypher File: Overview/Effective_Method_Line_Count_Distribution.cypher"
"axon-messaging-4.9.2.jar",7,103,""
"axon-messaging-4.9.2.jar",8,80,""
"axon-messaging-4.9.2.jar",9,76,""
"axon-messaging-4.9.2.jar",10,46,""
"axon-messaging-4.9.2.jar",11,45,""
"axon-messaging-4.9.2.jar",12,41,""
"axon-messaging-4.9.2.jar",13,26,""
"axon-messaging-4.9.2.jar",14,17,""
"axon-messaging-4.9.2.jar",15,9,""
"axon-messaging-4.9.2.jar",16,8,""
"axon-messaging-4.9.2.jar",17,10,""
"axon-messaging-4.9.2.jar",18,9,""
"axon-messaging-4.9.2.jar",19,6,""
"axon-messaging-4.9.2.jar",20,5,""
"axon-messaging-4.9.2.jar",21,7,""
"axon-messaging-4.9.2.jar",22,2,""
"axon-messaging-4.9.2.jar",23,5,""
"axon-messaging-4.9.2.jar",24,3,""
"axon-messaging-4.9.2.jar",25,2,""
"axon-messaging-4.9.2.jar",26,2,""
"axon-messaging-4.9.2.jar",28,2,""
"axon-messaging-4.9.2.jar",30,1,""
"axon-messaging-4.9.2.jar",31,1,""
"axon-messaging-4.9.2.jar",32,1,""
"axon-messaging-4.9.2.jar",33,1,""
"axon-messaging-4.9.2.jar",34,1,""
"axon-messaging-4.9.2.jar",36,2,""
"axon-messaging-4.9.2.jar",44,1,""
"axon-messaging-4.9.2.jar",50,1,""
"axon-messaging-4.9.2.jar",63,1,""
"axon-messaging-4.9.2.jar",64,1,""
"axon-messaging-4.9.2.jar",78,1,""
"axon-modelling-4.9.2.jar",1,532,""
"axon-modelling-4.9.2.jar",2,158,""
"axon-modelling-4.9.2.jar",3,141,""
"axon-modelling-4.9.2.jar",4,57,""
"axon-modelling-4.9.2.jar",5,45,""
"axon-modelling-4.9.2.jar",6,45,""
"axon-modelling-4.9.2.jar",7,24,""
"axon-modelling-4.9.2.jar",8,10,""
"axon-modelling-4.9.2.jar",9,17,""
"axon-modelling-4.9.2.jar",10,8,""
"axon-modelling-4.9.2.jar",11,8,""
"axon-modelling-4.9.2.jar",12,2,""
"axon-modelling-4.9.2.jar",13,9,""
"axon-modelling-4.9.2.jar",14,3,""
"axon-modelling-4.9.2.jar",15,5,""
"axon-modelling-4.9.2.jar",16,2,""
"axon-modelling-4.9.2.jar",17,2,""
"axon-modelling-4.9.2.jar",19,1,""
"axon-modelling-4.9.2.jar",20,2,""
"axon-modelling-4.9.2.jar",21,1,""
"axon-modelling-4.9.2.jar",22,2,""
"axon-modelling-4.9.2.jar",24,1,""
"axon-modelling-4.9.2.jar",26,1,""
"axon-modelling-4.9.2.jar",38,1,""
"axon-test-4.9.2.jar",1,279,""
"axon-test-4.9.2.jar",2,170,""
"axon-test-4.9.2.jar",3,64,""
"axon-test-4.9.2.jar",4,49,""
"axon-test-4.9.2.jar",5,24,""
"axon-test-4.9.2.jar",6,18,""
"axon-test-4.9.2.jar",7,20,""
"axon-test-4.9.2.jar",8,11,""
"axon-test-4.9.2.jar",9,10,""
"axon-test-4.9.2.jar",10,4,""
"axon-test-4.9.2.jar",11,9,""
"axon-test-4.9.2.jar",12,9,""
"axon-test-4.9.2.jar",13,5,""
"axon-test-4.9.2.jar",14,3,""
"axon-test-4.9.2.jar",15,2,""
"axon-test-4.9.2.jar",16,4,""
"axon-test-4.9.2.jar",17,4,""
"axon-test-4.9.2.jar",18,2,""
"axon-test-4.9.2.jar",20,1,""
"axon-test-4.9.2.jar",21,1,""
"axon-test-4.9.2.jar",22,1,""
"axon-test-4.9.2.jar",23,1,""
"axon-test-4.9.2.jar",24,1,""
"axon-test-4.9.2.jar",26,1,""
"axon-test-4.9.2.jar",29,1,""
"axon-test-4.9.2.jar",31,1,""
"axon-test-4.9.2.jar",45,1,""
