"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: Metrics/Calculate_distance_between_abstractness_and_instability_for_Typescript.cypher"
"auth-router-provider","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/auth-router-provider/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"lazy-loading-router-provider","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/lazy-loading-router-provider/src/main.tsx","./src/main.tsx",1,0,0,0,""
"lazy-loading-router-provider","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/lazy-loading-router-provider/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"lazy-loading","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/lazy-loading/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"notes","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/notes/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"auth","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/auth/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"view-transitions","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/view-transitions/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"custom-link","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/custom-link/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"react-router-dom-v5-compat","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router-dom-v5-compat/index.ts","./index.ts",1,0,0,0,""
"react-router-dom-v5-compat","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router-dom-v5-compat/index.ts","./index.ts",1,0,0,0,""
"router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/router/index.ts","./index.ts",1,0,0,0,""
"router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/router/index.ts","./index.ts",1,0,0,0,""
"error-boundaries","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/error-boundaries/src/main.tsx","./src/main.tsx",1,0,0,0,""
"error-boundaries","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/error-boundaries/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"modal-route-with-outlet","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/modal-route-with-outlet/src/main.tsx","./src/main.tsx",1,0,0,0,""
"modal-route-with-outlet","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/modal-route-with-outlet/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"data-router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/data-router/src/main.tsx","./src/main.tsx",1,0,0,0,""
"data-router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/data-router/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"scroll-restoration","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/scroll-restoration/src/main.tsx","./src/main.tsx",1,0,0,0,""
"scroll-restoration","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/scroll-restoration/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"basic-data-router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/basic-data-router/src/main.tsx","./src/main.tsx",1,0,0,0,""
"basic-data-router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/basic-data-router/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"custom-query-parsing","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/custom-query-parsing/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"custom-query-parsing","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/custom-query-parsing/types/jsurl.d.ts","./types/jsurl.d.ts",1,0,0,0,""
"basic","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/basic/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"navigation-blocking","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/navigation-blocking/src/main.tsx","./src/main.tsx",1,0,0,0,""
"navigation-blocking","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/navigation-blocking/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"tutorial","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/tutorial/src/main.jsx","./src/main.jsx",1,0,0,0,""
"search-params","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/search-params/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"route-objects","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/route-objects/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"ssr","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/ssr/src/vite-env.d.ts","./src/vite-env.d.ts",1,0,0,0,""
"data-router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/data-router/src/todos.ts","./src/todos.ts",0.8571428571428572,0.14285714285714285,0,7,""
"react-router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router/index.ts","./index.ts",0.7142857142857144,0.7142857142857143,1,14,""
"react-router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router/index.ts","./index.ts",0.7142857142857144,0.7142857142857143,1,14,""
"react-router-dom","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router-dom/server.tsx","./server.tsx",0.33333333333333326,0.3333333333333333,1,12,""
"react-router-dom","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router-dom/server.tsx","./server.tsx",0.33333333333333326,0.3333333333333333,1,12,""
"react-router-dom","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router-dom/index.tsx","./index.tsx",0.13183310797759318,0.20967741935483872,0.9221556886227545,124,""
"react-router-dom","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router-dom/index.tsx","./index.tsx",0.13183310797759318,0.20967741935483872,0.9221556886227545,124,""
"react-router-native","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router-native/index.tsx","./index.tsx",0.1053639846743295,0.2777777777777778,0.8275862068965517,36,""
"react-router-native","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/packages/react-router-native/index.tsx","./index.tsx",0.1053639846743295,0.2777777777777778,0.8275862068965517,36,""
"tutorial","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/tutorial/src/App.jsx","./src/App.jsx",0,0,1,1,""
"lazy-loading","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.1/source/react-router-6.28.1/react-router-6.28.1/examples/lazy-loading/src/pages/About.tsx","./src/pages/About.tsx",0,0,1,0,""
