"artifactName","fullQualifiedPackageName","packageName","distance","abstractness","instability","typesInPackage"
"axon-messaging-4.7.5","org.axonframework.eventhandling.replay","replay",0.05714285714285716,0.2,0.8571428571428571,10
"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.jpa","jpa",0.03801169590643272,0.1111111111111111,0.9269005847953217,9
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","gateway",0.037915652879156436,0.2222222222222222,0.8156934306569343,36
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",0.0357142857142857,0,0.9642857142857143,3
"axon-messaging-4.7.5","org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",0.0357142857142857,0,0.9642857142857143,2
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",0.03528172722485512,0.1111111111111111,0.9241706161137441,9
"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter","deadletter",0.03169014084507038,0,0.9683098591549296,4
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jdbc","jdbc",0.022070015220700068,0.1111111111111111,0.910958904109589,9
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa","jpa",0.020408163265306145,0.14285714285714285,0.8775510204081632,7
"axon-messaging-4.7.5","org.axonframework.queryhandling.registration","registration",0.01904761904761898,0.4,0.6190476190476191,5
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",0.01851851851851849,0,0.9814814814814815,2
"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",0.014925373134328401,0,0.9850746268656716,3
"axon-modelling-4.7.5","org.axonframework.modelling.saga","saga",0.014649681528662306,0.4,0.6146496815286624,30
"axon-messaging-4.7.5","org.axonframework.deadline","deadline",0.014229249011857625,0.3,0.6857707509881423,10
"axon-modelling-4.7.5","org.axonframework.modelling.command.legacyjpa","legacyjpa",0.01379310344827589,0,0.9862068965517241,2
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.013157894736842146,0,0.9868421052631579,2
"axon-messaging-4.7.5","org.axonframework.deadline.quartz","quartz",0.010288065843621408,0,0.9897119341563786,4
"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling","commandhandling",0.009786581771017655,0.045454545454545456,0.9643320363164721,22
"axon-messaging-4.7.5","org.axonframework.deadline.jobrunr","jobrunr",0.008547008547008517,0,0.9914529914529915,3
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository","repository",0.0009840098400983877,0.26666666666666666,0.7343173431734318,15
"axon-messaging-4.7.5","org.axonframework.tracing.attributes","attributes",0,0,1,6
"axon-messaging-4.7.5","org.axonframework.serialization.converters","converters",0,0,1,5
"axon-messaging-4.7.5","org.axonframework.eventhandling.interceptors","interceptors",0,0,1,1

"Source Cypher Query:","Calculate_distance_between_abstractness_and_instability.cypher"
