"artifactName","effectiveLineCount","methods","Source Cypher File: Overview/Effective_Method_Line_Count_Distribution.cypher"
"axon-messaging-4.8.3.jar",31,1,""
"axon-messaging-4.8.3.jar",32,1,""
"axon-messaging-4.8.3.jar",33,1,""
"axon-messaging-4.8.3.jar",34,1,""
"axon-messaging-4.8.3.jar",36,2,""
"axon-messaging-4.8.3.jar",42,1,""
"axon-messaging-4.8.3.jar",50,1,""
"axon-messaging-4.8.3.jar",57,1,""
"axon-messaging-4.8.3.jar",64,1,""
"axon-messaging-4.8.3.jar",78,1,""
"axon-modelling-4.8.3.jar",1,523,""
"axon-modelling-4.8.3.jar",2,147,""
"axon-modelling-4.8.3.jar",3,135,""
"axon-modelling-4.8.3.jar",4,57,""
"axon-modelling-4.8.3.jar",5,44,""
"axon-modelling-4.8.3.jar",6,44,""
"axon-modelling-4.8.3.jar",7,23,""
"axon-modelling-4.8.3.jar",8,10,""
"axon-modelling-4.8.3.jar",9,17,""
"axon-modelling-4.8.3.jar",10,8,""
"axon-modelling-4.8.3.jar",11,8,""
"axon-modelling-4.8.3.jar",12,2,""
"axon-modelling-4.8.3.jar",13,9,""
"axon-modelling-4.8.3.jar",14,3,""
"axon-modelling-4.8.3.jar",15,5,""
"axon-modelling-4.8.3.jar",16,2,""
"axon-modelling-4.8.3.jar",17,2,""
"axon-modelling-4.8.3.jar",19,1,""
"axon-modelling-4.8.3.jar",20,2,""
"axon-modelling-4.8.3.jar",21,1,""
"axon-modelling-4.8.3.jar",22,1,""
"axon-modelling-4.8.3.jar",23,1,""
"axon-modelling-4.8.3.jar",24,1,""
"axon-modelling-4.8.3.jar",26,1,""
"axon-modelling-4.8.3.jar",38,1,""
"axon-test-4.8.3.jar",1,279,""
"axon-test-4.8.3.jar",2,169,""
"axon-test-4.8.3.jar",3,64,""
"axon-test-4.8.3.jar",4,49,""
"axon-test-4.8.3.jar",5,24,""
"axon-test-4.8.3.jar",6,18,""
"axon-test-4.8.3.jar",7,20,""
"axon-test-4.8.3.jar",8,11,""
"axon-test-4.8.3.jar",9,11,""
"axon-test-4.8.3.jar",10,3,""
"axon-test-4.8.3.jar",11,9,""
"axon-test-4.8.3.jar",12,9,""
"axon-test-4.8.3.jar",13,5,""
"axon-test-4.8.3.jar",14,3,""
"axon-test-4.8.3.jar",15,2,""
"axon-test-4.8.3.jar",16,4,""
"axon-test-4.8.3.jar",17,4,""
"axon-test-4.8.3.jar",18,2,""
"axon-test-4.8.3.jar",20,1,""
"axon-test-4.8.3.jar",21,1,""
"axon-test-4.8.3.jar",22,1,""
"axon-test-4.8.3.jar",23,1,""
"axon-test-4.8.3.jar",24,1,""
"axon-test-4.8.3.jar",26,1,""
"axon-test-4.8.3.jar",28,1,""
"axon-test-4.8.3.jar",31,1,""
"axon-test-4.8.3.jar",45,1,""
