"artifactName","fullQualifiedPackageName","packageName","instability","instabilityTypes","instabilityInterfaces","instabilityPackages","instabilityArtifacts","p.outgoingDependenciesIncludingSubpackages","p.incomingDependenciesIncludingSubpackages","p.outgoingDependentTypesIncludingSubpackages","p.incomingDependentTypesIncludingSubpackages","p.outgoingDependentInterfacesIncludingSubpackages","p.incomingDependentInterfacesIncludingSubpackages","p.outgoingDependentPackagesIncludingSubpackages","p.incomingDependentPackagesIncludingSubpackages","p.outgoingDependentArtifactsIncludingSubpackages","p.incomingDependentArtifactsIncludingSubpackages","Source Cypher File: Metrics/Calculate_and_set_Instability_for_Java_Including_Subpackages.cypher"
"axon-configuration-4.10.3","org.axonframework.config","config",0.6915017462165308,0.8849557522123894,0.5,0.8490566037735849,0.75,594,265,200,26,13,13,45,8,3,1,""
"axon-messaging-4.10.3","org.axonframework.commandhandling.distributed.commandfilter","commandfilter",0.7,0.5,0.5,0.6666666666666666,0.0,14,6,2,2,1,1,2,1,0,0,""
"axon-messaging-4.10.3","org.axonframework.queryhandling.registration","registration",0.7,0.6,0.0,0.75,0.0,7,3,3,2,0,0,3,1,0,0,""
"axon-eventsourcing-4.10.3","org.axonframework.eventsourcing.eventstore.jdbc","jdbc",0.7258064516129032,0.96875,0.0,0.9,1.0,45,17,31,1,0,14,9,1,2,0,""
"axon-messaging-4.10.3","org.axonframework.tracing.attributes","attributes",0.7272727272727273,0.8571428571428571,0.0,0.8333333333333334,0.0,16,6,6,1,0,0,5,1,0,0,""
"axon-modelling-4.10.3","org.axonframework.modelling.saga.repository.jpa","jpa",0.7419354838709677,0.75,0.0,0.6,0.3333333333333333,23,8,12,4,0,0,6,4,1,2,""
"axon-modelling-4.10.3","org.axonframework.modelling.command.inspection","inspection",0.74375,0.68,0.42857142857142855,0.6,0.2,119,41,51,24,3,4,9,6,1,4,""
"axon-test-4.10.3","org.axonframework.test.eventscheduler","eventscheduler",0.7692307692307693,0.75,0.0,0.8,1.0,10,3,6,2,0,0,4,1,1,0,""
"axon-messaging-4.10.3","org.axonframework.messaging.interceptors","interceptors",0.7804878048780488,0.5789473684210527,0.0,0.5454545454545454,0.0,32,9,11,8,0,0,6,5,0,3,""
"axon-test-4.10.3","org.axonframework.test.deadline","deadline",0.7857142857142857,0.8095238095238095,0.0,0.75,1.0,22,6,17,4,0,0,6,2,1,0,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.tokenstore.inmemory","inmemory",0.8,0.8,0.0,0.6666666666666666,0.0,8,2,8,2,0,0,4,2,0,1,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.tokenstore.jpa","jpa",0.8,0.85,0.0,0.625,0.0,24,6,17,3,0,0,5,3,0,2,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.deadletter.jpa","jpa",0.8253968253968254,0.8571428571428571,0.5,0.7777777777777778,0.0,52,11,30,5,2,2,7,2,0,1,""
"axon-messaging-4.10.3","org.axonframework.commandhandling.gateway","gateway",0.8367346938775511,0.7586206896551724,0.5,0.75,0.0,82,16,22,7,1,1,9,3,0,2,""
"axon-eventsourcing-4.10.3","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.851063829787234,0.8709677419354839,0.0,0.7692307692307693,0.3333333333333333,40,7,27,4,0,0,10,3,1,2,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.scheduling","scheduling",0.8543689320388349,0.7586206896551724,0.0,0.6923076923076923,0.0,88,15,22,7,0,2,9,4,0,3,""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.command","command",0.8556701030927835,0.9137931034482759,0.0,0.7692307692307693,0.5,83,14,53,5,0,0,10,3,1,1,""
"axon-tracing-opentelemetry-4.10.3","org.axonframework.tracing.opentelemetry","opentelemetry",0.8571428571428571,0.8888888888888888,0.0,0.75,0.0,12,2,8,1,0,0,3,1,0,0,""
"axon-modelling-4.10.3","org.axonframework.modelling.saga.repository.jdbc","jdbc",0.8620689655172413,0.9473684210526315,0.0,0.875,1.0,25,4,18,1,0,0,7,1,1,0,""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.event","event",0.8829787234042553,0.9125,0.5,0.88,0.75,166,22,73,7,2,2,22,3,3,1,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",0.8846153846153846,0.9545454545454546,0.0,0.8333333333333334,0.0,23,3,21,1,0,1,5,1,0,0,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.scheduling.dbscheduler","dbscheduler",0.8928571428571429,0.9545454545454546,0.0,0.8888888888888888,0.0,25,3,21,1,0,0,8,1,0,0,""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.event.axon","axon",0.8972972972972973,0.9487179487179487,0.5,0.92,0.75,166,19,74,4,2,2,23,2,3,1,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.replay","replay",0.9,0.8823529411764706,0.0,0.8,0.0,27,3,15,2,0,0,4,1,0,0,""
"axon-modelling-4.10.3","org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",0.9,0.9333333333333333,0.0,0.875,1.0,18,2,14,1,0,0,7,1,1,0,""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector","connector",0.9041394335511983,0.9490445859872612,0.5,0.9090909090909091,1.0,415,44,149,8,3,3,30,3,3,0,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",0.9090909090909091,0.9473684210526315,0.0,0.8571428571428571,0.0,20,2,18,1,0,0,6,1,0,0,""
"axon-eventsourcing-4.10.3","org.axonframework.eventsourcing.conflictresolution","conflictresolution",0.9090909090909091,0.9230769230769231,1.0,0.8888888888888888,1.0,20,2,12,1,2,0,8,1,2,0,""
"axon-messaging-4.10.3","org.axonframework.commandhandling.distributed","distributed",0.9207920792079208,0.8888888888888888,1.0,0.7692307692307693,0.0,93,8,48,6,3,0,10,3,0,1,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",0.9230769230769231,0.9523809523809523,0.0,0.9,0.0,24,2,20,1,0,0,9,1,0,0,""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.query.subscription","subscription",0.9245283018867925,0.9166666666666666,0.0,0.9090909090909091,1.0,49,4,33,3,0,0,10,1,1,0,""
"axon-messaging-4.10.3","org.axonframework.serialization.json","json",0.9285714285714286,0.9444444444444444,0.0,0.75,0.0,26,2,17,1,0,0,3,1,0,0,""
"axon-messaging-4.10.3","org.axonframework.deadline.jobrunr","jobrunr",0.9375,0.9428571428571428,0.0,0.8181818181818182,0.0,45,3,33,2,0,0,9,2,0,1,""
"axon-messaging-4.10.3","org.axonframework.deadline.dbscheduler","dbscheduler",0.9444444444444444,0.9714285714285714,0.0,0.8888888888888888,0.0,51,3,34,1,0,0,8,1,0,0,""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.query","query",0.9473684210526315,0.9473684210526315,0.0,0.8571428571428571,0.5,180,10,72,4,0,0,12,2,1,1,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.deadletter","deadletter",0.9495412844036697,0.9047619047619048,0.6666666666666666,0.7692307692307693,0.0,207,11,57,6,4,2,10,3,0,1,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.scheduling.java","java",0.95,0.9375,0.0,0.875,0.0,19,1,15,1,0,0,7,1,0,0,""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.processor","processor",0.9523809523809523,0.9444444444444444,0.0,0.875,1.0,20,1,17,1,0,0,7,1,2,0,""
"axon-eventsourcing-4.10.3","org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",0.9538461538461539,0.95,0.0,0.9333333333333333,1.0,62,3,38,2,0,0,14,1,1,0,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.pooled","pooled",0.954954954954955,0.8974358974358975,0.5,0.7857142857142857,0.0,106,5,35,4,1,1,11,3,0,2,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.deadletter.jdbc","jdbc",0.958904109589041,0.972972972972973,0.5,0.875,0.0,70,3,36,1,1,1,7,1,0,0,""
"axon-messaging-4.10.3","org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",0.9591836734693877,0.967741935483871,0.0,0.8888888888888888,0.0,47,2,30,1,0,0,8,1,0,0,""
"axon-messaging-4.10.3","org.axonframework.queryhandling.annotation","annotation",0.9615384615384616,0.9523809523809523,0.0,0.8333333333333334,0.0,25,1,20,1,0,0,5,1,0,0,""
"axon-disruptor-4.10.3","org.axonframework.disruptor.commandhandling","commandhandling",0.9923664122137404,0.9841269841269841,0.0,0.9285714285714286,1.0,130,1,62,1,0,0,13,1,2,0,""
"axon-test-4.10.3","org.axonframework.test","test",0.9927272727272727,0.9801980198019802,1.0,0.9444444444444444,1.0,273,2,99,2,4,0,17,1,2,0,""
