"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: Overview/Effective_lines_of_method_code_per_type.cypher"
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jdbc","JdbcSagaStore",140,38,"updateSaga",8,"updateSaga",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","InMemorySequencedDeadLetterQueue",137,33,"process",9,"process",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.legacyjpa","JpaTokenStore",136,19,"storeToken",5,"validateSegment",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.jpa","JpaTokenStore",133,19,"storeToken",5,"loadToken",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","DisruptorCommandBus",128,32,"<init>",8,"doDispatch",""
"axon-messaging-4.9.3","org.axonframework.common","ReflectionUtils",127,10,"<clinit>",8,"explicitlyUnequal",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","AbstractEventBus",127,17,"publish",6,"lambda$null$11",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.pooled","PooledStreamingEventProcessor",126,34,"<init>",2,"lambda$null$10",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","SimpleQueryUpdateEmitter",126,11,"doEmit",6,"lambda$payloadMatchesQueryResponseType$13",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.legacyjpa","JpaSagaStore",124,20,"updateSaga",6,"updateSaga",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jpa","JpaSagaStore",122,20,"updateSaga",6,"updateSaga",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","AbstractRepository",118,15,"newInstance",5,"lambda$loadOrCreate$8",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.dbscheduler","DbSchedulerEventScheduler",118,12,"start",4,"schedule",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jdbc","DeadLetterSchema$Builder",117,24,"<init>",1,"access$1200",""
"axon-test-4.9.3","org.axonframework.test.saga","FixtureExecutionResultImpl",112,11,"<init>",4,"lambda$expectNoScheduledDeadlineMatching$6",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.pooled","Coordinator",110,25,"<init>",6,"start",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jdbc.statements","JdbcEventStorageEngineStatements",109,18,"appendEvents",2,"readEventDataWithGaps",""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork","AbstractUnitOfWork",108,14,"getCorrelationData",5,"getCorrelationData",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","AnnotatedHandlerInspector",104,14,"initialize",4,"initialize",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","AggregateAnnotationCommandHandler",102,17,"lambda$initializeHandler$7",6,"lambda$initializeHandler$7",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.pooled","PooledStreamingEventProcessor$Builder",102,11,"<init>",1,"access$100",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jdbc","GenericSagaSqlSchema",92,9,"sql_removeAssocValue",2,"readAssociationValues",""
"axon-messaging-4.9.3","org.axonframework.common.caching","WeakReferenceCache",92,13,"computeIfAbsent",6,"put",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","TrackingEventProcessor$WorkerLauncher",92,63,"run",17,"run",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","MultiStreamableMessageSource$MultiSourceBlockingStream",91,18,"nextAvailable",7,"hasNextAvailable",""
"axon-messaging-4.9.3","org.axonframework.deadline.quartz","QuartzDeadlineManager",88,13,"<init>",5,"lambda$cancelAllWithinScope$3",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$Builder",88,17,"<init>",3,"lambda$bufferSize$0",""
"axon-messaging-4.9.3","org.axonframework.common","TypeReflectionUtils",85,24,"getExactDirectSuperTypesOfParameterizedTypeOrClass",9,"getExactDirectSuperTypesOfParameterizedTypeOrClass",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.jobrunr","JobRunrEventScheduler",85,15,"schedule",40,"$deserializeLambda$",""
"axon-messaging-4.9.3","org.axonframework.deadline.jobrunr","JobRunrDeadlineManager",84,23,"execute",13,"$deserializeLambda$",""
"axon-test-4.9.3","org.axonframework.test.deadline","DeadlineManagerValidator",84,11,"assertScheduledDeadlineMatching",5,"assertScheduledDeadlineMatching",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","MergedTrackingToken",83,11,"unwrap",7,"unwrap",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","ReplayToken",81,12,"advancedTo",7,"advancedTo",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter","DeadLetteringEventHandlerInvoker",81,15,"handle",5,"invokeHandlers",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.gateway","CommandGatewayFactory",80,50,"createGateway",12,"createGateway",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore$EventConsumer",80,21,"peekPrivateStream",7,"peekPrivateStream",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$EventConsumer",80,21,"peekPrivateStream",7,"peekPrivateStream",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga","AbstractSagaManager",77,22,"handle",6,"handle",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","MultiSourceTrackingToken",76,13,"covers",6,"covers",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jpa","DeadLetterEventEntry",76,28,"equals",15,"equals",""
"axon-test-4.9.3","org.axonframework.test.deadline","StubDeadlineManager",75,9,"advanceTimeTo",4,"advanceToNextTrigger",""
"axon-messaging-4.9.3","org.axonframework.common.jdbc","JdbcUtils",74,15,"executeQuery",6,"executeQuery",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","GapAwareTrackingToken",74,10,"advanceTo",7,"covers",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jdbc","DeadLetterSchema",74,26,"<init>",1,"sequenceNumberColumn",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jdbc","JdbcSequencedDeadLetterQueue$Builder",74,10,"validate",3,"validate",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa","JpaEventStorageEngine$Builder",74,6,"<init>",2,"lambda$assertPositive$1",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","JpaEventStorageEngine$Builder",74,6,"<init>",2,"lambda$lowestGlobalSequence$0",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository","AnnotatedSagaRepository",73,12,"doCreateInstance",3,"doLoad",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","TrackerStatus",72,19,"split",8,"equals",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","AnnotatedMessageHandlingMember",71,23,"<init>",14,"handle",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","EventPublisher",71,14,"processPublication",7,"performCommit",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa","SQLErrorCodesResolver",71,16,"loadKeyViolationCodes",8,"loadKeyViolationCodes",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","SQLErrorCodesResolver",71,16,"loadKeyViolationCodes",8,"loadKeyViolationCodes",""
"axon-test-4.9.3","org.axonframework.test.server","AxonServerContainer",71,14,"equals",12,"equals",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","LockingRepository",70,13,"doLoadOrCreate",4,"doDelete",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.inmemory","InMemoryEventStorageEngine",70,9,"createTokenAt",3,"lambda$readEvents$5",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","DistributedCommandBus",69,23,"dispatch",7,"dispatch",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jdbc","EventSchema$Builder",69,15,"<init>",1,"lambda$new$0",""
"axon-messaging-4.9.3","org.axonframework.common.annotation","AnnotationUtils",68,12,"collectAttributes",8,"collectAttributes",""
"axon-messaging-4.9.3","org.axonframework.deadline.quartz","DeadlineJob",68,44,"execute",11,"execute",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.legacyjpa","JpaDeadLetter",68,20,"equals",11,"equals",""
"axon-messaging-4.9.3","org.axonframework.commandhandling","SimpleCommandBus",67,12,"<init>",3,"lambda$subscribe$3",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","Segment",67,10,"splitBalanced",6,"equals",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jpa","JpaDeadLetter",67,20,"equals",11,"equals",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.pooled","Coordinator$Builder",67,9,"<init>",1,"access$600",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore$EventProducer",67,9,"run",4,"fetchData",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$EventProducer",67,9,"run",4,"run",""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork","BatchingUnitOfWork",66,32,"executeWithResult",11,"executeWithResult",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","CommandHandlerInvoker$DisruptorRepository",65,19,"load",6,"load",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","DefaultQueryGateway",64,8,"getSubscriptionQueryResult",3,"lambda$query$2",""
"axon-messaging-4.9.3","org.axonframework.messaging","MetaData",63,7,"mergedWith",4,"from",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","EventSourcingRepository$Builder",63,7,"validate",2,"validate",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","ConsistentHash",62,7,"<init>",4,"equals",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jpa","JpaSequencedDeadLetterQueue$Builder",62,9,"<init>",1,"entityManagerProvider",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.legacyjpa","JpaSequencedDeadLetterQueue$Builder",62,9,"<init>",1,"access$300",""
"axon-test-4.9.3","org.axonframework.test.server","AxonServerContainerUtils",62,13,"contexts",6,"waitForContextsCondition",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.quartz","QuartzEventScheduler",61,12,"<init>",6,"cancelSchedule",""
"axon-test-4.9.3","org.axonframework.test.matchers","DeepEqualsMatcher",60,21,"matchingFields",8,"matchingFields",""
"axon-messaging-4.9.3","org.axonframework.deadline","SimpleDeadlineManager",59,8,"<init>",3,"lambda$null$5",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","GenericDeadLetter",59,11,"equals",10,"equals",""
"axon-configuration-4.9.3","org.axonframework.config","MessageMonitorFactoryBuilder",59,13,"getFactoryForType",7,"getFactoryForType",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","GenericJpaRepository$Builder",58,5,"<init>",1,"lockFactory",""
"axon-modelling-4.9.3","org.axonframework.modelling.command.legacyjpa","GenericJpaRepository$Builder",58,5,"<init>",1,"subtypes",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga","AnnotatedSaga",58,9,"<init>",6,"handle",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","EventSourcedAggregate",58,7,"lambda$initializeState$0",6,"publish",""
"axon-configuration-4.9.3","org.axonframework.config","SagaConfigurer$SagaConfigurationImpl",56,13,"initialize",3,"initialize",""
"axon-configuration-4.9.3","org.axonframework.config","Configuration",56,9,"eventProcessingConfiguration",5,"eventProcessingConfiguration",""
"axon-test-4.9.3","org.axonframework.test.aggregate","AggregateTestFixture$RecordingEventStore",56,14,"lambda$doAppendEvents$2",8,"lambda$doAppendEvents$2",""
"axon-test-4.9.3","org.axonframework.test.server","AxonServerEEContainer",56,13,"equals",11,"equals",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","AbstractEventProcessor",55,11,"<init>",4,"processMessageInUnitOfWork",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","TrackingEventProcessor$Builder",55,7,"validate",3,"transactionManager",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jdbc","DefaultDeadLetterJdbcConverter",55,31,"convertToLetter",5,"convertToLetter",""
"axon-messaging-4.9.3","org.axonframework.serialization.json","JacksonSerializer",55,12,"deserialize",9,"deserialize",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore",55,12,"<init>",3,"findNode",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore",55,12,"<init>",3,"findNode",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","TrackingEventProcessorConfiguration",54,12,"<init>",2,"lambda$andEventAvailabilityTimeout$3",""
"axon-messaging-4.9.3","org.axonframework.deadline.dbscheduler","DbSchedulerBinaryDeadlineDetails",53,12,"equals",11,"equals",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository","AnnotatedSagaRepository$Builder",52,6,"inspectSagaModel",5,"inspectSagaModel",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","ReplyMessage",52,13,"<init>",12,"equals",""
"axon-messaging-4.9.3","org.axonframework.deadline.dbscheduler","DbSchedulerHumanReadableDeadlineDetails",52,12,"equals",11,"equals",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.async","AsynchronousEventProcessingStrategy",52,11,"assignEventsToScheduler",4,"lambda$schedule$3",""
"axon-messaging-4.9.3","org.axonframework.serialization","ChainingConverter",52,11,"registerConverter",5,"canConvert",""
"axon-messaging-4.9.3","org.axonframework.messaging","GenericResultMessage",51,13,"describeTo",3,"findExceptionResult",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","AnnotationEventHandlerAdapter",50,11,"prepareReset",4,"prepareReset",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jpa","EventMessageDeadLetterJpaConverter",50,21,"convert",5,"canConvert",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.legacyjpa","EventMessageDeadLetterJpaConverter",50,21,"convert",5,"canConvert",""
"axon-messaging-4.9.3","org.axonframework.serialization","AbstractXStreamSerializer",50,22,"<init>",4,"typeForClass",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$DisruptorRepository",50,22,"send",7,"send",""
"axon-messaging-4.9.3","org.axonframework.messaging.responsetypes","AbstractResponseType",49,11,"isParameterizedTypeOfExpectedType",7,"isParameterizedTypeOfExpectedType",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","AbstractEventStorageEngine",49,13,"buildExceptionMessage",7,"handlePersistenceException",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore$Builder",49,7,"<init>",3,"fetchEventConsumptionSystemPropertyOrDefault",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$Builder",49,7,"<init>",3,"fetchEventConsumptionSystemPropertyOrDefault",""
"axon-messaging-4.9.3","org.axonframework.messaging.responsetypes","MultipleInstancesResponseType",48,17,"convert",10,"convert",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","GenericQueryResponseMessage",48,12,"asNullableResponseMessage",5,"asNullableResponseMessage",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","CommandHandlingEntry",48,10,"reset",4,"registerAggregateIdentifier",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","EventSourcingRepository",48,11,"doLoadWithLock",5,"doLoadWithLock",""
"axon-test-4.9.3","org.axonframework.test.saga","CommandValidator",48,26,"assertDispatchedEqualTo",9,"assertDispatchedEqualTo",""
"axon-messaging-4.9.3","org.axonframework.deadline","SimpleDeadlineManager$DeadlineTask",47,25,"run",6,"run",""
"axon-messaging-4.9.3","org.axonframework.deadline.quartz","DeadlineJob$DeadlineJobDataBinder",47,12,"putDeadlineMessage",2,"deadlineMessage",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","SimpleEventHandlerInvoker",46,9,"<init>",3,"canHandle",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jpa","DeadLetterEntry",46,13,"<init>",4,"equals",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","AbstractEventStore",46,13,"readEvents",4,"readEvents",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository","CachingSagaStore",45,6,"updateSaga",3,"loadSaga",""
"axon-messaging-4.9.3","org.axonframework.deadline.dbscheduler","DbSchedulerDeadlineManager$Builder",45,8,"<init>",1,"access$200",""
"axon-messaging-4.9.3","org.axonframework.tracing","Span",45,9,"runConsumer",5,"runConsumer",""
"axon-messaging-4.9.3","org.axonframework.common.lock","PessimisticLockFactory$DisposableLock",44,18,"lock",10,"lock",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","GenericDomainEventMessage",44,8,"describeTo",4,"andMetaData",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.pooled","MergeTask",44,12,"task",3,"mergeSegments",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","AbstractSnapshotter",44,20,"doScheduleSnapshot",8,"doScheduleSnapshot",""
"axon-modelling-4.9.3","org.axonframework.modelling.command.inspection","ChildForwardingCommandMessageHandlingMember",43,15,"handle",4,"handle",""
"axon-messaging-4.9.3","org.axonframework.commandhandling","AnnotationCommandHandlerAdapter",43,8,"supportedCommandNames",1,"lambda$canHandle$4",""
"axon-messaging-4.9.3","org.axonframework.common.jdbc","UnitOfWorkAwareConnectionProviderWrapper",43,13,"getConnection",7,"lambda$getConnection$2",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.async","EventProcessorTask",43,10,"run",5,"run",""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork","DefaultUnitOfWork",43,21,"executeWithResult",9,"executeWithResult",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","GenericJpaRepository",42,13,"doLoadWithLock",4,"doLoadWithLock",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","AggregateAnnotationCommandHandler$Builder",42,6,"validate",3,"inspectAggregateModel",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","AbstractRepository$Builder",42,7,"<init>",5,"inspectAggregateModel",""
"axon-modelling-4.9.3","org.axonframework.modelling.command.legacyjpa","GenericJpaRepository",42,13,"doLoadWithLock",4,"doLoadWithLock",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","DispatchMessage",42,12,"equals",11,"equals",""
"axon-messaging-4.9.3","org.axonframework.common.lock","PessimisticLockFactory",42,9,"obtainLock",3,"obtainLock",""
"axon-messaging-4.9.3","org.axonframework.deadline.quartz","QuartzDeadlineManager$Builder",42,6,"<init>",2,"validate",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","SubscribingEventProcessor$Builder",42,5,"<init>",1,"name",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jdbc","GenericDeadLetterTableFactory",42,28,"createTableSql",1,"processingGroupIndexSql",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.inmemory","InMemoryTokenStore",42,6,"fetchSegments",4,"initializeTokenSegments",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","SimpleQueryBus$Builder",42,13,"<init>",1,"access$100",""
"axon-messaging-4.9.3","org.axonframework.serialization","JavaSerializer",42,13,"deserialize",6,"deserialize",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","AggregateSnapshotter$Builder",42,5,"buildParameterResolverFactory",3,"buildParameterResolverFactory",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga","AbstractResourceInjector",41,8,"injectMethodResource",3,"injectMethodResource",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jdbc","JdbcDeadLetter",41,13,"equals",12,"equals",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.pooled","WorkPackage$Builder",41,4,"<init>",1,"initialToken",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","HandlerComparator",41,12,"depthOf",5,"compareHierarchy",""
"axon-configuration-4.9.3","org.axonframework.config","DefaultConfigurer$ConfigurationImpl",41,6,"onStart",4,"isEarlierPhaseDuringStartUp",""
"axon-test-4.9.3","org.axonframework.test.eventscheduler","EventSchedulerValidator",41,10,"assertScheduledEventMatching",5,"assertNoScheduledEventMatching",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","AnnotationCommandTargetResolver",40,13,"resolveTarget",9,"resolveTarget",""
"axon-messaging-4.9.3","org.axonframework.deadline.jobrunr","DeadlineDetails",40,12,"serialized",1,"getMetaData",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore","AbstractTokenEntry",40,7,"<init>",4,"mayClaim",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","AnnotationRoutingStrategy",39,10,"createResolver",5,"createResolver",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.gateway","DefaultCommandGateway",39,7,"lambda$send$0",4,"asRuntime",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","AbstractEventProcessor$Builder",39,6,"<init>",3,"lambda$assertEventProcessorName$0",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter","DeadLetteredEventProcessingTask",39,11,"process",2,"process",""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork","MessageProcessingContext",39,11,"notifyHandlers",6,"notifyHandlers",""
"axon-test-4.9.3","org.axonframework.test.eventscheduler","StubEventScheduler",39,6,"advanceToNextTrigger",4,"advanceTimeTo",""
"axon-modelling-4.9.3","org.axonframework.modelling.command.inspection","AbstractChildEntityDefinition",38,10,"extractCommandHandlerRoutingKey",5,"extractCommandHandlerRoutingKey",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga","AnnotatedSagaManager$Builder",38,6,"inspectSagaModel",5,"inspectSagaModel",""
"axon-messaging-4.9.3","org.axonframework.commandhandling","SimpleCommandBus$Builder",38,9,"<init>",1,"transactionManager",""
"axon-messaging-4.9.3","org.axonframework.common.jdbc","ConnectionWrapperFactory",38,16,"lambda$wrap$0",12,"lambda$wrap$0",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.quartz","QuartzEventScheduler$DirectEventJobDataBinder",38,13,"toJobData",2,"fromJobData",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.jpa","TokenEntry",38,9,"<init>",4,"mayClaim",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","DefaultQueryBusSpanFactory",38,5,"<init>",2,"createSubscriptionQuerySpan",""
"axon-messaging-4.9.3","org.axonframework.queryhandling.annotation","AnnotationQueryHandlerAdapter",38,7,"subscribe",1,"canHandle",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","CommandHandlerInvoker",38,11,"onEvent",4,"onEvent",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","MultiStreamableMessageSource",37,5,"openStream",4,"openStream",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.jdbc","JdbcTokenStore$Builder",37,5,"<init>",3,"lambda$assertNodeId$0",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","CachingEventSourcingRepository",37,10,"doLoadWithLock",5,"doLoadWithLock",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","ConcatenatingDomainEventStream",37,16,"hasNext",13,"hasNext",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jdbc","Oracle11EventTableFactory",37,20,"createDomainEventTable",3,"createDomainEventTable",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga","AbstractSagaManager$Builder",36,6,"<init>",3,"newInstance",""
"axon-messaging-4.9.3","org.axonframework.serialization","AbstractXStreamSerializer$Builder",36,8,"validate",4,"validate",""
"axon-messaging-4.9.3","org.axonframework.tracing","MultiSpanFactory",36,5,"propagateContext",2,"propagateContext",""
"axon-configuration-4.9.3","org.axonframework.config","LifecycleHandlerInspector",36,9,"invokeAndReturn",3,"registerLifecycleHandlers",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter","DeadLetteringEventHandlerInvoker$Builder",35,7,"<init>",1,"allowReset",""
