"artifactName","fullQualifiedPackageName","packageName","incomingDependencies","incomingDependenciesWeight","incomingDependentTypes","incomingDependentInterfaces","incomingDependentPackages","incomingDependentArtifacts","Source Cypher File: Metrics/Get_Incoming_Java_Package_Dependencies.cypher"
"axon-messaging-4.9.3","org.axonframework.messaging.correlation","correlation",25,68,10,3,4,1,""
"axon-messaging-4.9.3","org.axonframework.common.property","property",23,50,13,0,5,1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",23,171,9,0,1,0,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.snapshotting","snapshotting",23,84,11,2,6,1,""
"axon-messaging-4.9.3","org.axonframework.common.annotation","annotation",22,39,22,0,10,2,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling","scheduling",20,52,12,2,7,2,""
"axon-messaging-4.9.3","org.axonframework.serialization.xml","xml",17,32,10,0,8,3,""
"axon-messaging-4.9.3","org.axonframework.common.jpa","jpa",16,92,15,0,7,3,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",16,141,9,0,1,0,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jdbc","jdbc",16,157,8,0,1,0,""
"axon-test-4.9.3","org.axonframework.test","test",16,114,15,0,6,0,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.conflictresolution","conflictresolution",15,46,7,0,2,0,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.metamodel","metamodel",15,60,9,1,3,0,""
"axon-messaging-4.9.3","org.axonframework.common.legacyjpa","legacyjpa",14,70,13,0,6,2,""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed.commandfilter","commandfilter",12,22,6,1,2,0,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.replay","replay",12,30,8,0,2,0,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jpa","jpa",12,72,5,0,4,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.gateway","gateway",11,41,5,1,2,1,""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting","upcasting",11,26,11,1,2,0,""
"axon-messaging-4.9.3","org.axonframework.common.io","io",10,21,10,0,8,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter","deadletter",10,69,5,1,2,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.quartz","quartz",10,45,4,0,1,0,""
"axon-messaging-4.9.3","org.axonframework.messaging.interceptors","interceptors",10,16,8,0,5,2,""
"axon-test-4.9.3","org.axonframework.test.deadline","deadline",10,117,6,0,3,0,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",9,89,4,0,1,0,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.jpa","jpa",9,134,5,0,3,1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa","jpa",9,40,4,0,3,1,""
"axon-messaging-4.9.3","org.axonframework.queryhandling.registration","registration",9,16,5,0,2,0,""
"axon-test-4.9.3","org.axonframework.test.eventscheduler","eventscheduler",9,66,5,0,2,0,""
"axon-messaging-4.9.3","org.axonframework.commandhandling.callbacks","callbacks",8,24,7,0,4,1,""
"axon-test-4.9.3","org.axonframework.test.utils","utils",8,24,6,1,2,0,""
"axon-messaging-4.9.3","org.axonframework.deadline.dbscheduler","dbscheduler",7,85,3,0,1,0,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.dbscheduler","dbscheduler",7,79,3,0,1,0,""
"axon-messaging-4.9.3","org.axonframework.serialization.json","json",7,24,2,0,1,0,""
"axon-messaging-4.9.3","org.axonframework.deadline.annotation","annotation",6,10,3,0,1,0,""
"axon-messaging-4.9.3","org.axonframework.deadline.jobrunr","jobrunr",5,28,3,0,2,0,""
"axon-messaging-4.9.3","org.axonframework.deadline.quartz","quartz",5,28,3,0,1,0,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.java","java",5,29,3,0,1,0,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.inmemory","inmemory",5,23,5,0,3,2,""
"axon-messaging-4.9.3","org.axonframework.queryhandling.annotation","annotation",4,12,4,0,2,1,""
"axon-messaging-4.9.3","org.axonframework.util","util",4,12,4,0,3,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",3,21,2,0,1,0,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",3,15,2,0,1,0,""
"axon-messaging-4.9.3","org.axonframework.common.digest","digest",2,2,2,0,2,0,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.inmemory","inmemory",2,19,2,0,2,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",2,15,2,0,1,0,""
"axon-modelling-4.9.3","org.axonframework.modelling.command.legacyjpa","legacyjpa",2,14,2,0,1,0,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",1,3,1,0,1,0,""
"axon-messaging-4.9.3","org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",1,2,1,0,1,0,""
"axon-test-4.9.3","org.axonframework.test.server","server",1,1,1,0,1,0,""
"axon-test-4.9.3","org","org",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org","org",0,0,0,0,0,-1,""
"axon-modelling-4.9.3","org","org",0,0,0,0,0,-1,""
"axon-disruptor-4.9.3","org","org",0,0,0,0,0,-1,""
"axon-eventsourcing-4.9.3","org","org",0,0,0,0,0,-1,""
"axon-configuration-4.9.3","org","org",0,0,0,0,0,-1,""
"axon-test-4.9.3","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-modelling-4.9.3","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-disruptor-4.9.3","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-eventsourcing-4.9.3","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-configuration-4.9.3","org.axonframework","axonframework",0,0,0,0,0,-1,""
"axon-disruptor-4.9.3","org.axonframework.disruptor","disruptor",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.interceptors","interceptors",0,0,0,0,0,-1,""
"axon-modelling-4.9.3","org.axonframework.modelling","modelling",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.serialization.converters","converters",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.tracing.attributes","attributes",0,0,0,0,0,-1,""
