"artifactName","fullQualifiedPackageName","packageName","incomingDependencies","incomingDependenciesWeight","incomingDependentTypes","incomingDependentInterfaces","incomingDependentPackages","incomingDependentArtifacts","Source Cypher File: Metrics/Set_Incoming_Java_Package_Dependencies_Including_Subpackages.cypher"
"axon-messaging-4.9.3","org.axonframework.deadline.dbscheduler","dbscheduler",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.deadline.quartz","quartz",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jdbc","jdbc",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.interceptors","interceptors",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.dbscheduler","dbscheduler",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.java","java",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.quartz","quartz",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",0,0,0,0,0,-1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0,0,0,0,0,-1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jdbc","jdbc",0,0,0,0,0,-1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",0,0,0,0,0,-1,""
"axon-modelling-4.9.3","org.axonframework.modelling.command.legacyjpa","legacyjpa",0,0,0,0,0,-1,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jdbc","jdbc",0,0,0,0,0,-1,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.serialization.converters","converters",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.serialization.json","json",0,0,0,0,0,-1,""
"axon-test-4.9.3","org.axonframework.test","test",0,0,0,0,0,-1,""
"axon-test-4.9.3","org.axonframework.test.aggregate","aggregate",0,0,0,0,0,-1,""
"axon-test-4.9.3","org.axonframework.test.saga","saga",0,0,0,0,0,-1,""
"axon-test-4.9.3","org.axonframework.test.server","server",0,0,0,0,0,-1,""
"axon-messaging-4.9.3","org.axonframework.tracing.attributes","attributes",0,0,0,0,0,-1,""
