"memberName","centrality","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_7c_Harmonic_Closeness_Stream.cypher"
"org.axonframework.serialization.ContentTypeConverter",0.024838615023474175,17,,""
"org.axonframework.serialization.upcasting.event.InitialEventRepresentation",0.024710764587525153,2,13,""
"org.axonframework.messaging.annotation.MultiParameterResolverFactory",0.024677230046948356,4,3,""
"org.axonframework.modelling.saga.repository.SagaStore$Entry",0.024310446009389673,12,1,""
"org.axonframework.eventhandling.tokenstore.UnableToClaimTokenException",0.024310446009389666,9,1,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",0.02400234741784038,8,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$ParameterizedTypeImpl",0.0237288313212609,1,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",0.0237288313212609,1,1,""
"org.axonframework.messaging.annotation.HasHandlerAttributes",0.02345950704225352,9,,""
"org.axonframework.deadline.DeadlineManager",0.023400821596244133,5,5,""
"org.axonframework.eventsourcing.snapshotting.SnapshotFilter",0.023254107981220656,10,1,""
"org.axonframework.config.Configuration",0.023180751173708918,23,33,""
"org.axonframework.messaging.deadletter.Cause",0.02296068075117371,9,,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain",0.02294600938967136,6,2,""
"org.axonframework.eventhandling.async.SequencingPolicy",0.02281396713615023,12,,""
"org.axonframework.modelling.saga.ResourceInjector",0.02259389671361502,10,,""
"org.axonframework.queryhandling.QueryResponseMessage",0.02255197853789403,6,2,""
"org.axonframework.messaging.deadletter.EnqueueDecision",0.022549882629107978,12,2,""
"org.axonframework.eventsourcing.Snapshotter",0.022373826291079812,9,,""
"org.axonframework.messaging.annotation.InterceptorChainParameterResolverFactory",0.022369634473507715,4,8,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory",0.022300469483568074,11,8,""
"org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition",0.022269030851777328,5,3,""
"org.axonframework.messaging.annotation.MessageInterceptingMember",0.02222711267605634,4,1,""
"org.axonframework.eventhandling.tokenstore.UnableToInitializeTokenException",0.022109741784037556,5,1,""
"org.axonframework.commandhandling.NoHandlerForCommandException",0.02194835680751173,6,2,""
"org.axonframework.eventhandling.ErrorHandler",0.021860328638497652,9,1,""
"org.axonframework.messaging.ScopeAwareProvider",0.02186032863849765,11,2,""
"org.axonframework.eventhandling.tokenstore.UnableToRetrieveIdentifierException",0.021669600938967134,4,1,""
"org.axonframework.common.annotation.PriorityAnnotationComparator",0.021652833668678744,3,2,""
"org.axonframework.queryhandling.GenericSubscriptionQueryUpdateMessage",0.021434859154929577,2,6,""
"org.axonframework.queryhandling.QueryUpdateEmitter",0.02142018779342723,7,6,""
"org.axonframework.common.stream.StreamUtils$1",0.021408660295103955,1,2,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",0.021068075117370896,11,2,""
"org.axonframework.queryhandling.QueryBus",0.02098004694835681,9,13,""
"org.axonframework.deadline.GenericDeadlineMessage",0.020657276995305163,8,6,""
"org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition",0.020655181086519116,3,2,""
"org.axonframework.eventhandling.scheduling.ScheduleToken",0.020583920187793425,9,,""
"org.axonframework.eventhandling.scheduling.EventScheduler",0.020466549295774645,5,1,""
"org.axonframework.eventhandling.WrappedToken",0.020401576123407112,8,1,""
"org.axonframework.common.AxonThreadFactory",0.02039319248826291,7,1,""
"org.axonframework.monitoring.NoOpMessageMonitorCallback",0.020349178403755868,1,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema",0.020246478873239437,21,2,""
"org.axonframework.common.DateTimeUtils",0.02023180751173709,12,,""
"org.axonframework.common.lock.LockFactory",0.01998239436619718,11,1,""
"org.axonframework.serialization.upcasting.event.UpcastedEventRepresentation",0.019965627095908784,1,8,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine",0.019806338028169015,15,5,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$NoMoreInterceptors",0.019732981220657274,2,3,""
"org.axonframework.eventsourcing.SnapshotTrigger",0.019644953051643193,10,1,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterQueue",0.019586267605633804,8,5,""
"org.axonframework.eventhandling.EventProcessor",0.01936619718309859,7,3,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$1",0.019292840375586852,2,1,""
"org.axonframework.messaging.annotation.HandlerComparator",0.01914612676056338,1,1,""
"org.axonframework.common.lock.Lock",0.019091633132126088,9,,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$ChainedMessageHandlerInterceptorMember",0.01885269953051643,1,6,""
"org.axonframework.test.matchers.FieldFilter",0.018779342723004695,18,,""
"org.axonframework.modelling.command.ApplyMore",0.018735328638497653,7,,""
"org.axonframework.queryhandling.SubscriptionQueryMessage",0.01860328638497653,7,3,""
"org.axonframework.common.transaction.NoTransactionManager$1",0.018383215962441316,1,2,""
"org.axonframework.serialization.RevisionResolver",0.01823650234741784,13,,""
"org.axonframework.queryhandling.SubscriptionQueryBackpressure",0.018163145539906105,6,,""
"org.axonframework.eventhandling.ReplayToken",0.018001760563380285,7,5,""
"org.axonframework.eventsourcing.SnapshotTriggerDefinition",0.01797241784037559,11,1,""
"org.axonframework.eventhandling.EventTrackerStatus",0.017855046948356806,8,2,""
"org.axonframework.common.caching.Cache",0.017825704225352113,12,3,""
"org.axonframework.modelling.saga.SagaRepository",0.017341549295774646,8,2,""
"org.axonframework.queryhandling.SubscriptionQueryResult",0.01728286384976526,6,1,""
"org.axonframework.eventhandling.ErrorContext",0.01697476525821596,3,1,""
"org.axonframework.commandhandling.gateway.RetryScheduler",0.01694542253521127,9,1,""
"org.axonframework.modelling.command.AggregateNotFoundException",0.01693075117370892,11,1,""
"org.axonframework.modelling.command.AggregateScopeDescriptor",0.01691607981220657,6,2,""
"org.axonframework.eventhandling.TrackerStatus",0.01682805164319249,12,6,""
"org.axonframework.queryhandling.StreamingQueryMessage",0.01654929577464789,5,3,""
"org.axonframework.common.caching.Cache$EntryListener",0.01651995305164319,9,,""
"org.axonframework.serialization.CannotConvertBetweenTypesException",0.016402582159624413,7,1,""
"org.axonframework.modelling.command.CommandTargetResolver",0.016285211267605633,10,2,""
"org.axonframework.commandhandling.gateway.CommandGateway",0.016211854460093895,3,5,""
"org.axonframework.eventhandling.ResetNotSupportedException",0.01591842723004695,3,1,""
"org.axonframework.config.ModuleConfiguration",0.015698356807511738,6,1,""
"org.axonframework.queryhandling.UpdateHandlerRegistration",0.015669014084507042,3,2,""
"org.axonframework.common.lock.PessimisticLockFactory",0.01565853454057679,6,7,""
"org.axonframework.messaging.deadletter.EnqueuePolicy",0.015625,6,3,""
"org.axonframework.modelling.saga.repository.NoResourceInjector",0.015624999999999997,2,1,""
"org.axonframework.modelling.saga.SagaCreationPolicy",0.015478286384976527,5,,""
"org.axonframework.messaging.deadletter.DeadLetterQueueOverflowException",0.015360915492957743,4,1,""
"org.axonframework.messaging.deadletter.NoSuchDeadLetterException",0.015360915492957743,4,1,""
"org.axonframework.modelling.command.inspection.AggregateMetaModelFactory",0.015302230046948357,2,1,""
"org.axonframework.config.EventProcessingConfiguration",0.015258215962441313,5,16,""
"org.axonframework.serialization.xml.XStreamSerializer",0.015258215962441313,9,11,""
"org.axonframework.modelling.command.inspection.ChildEntity",0.015140845070422534,4,2,""
"org.axonframework.modelling.saga.Saga",0.015111502347417842,5,3,""
"org.axonframework.eventhandling.gateway.EventGateway",0.014964788732394364,3,2,""
"org.axonframework.queryhandling.QueryGateway",0.014964788732394364,3,6,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate",0.014920774647887327,5,25,""
"org.axonframework.eventhandling.LoggingErrorHandler",0.014855801475519783,4,3,""
"org.axonframework.config.AggregateConfiguration",0.014818075117370894,5,4,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$InvocationHandler",0.014744718309859153,13,,""
"org.axonframework.serialization.ChainingConverter",0.014730046948356805,6,3,""
"org.axonframework.eventsourcing.EventSourcedAggregate",0.014671361502347416,8,11,""
"org.axonframework.common.lock.DeadlockException",0.014581586742678293,2,1,""
"org.axonframework.messaging.responsetypes.ResponseTypes",0.014524647887323943,3,5,""
"org.axonframework.modelling.command.VersionedAggregateIdentifier",0.014363262910798123,7,1,""
"org.axonframework.config.TagsConfiguration",0.014231220657276996,3,,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel",0.0142018779342723,1,20,""
"org.axonframework.messaging.unitofwork.BatchingUnitOfWork",0.014166247484909458,4,10,""
"org.axonframework.config.LifecycleOperations",0.014084507042253521,3,1,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition",0.014084507042253521,6,4,""
"org.axonframework.serialization.upcasting.event.EventUpcasterChain",0.014084507042253521,3,3,""
"org.axonframework.modelling.saga.AbstractSagaManager",0.013893779342723005,5,20,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolver",0.013791079812206572,9,2,""
"org.axonframework.common.lock.LockAcquisitionFailedException",0.013715976414039797,2,1,""
"org.axonframework.modelling.command.ConcurrencyException",0.013644366197183098,4,1,""
"org.axonframework.common.jpa.EntityManagerProvider",0.013497652582159625,13,,""
"org.axonframework.messaging.annotation.MessageHandler",0.013453638497652584,8,2,""
"org.axonframework.modelling.command.inspection.ChildEntityDefinition",0.013380281690140845,2,2,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterProcessor",0.01335093896713615,3,2,""
"org.axonframework.queryhandling.QueryBus$1",0.013321596244131454,1,5,""
"org.axonframework.messaging.responsetypes.MultipleInstancesResponseType",0.013277582159624414,3,3,""
"org.axonframework.modelling.command.AggregateLifecycle",0.01318955399061033,2,7,""
"org.axonframework.eventhandling.MergedTrackingToken",0.013139252179745138,4,2,""
"org.axonframework.common.jdbc.PersistenceExceptionResolver",0.013130868544600938,11,,""
"org.axonframework.modelling.command.AggregateInvocationException",0.013116197183098593,2,1,""
"org.axonframework.modelling.command.ConflictingAggregateVersionException",0.01311619718309859,5,1,""
"org.axonframework.messaging.responsetypes.PublisherResponseType",0.013057511737089203,3,4,""
"org.axonframework.config.SagaConfiguration",0.013057511737089201,5,5,""
"org.axonframework.modelling.command.AggregateEntityNotFoundException",0.012969483568075117,2,1,""
"org.axonframework.modelling.command.inspection.AnnotatedCommandHandlerInterceptor",0.012969483568075117,2,6,""
"org.axonframework.modelling.command.inspection.ForwardingCommandMessageHandlingMember",0.012969483568075117,2,2,""
"org.axonframework.modelling.saga.SagaScopeDescriptor",0.012793427230046948,2,1,""
"org.axonframework.config.LifecycleHandler",0.01273474178403756,5,,""
"org.axonframework.common.CollectionUtils",0.012706447015425887,2,,""
"org.axonframework.common.property.Property",0.01261737089201878,11,,""
"org.axonframework.config.Configuration$1",0.01261737089201878,1,3,""
"org.axonframework.commandhandling.callbacks.LoggingCallback",0.012602699530516431,3,3,""
"org.axonframework.messaging.responsetypes.AbstractResponseType",0.012518863179074446,4,4,""
"org.axonframework.messaging.annotation.MessageHandlerInvocationException",0.012499999999999999,2,1,""
"org.axonframework.messaging.responsetypes.InstanceResponseType",0.012367957746478874,2,2,""
"org.axonframework.eventhandling.PropagatingErrorHandler",0.01227992957746479,3,6,""
"org.axonframework.eventhandling.AbstractEventProcessor$Builder",0.012279929577464788,7,11,""
"org.axonframework.messaging.responsetypes.OptionalResponseType",0.012250586854460096,2,4,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$1",0.012250586854460094,11,1,""
"org.axonframework.eventhandling.AbstractEventBus$Builder",0.01210387323943662,7,7,""
"org.axonframework.serialization.ChainedConverter",0.012074530516431923,2,6,""
"org.axonframework.modelling.command.EntityId",0.012059859154929577,2,,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry",0.0119424882629108,9,10,""
"org.axonframework.queryhandling.GenericQueryResponseMessage",0.011781103286384978,3,6,""
"org.axonframework.common.lock.PessimisticLockFactory$1",0.011686787391012742,3,1,""
"org.axonframework.modelling.saga.AbstractSagaManager$Builder",0.011590375586854459,3,8,""
"org.axonframework.eventsourcing.IncompatibleAggregateException",0.011546361502347419,2,1,""
"org.axonframework.messaging.deadletter.GenericDeadLetter",0.011546361502347419,6,5,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway$Builder",0.011370305164319248,7,5,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$1",0.011296948356807512,2,1,""
"org.axonframework.common.lock.PessimisticLockFactory$PubliclyOwnedReentrantLock",0.01124664654594232,2,1,""
"org.axonframework.common.caching.Cache$EntryListenerAdapter",0.011238262910798122,1,1,""
"org.axonframework.serialization.AbstractXStreamSerializer$Builder",0.011208920187793426,3,6,""
"org.axonframework.queryhandling.GenericQueryMessage",0.01119424882629108,4,6,""
"org.axonframework.common.IdentifierValidator",0.011179577464788731,1,1,""
"org.axonframework.common.ListUtils",0.011179577464788731,1,,""
"org.axonframework.modelling.command.AggregateRoot",0.011179577464788731,1,,""
"org.axonframework.modelling.command.AggregateVersion",0.011179577464788731,1,,""
"org.axonframework.modelling.command.inspection.AggregateModellingException",0.011179577464788731,1,1,""
"org.axonframework.modelling.saga.SagaInitializationPolicy",0.011150234741784037,2,2,""
"org.axonframework.eventhandling.pooled.WorkPackage",0.011106220657276995,8,17,""
"org.axonframework.eventhandling.TrackingEventStream",0.0110768779342723,5,2,""
"org.axonframework.modelling.saga.metamodel.SagaModel",0.01101819248826291,8,4,""
"org.axonframework.commandhandling.distributed.CommandMessageFilter",0.011003521126760563,11,4,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder",0.01085680751173709,1,2,""
"org.axonframework.test.AxonAssertionError",0.010783450704225352,8,,""
"org.axonframework.serialization.AnnotationRevisionResolver",0.010754107981220657,3,2,""
"org.axonframework.modelling.command.AggregateCreationPolicy",0.010695422535211267,5,,""
"org.axonframework.common.lock.PessimisticLockFactory$Builder",0.010659792085848423,1,2,""
"org.axonframework.common.lock.PessimisticLockFactory$DisposableLock",0.010659792085848423,1,6,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",0.01056338028169014,8,27,""
"org.axonframework.eventhandling.GapAwareTrackingToken",0.010483735747820253,4,3,""
"org.axonframework.serialization.UnknownSerializedType",0.010460680751173708,3,4,""
"org.axonframework.test.FixtureExecutionException",0.010416666666666668,7,1,""
"org.axonframework.commandhandling.MonitorAwareCallback",0.010416666666666666,3,4,""
"org.axonframework.modelling.command.AbstractRepository$Builder",0.01040199530516432,6,9,""
"org.axonframework.common.ProcessUtils",0.010351693494299128,3,1,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver",0.01034330985915493,4,9,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver$Builder",0.01034330985915493,4,4,""
"org.axonframework.serialization.xml.CompactDriver",0.01032863849765258,2,,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate$LazyIdentifierDomainEventMessage",0.010255281690140845,1,7,""
"org.axonframework.serialization.xml.XStreamSerializer$Builder",0.010181924882629107,2,6,""
"org.axonframework.serialization.ChainedConverter$1",0.01016934942991281,3,1,""
"org.axonframework.common.legacyjpa.EntityManagerProvider",0.010123239436619719,11,,""
"org.axonframework.serialization.upcasting.GenericUpcasterChain",0.010020539906103286,1,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory",0.009976525821596242,5,27,""
"org.axonframework.modelling.command.LockingRepository$Builder",0.009961854460093896,7,8,""
"org.axonframework.eventsourcing.EventSourcedAggregate$IgnoreApplyMore",0.009917840375586856,1,1,""
"org.axonframework.modelling.saga.AssociationResolver",0.009917840375586854,5,2,""
"org.axonframework.modelling.command.CreationPolicyAggregateFactory",0.009903169014084508,6,,""
"org.axonframework.serialization.Revision",0.009890593561368208,2,,""
"org.axonframework.serialization.AbstractXStreamSerializer",0.009888497652582158,1,22,""
"org.axonframework.serialization.xml.Dom4JToByteArrayConverter",0.009888497652582158,1,2,""
"org.axonframework.serialization.xml.InputStreamToDom4jConverter",0.009888497652582158,1,2,""
"org.axonframework.serialization.xml.InputStreamToXomConverter",0.009888497652582158,1,2,""
"org.axonframework.serialization.xml.XomToStringConverter",0.009888497652582158,1,1,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$1",0.00987382629107981,2,1,""
"org.axonframework.util.ClasspathResolver",0.009798373574782025,1,,""
"org.axonframework.eventhandling.AbstractEventProcessor",0.009785798122065727,3,17,""
"org.axonframework.eventhandling.EventProcessingException",0.009785798122065727,2,1,""
"org.axonframework.serialization.ChainedConverter$Route",0.009729208584842388,2,3,""
"org.axonframework.eventhandling.TrackingEventProcessor",0.009683098591549295,8,43,""
"org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback",0.009595070422535212,4,7,""
