"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_8c_Closeness_Stream.cypher"
"org.axonframework.messaging.annotation.ClasspathParameterResolverFactory",0.02654028032931891,12,2,""
"org.axonframework.tracing.NoOpSpanFactory$NoOpSpan",0.026384427422233202,1,2,""
"org.axonframework.eventhandling.tokenstore.TokenStore",0.02619026122547249,22,5,""
"org.axonframework.common.TypeReflectionUtils$VarMap",0.025887248912041503,3,3,""
"org.axonframework.eventsourcing.AggregateFactory",0.025536028672032193,14,1,""
"org.axonframework.common.stream.StreamUtils",0.02470182615299641,2,2,""
"org.axonframework.messaging.Scope",0.024588874026280585,4,1,""
"org.axonframework.eventhandling.GenericTrackedDomainEventMessage",0.024574834901525337,4,7,""
"org.axonframework.serialization.SerializedMessage",0.024574834901525337,4,9,""
"org.axonframework.eventhandling.DomainEventSequenceAware",0.024257042253521127,3,,""
"org.axonframework.commandhandling.GenericCommandMessage",0.024043831957260807,6,5,""
"org.axonframework.common.transaction.NoTransactionManager",0.02373571136966728,15,3,""
"org.axonframework.monitoring.NoOpMessageMonitor",0.023697494702729652,9,4,""
"org.axonframework.eventhandling.ListenerInvocationErrorHandler",0.0236697965571205,15,2,""
"org.axonframework.common.Priority",0.02358791926818644,12,,""
"org.axonframework.modelling.command.inspection.EntityModel",0.023528453960758772,10,2,""
"org.axonframework.common.io.IOUtils",0.023111395646606914,10,,""
"org.axonframework.lifecycle.Lifecycle$LifecycleHandler",0.023027588608574526,7,,""
"org.axonframework.eventhandling.EventMessageHandler",0.023006819195717287,9,3,""
"org.axonframework.serialization.upcasting.event.InitialEventRepresentation",0.022224254618620817,2,13,""
"org.axonframework.messaging.unitofwork.DefaultUnitOfWork",0.02209901198234181,14,10,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector",0.021949318864003697,7,11,""
"org.axonframework.modelling.command.RepositoryProvider",0.021761081193040595,21,1,""
"org.axonframework.lifecycle.Lifecycle",0.021649204168098016,12,2,""
"org.axonframework.serialization.SerializationException",0.021620647980290984,4,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$ParameterizedTypeImpl",0.02139361325183807,1,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",0.02139361325183807,1,1,""
"org.axonframework.messaging.annotation.MultiHandlerDefinition",0.02117970983797522,4,7,""
"org.axonframework.messaging.deadletter.DeadLetter",0.02115191146881288,20,3,""
"org.axonframework.modelling.saga.AssociationValues",0.021085577794250885,12,1,""
"org.axonframework.deadline.DeadlineManager",0.020601219255833508,5,5,""
"org.axonframework.messaging.annotation.MultiParameterResolverFactory",0.020561324149275213,4,3,""
"org.axonframework.eventhandling.TrackedEventData",0.02040499703200043,8,2,""
"org.axonframework.modelling.saga.repository.SagaStore",0.020262059080144584,15,3,""
"org.axonframework.config.Configuration",0.019673272191287255,23,33,""
"org.axonframework.eventsourcing.snapshotting.SnapshotFilter",0.019641840944657846,10,1,""
"org.axonframework.common.stream.StreamUtils$1",0.01960767523428509,1,2,""
"org.axonframework.eventhandling.tokenstore.UnableToClaimTokenException",0.019441804199429705,9,1,""
"org.axonframework.queryhandling.SubscriptionQueryUpdateMessage",0.019417978458989228,10,2,""
"org.axonframework.queryhandling.GenericSubscriptionQueryUpdateMessage",0.01922549642114985,2,6,""
"org.axonframework.modelling.saga.ResourceInjector",0.01916742389822808,10,,""
"org.axonframework.eventsourcing.Snapshotter",0.019006898534061515,9,,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema",0.018971588149587177,21,2,""
"org.axonframework.eventhandling.EventHandlerInvoker",0.0189336888382317,12,2,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",0.018889197252480398,8,1,""
"org.axonframework.queryhandling.QueryUpdateEmitter",0.01876389918458117,7,6,""
"org.axonframework.eventhandling.tokenstore.UnableToInitializeTokenException",0.018641259320629662,5,1,""
"org.axonframework.eventhandling.async.SequencingPolicy",0.01860705517508722,12,,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain",0.01859340863663831,6,2,""
"org.axonframework.eventhandling.tokenstore.UnableToRetrieveIdentifierException",0.018532246108228317,4,1,""
"org.axonframework.messaging.annotation.InterceptorChainParameterResolverFactory",0.018522091452826548,4,8,""
"org.axonframework.messaging.annotation.MessageInterceptingMember",0.01848859927859842,4,1,""
"org.axonframework.commandhandling.NoHandlerForCommandException",0.018466916607559024,6,2,""
"org.axonframework.modelling.saga.repository.SagaStore$Entry",0.01845184007269423,12,1,""
"org.axonframework.common.annotation.PriorityAnnotationComparator",0.018381604656842788,3,2,""
"org.axonframework.eventhandling.ErrorHandler",0.018316901408450704,9,1,""
"org.axonframework.serialization.upcasting.event.UpcastedEventRepresentation",0.018316334081547075,1,8,""
"org.axonframework.messaging.ScopeAwareProvider",0.018268434134217068,11,2,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory",0.018173292088982492,11,8,""
"org.axonframework.eventhandling.scheduling.EventScheduler",0.018084233556679888,5,1,""
"org.axonframework.monitoring.NoOpMessageMonitorCallback",0.0180125836989148,1,1,""
"org.axonframework.queryhandling.QueryResponseMessage",0.017895608947804474,6,2,""
"org.axonframework.queryhandling.QueryBus",0.017848470131131618,9,13,""
"org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition",0.017668698759722514,5,3,""
"org.axonframework.messaging.annotation.HasHandlerAttributes",0.01735283495846876,9,,""
"org.axonframework.common.AxonThreadFactory",0.017324232278919417,7,1,""
"org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition",0.017138065783424583,3,2,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$NoMoreInterceptors",0.017114760212364532,2,3,""
"org.axonframework.messaging.deadletter.EnqueueDecision",0.017086661761614462,12,2,""
"org.axonframework.messaging.deadletter.Cause",0.017060042546948356,9,,""
"org.axonframework.serialization.ContentTypeConverter",0.017053181155900925,17,,""
"org.axonframework.messaging.annotation.HandlerComparator",0.01700878646491955,1,1,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$1",0.016788820698485585,2,1,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$ChainedMessageHandlerInterceptorMember",0.016736355633802817,1,6,""
"org.axonframework.test.matchers.FieldFilter",0.016672001707212974,18,,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterQueue",0.016545877204977435,8,5,""
"org.axonframework.common.transaction.NoTransactionManager$1",0.01654307156067719,1,2,""
"org.axonframework.eventhandling.EventProcessor",0.016489178976296804,7,3,""
"org.axonframework.eventhandling.scheduling.ScheduleToken",0.01635437625754527,9,,""
"org.axonframework.deadline.GenericDeadlineMessage",0.0160431338028169,8,6,""
"org.axonframework.eventhandling.WrappedToken",0.015938870930501038,8,1,""
"org.axonframework.eventsourcing.SnapshotTrigger",0.015374424766420303,10,1,""
"org.axonframework.common.DateTimeUtils",0.01525519093945114,12,,""
"org.axonframework.queryhandling.SubscriptionQueryMessage",0.015191736355633803,7,3,""
"org.axonframework.queryhandling.SubscriptionQueryBackpressure",0.015073970957528113,6,,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine",0.014771850279760756,15,5,""
"org.axonframework.modelling.command.ApplyMore",0.014731380708493386,7,,""
"org.axonframework.eventhandling.ErrorContext",0.014693096852721266,3,1,""
"org.axonframework.commandhandling.gateway.CommandGateway",0.014444622279129321,3,5,""
"org.axonframework.common.lock.LockFactory",0.01444258772976844,11,1,""
"org.axonframework.eventhandling.ReplayToken",0.014366539040065636,7,5,""
"org.axonframework.queryhandling.SubscriptionQueryResult",0.01426056338028169,6,1,""
"org.axonframework.eventhandling.EventTrackerStatus",0.014243706922385376,8,2,""
"org.axonframework.modelling.saga.repository.NoResourceInjector",0.014123630672926447,2,1,""
"org.axonframework.config.ModuleConfiguration",0.01409917840375587,6,1,""
"org.axonframework.common.caching.Cache",0.014084507042253521,12,3,""
"org.axonframework.eventsourcing.SnapshotTriggerDefinition",0.014004481434058899,11,1,""
"org.axonframework.commandhandling.gateway.RetryScheduler",0.013939803202778312,9,1,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",0.013876440460947504,11,2,""
"org.axonframework.queryhandling.StreamingQueryMessage",0.013855490667582732,5,3,""
"org.axonframework.queryhandling.UpdateHandlerRegistration",0.013797600417318727,3,2,""
"org.axonframework.config.EventProcessingConfiguration",0.01365770379854887,5,16,""
"org.axonframework.modelling.command.CommandTargetResolver",0.013460307298335467,10,2,""
"org.axonframework.eventhandling.gateway.EventGateway",0.01338954781319496,3,2,""
"org.axonframework.queryhandling.QueryGateway",0.01338954781319496,3,6,""
"org.axonframework.modelling.command.inspection.AggregateMetaModelFactory",0.013343217197924388,2,1,""
"org.axonframework.common.lock.Lock",0.013256006628003313,9,,""
"org.axonframework.messaging.deadletter.EnqueuePolicy",0.013242919052778208,6,3,""
"org.axonframework.modelling.command.AggregateScopeDescriptor",0.013209727112676057,6,2,""
"org.axonframework.modelling.saga.SagaRepository",0.013204225352112676,8,2,""
"org.axonframework.eventhandling.ResetNotSupportedException",0.012964148527528809,3,1,""
"org.axonframework.modelling.command.AggregateNotFoundException",0.012877263581488933,11,1,""
"org.axonframework.config.AggregateConfiguration",0.012817434912505334,5,4,""
"org.axonframework.messaging.deadletter.DeadLetterQueueOverflowException",0.012732645875251511,4,1,""
"org.axonframework.messaging.deadletter.NoSuchDeadLetterException",0.012732645875251511,4,1,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel",0.012709426493602136,1,20,""
"org.axonframework.config.TagsConfiguration",0.012695893671890498,3,,""
"org.axonframework.serialization.CannotConvertBetweenTypesException",0.012585649029311,7,1,""
"org.axonframework.serialization.xml.XStreamSerializer",0.012548015364916771,9,11,""
"org.axonframework.config.LifecycleOperations",0.012519561815336464,3,1,""
"org.axonframework.serialization.upcasting.event.EventUpcasterChain",0.012519561815336464,3,3,""
"org.axonframework.common.caching.Cache$EntryListener",0.012400489895897123,9,,""
"org.axonframework.messaging.responsetypes.ResponseTypes",0.012378961267605635,3,5,""
"org.axonframework.modelling.command.inspection.ChildEntity",0.012223340040241447,4,2,""
"org.axonframework.serialization.RevisionResolver",0.012141816415735796,13,,""
"org.axonframework.queryhandling.QueryBus$1",0.012131382042253521,1,5,""
"org.axonframework.common.lock.DeadlockException",0.01189978152744852,2,1,""
"org.axonframework.common.jpa.EntityManagerProvider",0.011883802816901408,13,,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterProcessor",0.011883802816901408,3,2,""
"org.axonframework.eventhandling.TrackerStatus",0.011860637509266123,12,6,""
"org.axonframework.serialization.ChainingConverter",0.01184994582881907,6,3,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$InvocationHandler",0.011834898278560251,13,,""
"org.axonframework.modelling.saga.SagaCreationPolicy",0.011807577307419938,5,,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate",0.011744810971089698,5,25,""
"org.axonframework.config.Configuration$1",0.011588365811306192,1,3,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition",0.011588365811306192,6,4,""
"org.axonframework.modelling.command.inspection.ChildEntityDefinition",0.011443661971830986,2,2,""
"org.axonframework.modelling.saga.Saga",0.011371592125854542,5,3,""
"org.axonframework.modelling.command.VersionedAggregateIdentifier",0.011317907444668008,7,1,""
"org.axonframework.eventsourcing.EventSourcedAggregate",0.011267605633802818,8,11,""
"org.axonframework.common.lock.PessimisticLockFactory",0.01125229638701776,6,7,""
"org.axonframework.messaging.unitofwork.BatchingUnitOfWork",0.011232761150234742,4,10,""
"org.axonframework.common.lock.LockAcquisitionFailedException",0.011202379942304429,2,1,""
"org.axonframework.modelling.command.ConcurrencyException",0.011090163025396473,4,1,""
"org.axonframework.modelling.saga.AbstractSagaManager",0.011090163025396473,5,20,""
"org.axonframework.config.SagaConfiguration",0.011018698397280232,5,5,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolver",0.011003521126760563,9,2,""
"org.axonframework.common.property.Property",0.010969664138678222,11,,""
"org.axonframework.modelling.command.AggregateInvocationException",0.01095691797845899,2,1,""
"org.axonframework.eventhandling.LoggingErrorHandler",0.010924394682702959,4,3,""
"org.axonframework.messaging.responsetypes.MultipleInstancesResponseType",0.010892842434725311,3,3,""
"org.axonframework.modelling.command.AggregateLifecycle",0.010869331844726899,2,7,""
"org.axonframework.modelling.command.AggregateEntityNotFoundException",0.010829511955453652,2,1,""
"org.axonframework.modelling.command.inspection.AnnotatedCommandHandlerInterceptor",0.010829511955453652,2,6,""
"org.axonframework.modelling.command.inspection.ForwardingCommandMessageHandlingMember",0.010829511955453652,2,2,""
"org.axonframework.messaging.annotation.MessageHandlerInvocationException",0.010787765810549571,2,1,""
"org.axonframework.eventhandling.PropagatingErrorHandler",0.010708236762346227,3,6,""
"org.axonframework.messaging.responsetypes.PublisherResponseType",0.010674074386438392,3,4,""
"org.axonframework.common.jdbc.PersistenceExceptionResolver",0.010670081092616305,11,,""
"org.axonframework.modelling.saga.SagaScopeDescriptor",0.01062591395366736,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$1",0.01058030877573131,2,1,""
"org.axonframework.messaging.responsetypes.InstanceResponseType",0.010568164421310472,2,2,""
"org.axonframework.modelling.command.EntityId",0.010463150188258262,2,,""
"org.axonframework.messaging.responsetypes.OptionalResponseType",0.010424388435878429,2,4,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder",0.010380680308264683,1,2,""
"org.axonframework.eventhandling.MergedTrackingToken",0.010307814629713767,4,2,""
"org.axonframework.commandhandling.callbacks.LoggingCallback",0.010300048152160826,3,3,""
"org.axonframework.config.LifecycleHandler",0.010198157027270003,5,,""
"org.axonframework.messaging.annotation.MessageHandler",0.010186116700201206,8,2,""
"org.axonframework.modelling.command.ConflictingAggregateVersionException",0.010173066702099389,5,1,""
"org.axonframework.commandhandling.distributed.CommandMessageFilter",0.010149130074565036,11,4,""
"org.axonframework.serialization.ChainedConverter",0.010143245838668375,2,6,""
"org.axonframework.common.IdentifierValidator",0.010090393104898045,1,1,""
"org.axonframework.common.ListUtils",0.010090393104898045,1,,""
"org.axonframework.modelling.command.AggregateRoot",0.010090393104898045,1,,""
"org.axonframework.modelling.command.AggregateVersion",0.010090393104898045,1,,""
"org.axonframework.modelling.command.inspection.AggregateModellingException",0.010090393104898045,1,1,""
"org.axonframework.common.CollectionUtils",0.010064553990610329,2,,""
"org.axonframework.common.caching.Cache$EntryListenerAdapter",0.009882750108900829,1,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$1",0.009834871296745993,11,1,""
"org.axonframework.common.legacyjpa.EntityManagerProvider",0.009750812567713976,11,,""
"org.axonframework.queryhandling.GenericQueryResponseMessage",0.009640845070422534,3,6,""
"org.axonframework.eventsourcing.IncompatibleAggregateException",0.009600053149083177,2,1,""
"org.axonframework.messaging.responsetypes.AbstractResponseType",0.009521920253917874,4,4,""
"org.axonframework.eventhandling.AbstractEventBus$Builder",0.00944556226246367,7,7,""
"org.axonframework.serialization.AbstractXStreamSerializer$Builder",0.00943158953722334,3,6,""
"org.axonframework.eventhandling.TrackingEventStream",0.009313380281690141,5,2,""
"org.axonframework.modelling.saga.AbstractSagaManager$Builder",0.009191015659172425,3,8,""
"org.axonframework.eventhandling.AbstractEventProcessor$Builder",0.009154929577464789,7,11,""
"org.axonframework.modelling.saga.SagaInitializationPolicy",0.009134280994609634,2,2,""
"org.axonframework.serialization.upcasting.GenericUpcasterChain",0.009129778672032194,1,1,""
"org.axonframework.test.FixtureExecutionException",0.00908576458752515,7,1,""
"org.axonframework.commandhandling.MonitorAwareCallback",0.009054325955734405,3,4,""
"org.axonframework.serialization.xml.CompactDriver",0.008919480739860852,2,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory",0.008912852112676057,5,27,""
"org.axonframework.common.lock.PessimisticLockFactory$1",0.008822823303457107,3,1,""
"org.axonframework.serialization.AbstractXStreamSerializer",0.008813296445338698,1,22,""
"org.axonframework.serialization.xml.Dom4JToByteArrayConverter",0.008813296445338698,1,2,""
"org.axonframework.serialization.xml.InputStreamToDom4jConverter",0.008813296445338698,1,2,""
"org.axonframework.serialization.xml.InputStreamToXomConverter",0.008813296445338698,1,2,""
"org.axonframework.serialization.xml.XomToStringConverter",0.008813296445338698,1,1,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate$LazyIdentifierDomainEventMessage",0.008808608228317274,1,7,""
"org.axonframework.common.lock.PessimisticLockFactory$PubliclyOwnedReentrantLock",0.008772976844115541,2,1,""
"org.axonframework.queryhandling.GenericQueryMessage",0.00877246236036911,4,6,""
"org.axonframework.serialization.xml.XStreamSerializer$Builder",0.008735960064182563,2,6,""
"org.axonframework.common.lock.PessimisticLockFactory$Builder",0.008674954756471792,1,2,""
"org.axonframework.common.lock.PessimisticLockFactory$DisposableLock",0.008674954756471792,1,6,""
"org.axonframework.test.AxonAssertionError",0.008642765685019205,8,,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry",0.008626760563380282,9,10,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver",0.00862420902224944,4,9,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver$Builder",0.00862420902224944,4,4,""
"org.axonframework.serialization.AnnotationRevisionResolver",0.00855916750503018,3,2,""
"org.axonframework.messaging.deadletter.GenericDeadLetter",0.008501006036217304,6,5,""
"org.axonframework.eventsourcing.EventSourcedAggregate$IgnoreApplyMore",0.008483422659852923,1,1,""
"org.axonframework.serialization.UnknownSerializedType",0.008480046948356806,3,4,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway$Builder",0.008464247020585049,7,5,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$1",0.008375749546785664,2,1,""
"org.axonframework.eventhandling.EventProcessingException",0.008346374543557642,2,1,""
"org.axonframework.modelling.command.AggregateCreationPolicy",0.008312168090510275,5,,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$NoSnapshotTrigger",0.008293634355150509,1,3,""
"org.axonframework.eventhandling.TrackingEventProcessorConfiguration",0.008188666885031117,4,7,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore$Builder",0.008148893360160964,5,6,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",0.008148893360160964,8,27,""
"org.axonframework.util.ClasspathResolver",0.008067008923771638,1,,""
"org.axonframework.serialization.ChainedConverter$1",0.008065713558459189,3,1,""
"org.axonframework.modelling.command.ConflictingModificationException",0.008034120214243205,1,1,""
"org.axonframework.common.ProcessUtils",0.00802156690140845,3,1,""
"org.axonframework.serialization.ChainedConverter$Route",0.008017415872480392,2,3,""
"org.axonframework.serialization.Revision",0.007928326538176426,2,,""
"org.axonframework.serialization.ChainedConverter$RouteCalculator",0.007922535211267607,1,3,""
"org.axonframework.common.property.PropertyAccessStrategy",0.007922535211267605,6,1,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry",0.007829873980726465,7,2,""
"org.axonframework.eventhandling.AbstractEventProcessor",0.007748958539972227,3,17,""
"org.axonframework.modelling.command.AbstractRepository$Builder",0.007746478873239437,6,9,""
