"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: Overview/Effective_lines_of_method_code_per_type.cypher"
"axon-modelling-4.10.0","org.axonframework.modelling.saga","AnnotatedSaga",58,9,"<init>",6,"handle",""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.autoconfig","AxonServerAutoConfiguration",58,10,"lambda$null$8",3,"clientName",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.command","CommandSerializer",56,17,"serialize",4,"deserialize",""
"axon-configuration-4.10.0","org.axonframework.config","SagaConfigurer$SagaConfigurationImpl",56,13,"initialize",3,"initialize",""
"axon-configuration-4.10.0","org.axonframework.config","Configuration",56,9,"eventProcessingConfiguration",5,"eventProcessingConfiguration",""
"axon-test-4.10.0","org.axonframework.test.aggregate","AggregateTestFixture$RecordingEventStore",56,14,"lambda$doAppendEvents$2",8,"lambda$doAppendEvents$2",""
"axon-test-4.10.0","org.axonframework.test.server","AxonServerEEContainer",56,13,"equals",11,"equals",""
"axon-messaging-4.10.0","org.axonframework.eventhandling","AbstractEventProcessor",55,11,"<init>",4,"processMessageInUnitOfWork",""
"axon-messaging-4.10.0","org.axonframework.eventhandling","TrackingEventProcessor$Builder",55,7,"validate",3,"transactionManager",""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jdbc","DefaultDeadLetterJdbcConverter",55,31,"convertToLetter",5,"convertToLetter",""
"axon-messaging-4.10.0","org.axonframework.serialization.json","JacksonSerializer",55,12,"deserialize",9,"deserialize",""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore",55,12,"<init>",3,"openStream",""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore",55,12,"<init>",3,"findNode",""
"axon-tracing-opentelemetry-4.10.0","org.axonframework.tracing.opentelemetry","OpenTelemetrySpanFactory",55,9,"createHandlerSpan",2,"formatName",""
"axon-messaging-4.10.0","org.axonframework.eventhandling","TrackingEventProcessorConfiguration",54,12,"<init>",2,"lambda$andEventAvailabilityTimeout$3",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector","AxonServerConnectionManager$Builder",54,40,"build",12,"build",""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.autoconfig","AxonServerBusAutoConfiguration",54,20,"queryBus",1,"axonServerEventStoreFactory",""
"axon-messaging-4.10.0","org.axonframework.deadline.dbscheduler","DbSchedulerBinaryDeadlineDetails",53,12,"equals",11,"equals",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.query.subscription","AxonServerSubscriptionQueryResult",53,11,"<init>",4,"lambda$null$0",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.event.axon","AxonServerEventStore$AxonIQEventStorageEngine$Builder",53,4,"validate",2,"snapshotFilter",""
"axon-messaging-4.10.0","org.axonframework.commandhandling.distributed","ReplyMessage",52,13,"equals",12,"equals",""
"axon-messaging-4.10.0","org.axonframework.deadline.dbscheduler","DbSchedulerHumanReadableDeadlineDetails",52,12,"equals",11,"equals",""
"axon-messaging-4.10.0","org.axonframework.eventhandling.async","AsynchronousEventProcessingStrategy",52,11,"assignEventsToScheduler",4,"lambda$schedule$3",""
"axon-messaging-4.10.0","org.axonframework.serialization","ChainingConverter",52,11,"registerConverter",5,"canConvert",""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository","AnnotatedSagaRepository$Builder",52,6,"inspectChainedInterceptor",5,"inspectChainedInterceptor",""
"axon-messaging-4.10.0","org.axonframework.messaging","GenericResultMessage",51,13,"describeTo",3,"findExceptionResult",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.processor","EventProcessorControlService$AxonProcessorInstructionHandler",51,8,"mergeSegment",4,"mergeSegment",""
"axon-disruptor-4.10.0","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$DisruptorRepository",50,22,"send",7,"send",""
"axon-messaging-4.10.0","org.axonframework.eventhandling","AnnotationEventHandlerAdapter",50,11,"prepareReset",4,"prepareReset",""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jpa","EventMessageDeadLetterJpaConverter",50,21,"convert",5,"canConvert",""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.legacyjpa","EventMessageDeadLetterJpaConverter",50,21,"convert",5,"canConvert",""
"axon-messaging-4.10.0","org.axonframework.serialization","AbstractXStreamSerializer",50,22,"<init>",4,"typeForClass",""
"axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","AbstractResponseType",49,11,"isParameterizedTypeOfExpectedType",7,"isParameterizedTypeOfExpectedType",""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore$Builder",49,7,"<init>",3,"fetchEventConsumptionSystemPropertyOrDefault",""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore","AbstractEventStorageEngine",49,13,"buildExceptionMessage",7,"handlePersistenceException",""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$Builder",49,7,"<init>",3,"fetchEventConsumptionSystemPropertyOrDefault",""
"axon-disruptor-4.10.0","org.axonframework.disruptor.commandhandling","CommandHandlingEntry",48,10,"reset",4,"registerAggregateIdentifier",""
"axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","MultipleInstancesResponseType",48,17,"convert",10,"convert",""
"axon-messaging-4.10.0","org.axonframework.queryhandling","GenericQueryResponseMessage",48,12,"asNullableResponseMessage",5,"asNullableResponseMessage",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.util","PriorityExecutorService",48,6,"lambda$submit$0",2,"createPriorityCallable",""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing","EventSourcingRepository",48,11,"doLoadWithLock",5,"doLoadWithLock",""
"axon-test-4.10.0","org.axonframework.test.saga","CommandValidator",48,26,"assertDispatchedEqualTo",9,"assertDispatchedEqualTo",""
"axon-messaging-4.10.0","org.axonframework.deadline","SimpleDeadlineManager$DeadlineTask",47,25,"run",6,"run",""
"axon-messaging-4.10.0","org.axonframework.deadline.quartz","DeadlineJob$DeadlineJobDataBinder",47,12,"putDeadlineMessage",2,"deadlineMessage",""
"axon-messaging-4.10.0","org.axonframework.eventhandling","SimpleEventHandlerInvoker",46,9,"<init>",3,"detectList",""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jpa","DeadLetterEntry",46,13,"<init>",4,"equals",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector","AxonServerConfiguration$Builder",46,6,"<init>",1,"flowControl",""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore","AbstractEventStore",46,13,"readEvents",4,"readEvents",""
"axon-messaging-4.10.0","org.axonframework.deadline.dbscheduler","DbSchedulerDeadlineManager$Builder",45,8,"<init>",1,"scheduler",""
"axon-messaging-4.10.0","org.axonframework.tracing","Span",45,9,"runConsumer",5,"runConsumer",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.util","FlowControllingStreamObserver",45,12,"<init>",2,"onCompleted",""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository","CachingSagaStore",45,6,"<init>",3,"loadSaga",""
"axon-messaging-4.10.0","org.axonframework.common.lock","PessimisticLockFactory$DisposableLock",44,18,"lock",10,"lock",""
"axon-messaging-4.10.0","org.axonframework.eventhandling","GenericDomainEventMessage",44,8,"describeTo",4,"andMetaData",""
"axon-messaging-4.10.0","org.axonframework.eventhandling.pooled","MergeTask",44,12,"task",3,"mergeSegments",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector","AxonServerConnectionManager",44,10,"<init>",3,"isConnected",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.query","StreamableMultiInstanceResponse",44,13,"<init>",9,"stream",""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing","AbstractSnapshotter",44,20,"doScheduleSnapshot",8,"doScheduleSnapshot",""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.autoconfig","JdbcAutoConfiguration",44,10,"eventStorageEngine",1,"sagaStoreWithSchema",""
"axon-messaging-4.10.0","org.axonframework.commandhandling","AnnotationCommandHandlerAdapter",43,8,"supportedCommandNames",1,"subscribe",""
"axon-messaging-4.10.0","org.axonframework.common.jdbc","UnitOfWorkAwareConnectionProviderWrapper",43,13,"getConnection",7,"lambda$getConnection$2",""
"axon-messaging-4.10.0","org.axonframework.eventhandling.async","EventProcessorTask",43,10,"yield",5,"run",""
"axon-messaging-4.10.0","org.axonframework.messaging.unitofwork","DefaultUnitOfWork",43,21,"executeWithResult",9,"executeWithResult",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.event.axon","AxonServerEventStoreFactory$Builder",43,6,"<init>",1,"configuration",""
"axon-modelling-4.10.0","org.axonframework.modelling.command.inspection","ChildForwardingCommandMessageHandlingMember",43,15,"handle",4,"handle",""
"axon-tracing-opentelemetry-4.10.0","org.axonframework.tracing.opentelemetry","OpenTelemetrySpan",43,12,"end",4,"end",""
"axon-messaging-4.10.0","org.axonframework.commandhandling.distributed","DispatchMessage",42,12,"equals",11,"equals",""
"axon-messaging-4.10.0","org.axonframework.common.lock","PessimisticLockFactory",42,9,"obtainLock",3,"obtainLock",""
"axon-messaging-4.10.0","org.axonframework.deadline.quartz","QuartzDeadlineManager$Builder",42,6,"<init>",2,"validate",""
"axon-messaging-4.10.0","org.axonframework.eventhandling","SubscribingEventProcessor$Builder",42,5,"<init>",1,"eventHandlerInvoker",""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jdbc","GenericDeadLetterTableFactory",42,28,"createTableSql",1,"processingGroupIndexSql",""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.inmemory","InMemoryTokenStore",42,6,"fetchToken",4,"fetchToken",""
"axon-messaging-4.10.0","org.axonframework.queryhandling","SimpleQueryBus$Builder",42,13,"<init>",1,"messageMonitor",""
"axon-messaging-4.10.0","org.axonframework.serialization","JavaSerializer",42,13,"deserialize",6,"deserialize",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.util","GrpcMetaDataConverter",42,19,"convertToMetaDataValue",8,"convertFromMetaDataValue",""
