"fullQualifiedPackageName","packageName","score","incomingDependencies","outgoingDependencies"
"org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",0.02093890836669996,23,375
"org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",0.02093890836669996,9,330
"org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",0.02093890836669996,2,106
"org.axonframework.modelling.command.legacyjpa","legacyjpa",0.02093890836669996,2,143
"org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",0.02093890836669996,3,81
"org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",0.02093890836669996,1,27
"org.axonframework.deadline.quartz","quartz",0.02093890836669996,5,481
"org.axonframework.eventhandling.scheduling.quartz","quartz",0.02093890836669996,10,202
"org.axonframework.test.saga","saga",0.02093890836669996,43,1375

"Source Cypher Query:","Centrality_4c_Article_Rank_Stream.cypher"
