"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: External_Dependencies/Package_json_dependencies_occurrence.cypher"
"typescript",1,1,"@remix-run/react-router","^5.1.6","react-router-6.27.0",""
"@types/react-dom",1,1,"@remix-run/react-router","^18.2.7","react-router-6.27.0",""
"@babel/core",1,1,"@remix-run/react-router","^7.22.9","react-router-6.27.0",""
"babel-plugin-dev-expression",1,1,"@remix-run/react-router","^0.2.3","react-router-6.27.0",""
"@types/semver",1,1,"@remix-run/react-router","^7.5.0","react-router-6.27.0",""
"babel-jest",1,1,"@remix-run/react-router","^29.6.2","react-router-6.27.0",""
"rollup-plugin-terser",1,1,"@remix-run/react-router","^7.0.2","react-router-6.27.0",""
"@testing-library/jest-dom",1,1,"@remix-run/react-router","5.17.0","react-router-6.27.0",""
"abort-controller",1,1,"@remix-run/react-router","^3.0.0","react-router-6.27.0",""
"remark-parse",1,1,"@remix-run/react-router","^10.0.1","react-router-6.27.0",""
"eslint-plugin-flowtype",1,1,"@remix-run/react-router","^5.10.0","react-router-6.27.0",""
"eslint-plugin-react-hooks",1,1,"@remix-run/react-router","next","react-router-6.27.0",""
"unified",1,1,"@remix-run/react-router","^10.1.2","react-router-6.27.0",""
"remark-gfm",1,1,"@remix-run/react-router","3.0.1","react-router-6.27.0",""
"jsonfile",1,1,"@remix-run/react-router","^6.1.0","react-router-6.27.0",""
"semver",1,1,"@remix-run/react-router","^7.5.4","react-router-6.27.0",""
"@rollup/plugin-babel",1,1,"@remix-run/react-router","^5.3.1","react-router-6.27.0",""
"unist-util-remove",1,1,"@remix-run/react-router","^3.1.0","react-router-6.27.0",""
"@octokit/graphql",1,1,"@remix-run/react-router","^4.8.0","react-router-6.27.0",""
"@babel/preset-modules",1,1,"@remix-run/react-router","^0.1.6","react-router-6.27.0",""
"@types/react",1,1,"@remix-run/react-router","^18.2.18","react-router-6.27.0",""
"eslint-plugin-jest",1,1,"@remix-run/react-router","^26.9.0","react-router-6.27.0",""
"type-fest",1,1,"@remix-run/react-router","^2.19.0","react-router-6.27.0",""
"@octokit/plugin-paginate-rest",1,1,"@remix-run/react-router","^2.21.3","react-router-6.27.0",""
"eslint-config-react-app",1,1,"@remix-run/react-router","^6.0.0","react-router-6.27.0",""
"@remix-run/web-fetch",1,1,"@remix-run/react-router","4.3.6","react-router-6.27.0",""
"@types/react-test-renderer",1,1,"@remix-run/react-router","^18.0.0","react-router-6.27.0",""
"babel-eslint",1,1,"@remix-run/react-router","^10.1.0","react-router-6.27.0",""
"@octokit/core",1,1,"@remix-run/react-router","^4.2.4","react-router-6.27.0",""
"@types/jest",1,1,"@remix-run/react-router","29.5.3","react-router-6.27.0",""
"eslint-plugin-jsx-a11y",1,1,"@remix-run/react-router","^6.7.1","react-router-6.27.0",""
"jest-environment-jsdom",1,1,"@remix-run/react-router","^29.6.2","react-router-6.27.0",""
"@testing-library/react",1,1,"@remix-run/react-router","^13.4.0","react-router-6.27.0",""
"@types/jsdom",1,1,"@remix-run/react-router","^21.1.1","react-router-6.27.0",""
"@rollup/plugin-replace",1,1,"@remix-run/react-router","^4.0.0","react-router-6.27.0",""
"@changesets/cli",1,1,"@remix-run/react-router","^2.26.2","react-router-6.27.0",""
"@babel/preset-typescript",1,1,"@remix-run/react-router","^7.22.5","react-router-6.27.0",""
"eslint",1,1,"@remix-run/react-router","^7.32.0","react-router-6.27.0",""
"@babel/preset-env",1,1,"@remix-run/react-router","^7.22.9","react-router-6.27.0",""
"@manypkg/get-packages",1,1,"@remix-run/react-router","1.1.3","react-router-6.27.0",""
"eslint-plugin-import",1,1,"@remix-run/react-router","^2.28.0","react-router-6.27.0",""
"prompt-confirm",1,1,"@remix-run/react-router","^2.0.4","react-router-6.27.0",""
"@typescript-eslint/parser",1,1,"@remix-run/react-router","^4.33.0","react-router-6.27.0",""
"@rollup/plugin-typescript",1,1,"@remix-run/react-router","^8.5.0","react-router-6.27.0",""
"jest",1,1,"@remix-run/react-router","^29.6.2","react-router-6.27.0",""
"rollup-plugin-extensions",1,1,"@remix-run/react-router","^0.1.0","react-router-6.27.0",""
"rollup-plugin-prettier",1,1,"@remix-run/react-router","^2.3.0","react-router-6.27.0",""
"prettier",1,1,"@remix-run/react-router","^2.8.8","react-router-6.27.0",""
"@babel/preset-react",1,1,"@remix-run/react-router","^7.22.5","react-router-6.27.0",""
"rollup",1,1,"@remix-run/react-router","^2.79.1","react-router-6.27.0",""
"@types/jsonfile",1,1,"@remix-run/react-router","^6.1.1","react-router-6.27.0",""
"eslint-plugin-react",1,1,"@remix-run/react-router","^7.33.1","react-router-6.27.0",""
"react-test-renderer",1,1,"@remix-run/react-router","^18.2.0","react-router-6.27.0",""
"rollup-plugin-copy",1,1,"@remix-run/react-router","^3.4.0","react-router-6.27.0",""
"@types/react-native",1,1,"@remix-run/react-router","^0.69.21","react-router-6.27.0",""
"@octokit/rest",1,1,"@remix-run/react-router","^18.12.0","react-router-6.27.0",""
"@typescript-eslint/eslint-plugin",1,1,"@remix-run/react-router","^4.33.0","react-router-6.27.0",""
"chalk",1,1,"@remix-run/react-router","^4.1.2","react-router-6.27.0",""
"remark-stringify",1,1,"@remix-run/react-router","^10.0.2","react-router-6.27.0",""
"@ampproject/filesize",1,1,"@remix-run/react-router","^4.3.0","react-router-6.27.0",""
"cheerio",1,1,"@remix-run/react-router","^1.0.0-rc.12","react-router-6.27.0",""
"fs-extra",1,1,"@remix-run/react-router","^10.1.0","react-router-6.27.0",""
"@remix-run/changelog-github",1,1,"@remix-run/react-router","^0.0.5","react-router-6.27.0",""
"@ungap/url-search-params",1,1,"react-router-native","^0.2.2","react-router-6.27.0/packages/react-router-native",""
"@reach/visually-hidden",1,1,"custom-filter-link","0.18.0","react-router-6.27.0/examples/custom-filter-link",""
"@remix-run/node",1,1,"ssr-data-router","^1.12.0","react-router-6.27.0/examples/ssr-data-router",""
"localforage",1,1,"notes","^1.10.0","react-router-6.27.0/examples/notes",""
"jsurl",1,1,"custom-query-parse-serialization","0.1.5","react-router-6.27.0/examples/custom-query-parsing",""
