"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_8c_Closeness_Stream.cypher"
"org.axonframework.common.Registration",0.07608052968346612,40,,""
"org.axonframework.messaging.HandlerExecutionException",0.07567736012491813,4,1,""
"org.axonframework.messaging.RemoteExceptionDescription",0.0747519004680264,4,1,""
"org.axonframework.messaging.GenericMessage",0.07382477281984297,14,8,""
"org.axonframework.messaging.annotation.MessageHandlingMember",0.07234189637335757,61,1,""
"org.axonframework.eventhandling.DomainEventMessage",0.07006590561374602,57,2,""
"org.axonframework.messaging.MessageDecorator",0.06685145579468396,5,4,""
"org.axonframework.messaging.MessageHandler",0.06655442467089225,31,1,""
"org.axonframework.common.IdentifierFactory",0.06527303754266212,11,1,""
"org.axonframework.eventhandling.TrackedEventMessage",0.06516345654634745,49,2,""
"org.axonframework.common.ExceptionUtils",0.06390415390313653,6,1,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$1",0.06364722946167688,4,1,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$2",0.06354926040657938,1,2,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$3",0.06354926040657938,1,2,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$4",0.06354926040657938,1,2,""
"org.axonframework.tracing.SpanFactory",0.06353299842773324,56,3,""
"org.axonframework.messaging.annotation.ParameterResolverFactory",0.06067993440007091,47,1,""
"org.axonframework.messaging.AbstractMessage",0.06001114033993628,2,2,""
"org.axonframework.messaging.MessageHandlerInterceptor",0.058756978732463036,29,3,""
"org.axonframework.messaging.MessageDispatchInterceptor",0.0575257788105439,33,1,""
"org.axonframework.serialization.SerializedObjectHolder",0.05720776957187908,1,5,""
"org.axonframework.eventhandling.GenericEventMessage",0.055877777834632165,33,6,""
"org.axonframework.messaging.MessageDispatchInterceptorSupport",0.05510205327651157,8,3,""
"org.axonframework.messaging.InterceptorChain",0.05485129205265724,22,,""
"org.axonframework.messaging.annotation.ParameterResolver",0.0547493678913858,40,1,""
"org.axonframework.common.ObjectUtils",0.0539465045161214,18,,""
"org.axonframework.tracing.Span",0.05250098743176593,28,1,""
"org.axonframework.common.DefaultIdentifierFactory",0.052252582048540504,1,1,""
"org.axonframework.common.AxonTransientException",0.05053622826794037,13,1,""
"org.axonframework.messaging.ScopeDescriptor",0.047534849294790085,36,,""
"org.axonframework.messaging.annotation.HandlerDefinition",0.04688144619885235,33,2,""
"org.axonframework.serialization.CachingSupplier",0.04672472492643015,2,,""
"org.axonframework.messaging.GenericResultMessage",0.04669331880551416,6,8,""
"org.axonframework.tracing.SpanAttributesProvider",0.04580740145887706,11,1,""
"org.axonframework.eventhandling.EventBus",0.0441782358620127,32,3,""
"org.axonframework.monitoring.MessageMonitor",0.042876477412195906,34,2,""
"org.axonframework.messaging.MessageHandlerInterceptorSupport",0.04255356103830689,7,3,""
"org.axonframework.commandhandling.CommandCallback",0.04239319530949125,34,3,""
"org.axonframework.tracing.SpanScope",0.04086428199367162,13,,""
"org.axonframework.common.ReflectionUtils",0.04023745004887921,27,4,""
"org.axonframework.commandhandling.CommandBus",0.039949495945865963,25,6,""
"org.axonframework.commandhandling.CommandResultMessage",0.039427296253234816,25,2,""
"org.axonframework.common.annotation.AnnotationUtils",0.03832345933414901,19,1,""
"org.axonframework.messaging.IllegalPayloadAccessException",0.037259986481637565,3,1,""
"org.axonframework.eventhandling.GenericDomainEventMessage",0.03706168381936299,16,6,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream",0.0367319184548795,22,7,""
"org.axonframework.messaging.responsetypes.ResponseType",0.03632673368609982,19,,""
"org.axonframework.tracing.NoOpSpanFactory",0.03532041159390759,14,5,""
"org.axonframework.eventhandling.Segment",0.03483779599591851,30,1,""
"org.axonframework.messaging.DefaultInterceptorChain",0.0347617241815194,13,5,""
"org.axonframework.monitoring.MessageMonitor$MonitorCallback",0.034694244142780155,15,,""
"org.axonframework.modelling.command.Repository",0.034378319734195244,22,2,""
"org.axonframework.deadline.DeadlineMessage",0.03429826654356464,29,2,""
"org.axonframework.messaging.StreamableMessageSource",0.033348371320596815,15,3,""
"org.axonframework.modelling.saga.AssociationValue",0.03320356046443824,30,1,""
"org.axonframework.messaging.SubscribableMessageSource",0.032901504590684034,5,2,""
"org.axonframework.eventhandling.DomainEventData",0.03281565556349269,19,1,""
"org.axonframework.lifecycle.Lifecycle$LifecycleRegistry",0.032673810830807413,19,1,""
"org.axonframework.common.stream.BlockingStream",0.03224016940943241,14,1,""
"org.axonframework.serialization.LazyDeserializingObject",0.03168989952986006,6,4,""
"org.axonframework.common.TypeReflectionUtils",0.03164796750038205,3,1,""
"org.axonframework.messaging.ScopeAware",0.03153595983578177,8,2,""
"org.axonframework.eventsourcing.eventstore.EventStore",0.03146137139311201,20,6,""
"org.axonframework.serialization.upcasting.event.IntermediateEventRepresentation",0.031152919748410546,12,5,""
"org.axonframework.modelling.command.Aggregate",0.03104899579942242,22,1,""
"org.axonframework.serialization.upcasting.event.EventUpcaster",0.03101970254591468,16,2,""
"org.axonframework.common.MemberAccessibilityCallback",0.030315572309102954,1,,""
"org.axonframework.messaging.unitofwork.AbstractUnitOfWork",0.030150528799561795,4,8,""
"org.axonframework.eventhandling.EventData",0.030026827168465397,6,1,""
"org.axonframework.commandhandling.WrappedCommandCallback",0.02952588399604133,1,3,""
"org.axonframework.messaging.unitofwork.MessageProcessingContext",0.02924781835646114,3,5,""
"org.axonframework.queryhandling.QueryMessage",0.027588168373151305,21,2,""
"org.axonframework.tracing.NoOpSpanFactory$NoOpSpan",0.027104878236546996,1,2,""
"org.axonframework.eventsourcing.EventStreamUtils",0.027005720328798728,2,13,""
"org.axonframework.commandhandling.GenericCommandResultMessage",0.026847000012687618,14,4,""
"org.axonframework.messaging.annotation.ClasspathHandlerDefinition",0.026759222734834585,13,2,""
"org.axonframework.eventsourcing.eventstore.IteratorBackedDomainEventStream",0.026265837580064517,2,2,""
"org.axonframework.eventsourcing.eventstore.ConcatenatingDomainEventStream",0.02619407299651243,1,2,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream$1",0.02619407299651243,1,3,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream$2",0.02619407299651243,1,2,""
"org.axonframework.eventsourcing.eventstore.FilteringDomainEventStream",0.02619407299651243,1,2,""
"org.axonframework.modelling.command.inspection.AggregateModel",0.0259783293018324,24,1,""
"org.axonframework.serialization.upcasting.Upcaster",0.025876634960383976,6,,""
"org.axonframework.messaging.annotation.HandlerEnhancerDefinition",0.025843397217117352,19,1,""
"org.axonframework.messaging.annotation.ClasspathParameterResolverFactory",0.025725049875517304,12,2,""
"org.axonframework.common.transaction.NoTransactionManager",0.025706072336624138,17,3,""
"org.axonframework.eventhandling.tokenstore.TokenStore",0.02538578221172078,22,5,""
"org.axonframework.messaging.deadletter.DeadLetter",0.025290977509407547,25,3,""
"org.axonframework.eventhandling.GenericTrackedDomainEventMessage",0.025288098824114633,5,7,""
"org.axonframework.serialization.SerializedMessage",0.025288098824114633,5,9,""
"org.axonframework.common.TypeReflectionUtils$VarMap",0.0252430216967333,3,3,""
"org.axonframework.eventsourcing.AggregateFactory",0.02475164553876158,14,1,""
"org.axonframework.lifecycle.Lifecycle$LifecycleHandler",0.024362883525926436,7,,""
"org.axonframework.messaging.Scope",0.02432091261863575,4,1,""
"org.axonframework.messaging.unitofwork.DefaultUnitOfWork",0.024102624455690242,16,10,""
"org.axonframework.lifecycle.Lifecycle",0.02405238390733271,15,2,""
"org.axonframework.common.stream.StreamUtils",0.023943066987887306,2,2,""
"org.axonframework.eventhandling.DomainEventSequenceAware",0.02351194539249147,3,,""
"org.axonframework.monitoring.NoOpMessageMonitor",0.023336542107873167,8,4,""
"org.axonframework.commandhandling.GenericCommandMessage",0.02330528421795928,6,5,""
"org.axonframework.eventhandling.ListenerInvocationErrorHandler",0.022942737959802804,15,2,""
"org.axonframework.common.Priority",0.022863375672917914,12,,""
"org.axonframework.modelling.command.inspection.EntityModel",0.02280573694489929,10,2,""
"org.axonframework.common.io.IOUtils",0.022401489295687246,10,,""
"org.axonframework.eventhandling.EventMessageHandler",0.022300125090729386,9,3,""
"org.axonframework.serialization.SerializationException",0.022089799987947783,4,1,""
"org.axonframework.serialization.upcasting.event.InitialEventRepresentation",0.021541598333407207,2,13,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector",0.02127510770435853,7,11,""
"org.axonframework.modelling.command.RepositoryProvider",0.021092652077896002,21,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$ParameterizedTypeImpl",0.02089077657660687,1,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",0.02089077657660687,1,1,""
"org.axonframework.messaging.deadletter.Cause",0.020778717580913753,14,,""
"org.axonframework.deadline.DeadlineManager",0.020649691850615073,5,5,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain",0.0206245135021855,11,2,""
"org.axonframework.messaging.annotation.MultiHandlerDefinition",0.020529138546023763,4,7,""
"org.axonframework.modelling.saga.AssociationValues",0.020437897930263654,12,1,""
"org.axonframework.messaging.annotation.MultiParameterResolverFactory",0.019929747639570512,4,3,""
"org.axonframework.eventhandling.TrackedEventData",0.01977822237914035,8,2,""
"org.axonframework.modelling.saga.repository.SagaStore",0.01963967501283639,15,3,""
"org.axonframework.queryhandling.SubscriptionQueryUpdateMessage",0.01945720661590969,10,2,""
"org.axonframework.queryhandling.GenericSubscriptionQueryUpdateMessage",0.019121466353017962,2,6,""
"org.axonframework.config.Configuration",0.019068973728073656,23,33,""
"org.axonframework.eventsourcing.snapshotting.SnapshotFilter",0.019038507946357777,10,1,""
"org.axonframework.common.stream.StreamUtils$1",0.01900539169466541,1,2,""
"org.axonframework.messaging.ScopeAwareProvider",0.01898709348397474,13,2,""
"org.axonframework.queryhandling.QueryUpdateEmitter",0.018848122866894197,7,6,""
"org.axonframework.eventhandling.tokenstore.UnableToClaimTokenException",0.018844615674532546,9,1,""
"org.axonframework.modelling.saga.ResourceInjector",0.018578663437190356,10,,""
"org.axonframework.eventhandling.scheduling.EventScheduler",0.018545946294030523,6,1,""
"org.axonframework.eventsourcing.Snapshotter",0.018423068886257575,9,,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema",0.018388843121101565,21,2,""
"org.axonframework.eventhandling.EventHandlerInvoker",0.01835210795241571,12,2,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",0.01830898300240421,8,1,""
"org.axonframework.eventhandling.tokenstore.UnableToInitializeTokenException",0.01806866091146356,5,1,""
"org.axonframework.eventhandling.async.SequencingPolicy",0.018035507405203995,12,,""
"org.axonframework.queryhandling.QueryResponseMessage",0.01797059595694408,6,2,""
"org.axonframework.eventhandling.tokenstore.UnableToRetrieveIdentifierException",0.01796299622777079,4,1,""
"org.axonframework.queryhandling.QueryBus",0.017955186229410895,9,13,""
"org.axonframework.messaging.annotation.InterceptorChainParameterResolverFactory",0.01795315349011174,4,8,""
"org.axonframework.messaging.annotation.MessageInterceptingMember",0.01792069008574045,4,1,""
"org.axonframework.commandhandling.NoHandlerForCommandException",0.017899673435313183,6,2,""
"org.axonframework.messaging.deadletter.EnqueueDecision",0.017899673435313183,13,2,""
"org.axonframework.modelling.saga.repository.SagaStore$Entry",0.017885060002201917,12,1,""
"org.axonframework.common.annotation.PriorityAnnotationComparator",0.017816981988202567,3,2,""
"org.axonframework.common.transaction.NoTransactionManager$1",0.017814905944916262,1,2,""
"org.axonframework.monitoring.NoOpMessageMonitorCallback",0.017771818625060946,1,1,""
"org.axonframework.eventhandling.ErrorHandler",0.017754266211604097,9,1,""
"org.axonframework.serialization.upcasting.event.UpcastedEventRepresentation",0.01775371631112413,1,8,""
"org.axonframework.messaging.annotation.NoMoreInterceptors",0.017707411620949732,3,3,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory",0.01761506809990112,11,8,""
"org.axonframework.common.DateTimeUtils",0.017552413456850314,14,,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterQueue",0.017451965617494628,9,5,""
"org.axonframework.deadline.GenericDeadlineMessage",0.017395801013548453,11,6,""
"org.axonframework.eventhandling.scheduling.ScheduleToken",0.01727815699658703,11,,""
"org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition",0.017125974224440937,5,3,""
"org.axonframework.messaging.annotation.HasHandlerAttributes",0.016819812724249584,9,,""
"org.axonframework.common.AxonThreadFactory",0.01679208862530073,7,1,""
"org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition",0.01661164055458219,3,2,""
"org.axonframework.serialization.ContentTypeConverter",0.016529363304695774,17,,""
"org.axonframework.messaging.annotation.HandlerComparator",0.01648633227316434,1,1,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$1",0.01627312313436828,2,1,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$ChainedMessageHandlerInterceptorMember",0.01622226962457338,1,6,""
"org.axonframework.test.matchers.FieldFilter",0.01615989243975592,18,,""
"org.axonframework.eventhandling.EventProcessor",0.015982685424123864,7,3,""
"org.axonframework.eventhandling.WrappedToken",0.015449281038437866,8,1,""
"org.axonframework.queryhandling.SubscriptionQueryMessage",0.015403269265313452,7,3,""
"org.axonframework.queryhandling.SubscriptionQueryBackpressure",0.015288319494676786,6,,""
"org.axonframework.eventsourcing.SnapshotTrigger",0.014902172811137768,10,1,""
"org.axonframework.queryhandling.SubscriptionQueryResult",0.014498556051457076,6,1,""
"org.axonframework.common.caching.Cache",0.014318107438402916,12,3,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine",0.014318107438402916,15,5,""
"org.axonframework.modelling.command.ApplyMore",0.014278880959768333,7,,""
"org.axonframework.eventhandling.ErrorContext",0.014241773058610373,3,1,""
"org.axonframework.queryhandling.StreamingQueryMessage",0.014216226384671201,6,3,""
"org.axonframework.queryhandling.UpdateHandlerRegistration",0.014041930765480253,3,2,""
"org.axonframework.commandhandling.gateway.CommandGateway",0.014000930809804529,3,5,""
"org.axonframework.common.lock.LockFactory",0.013998958755133918,11,1,""
"org.axonframework.eventhandling.ReplayToken",0.013925246032009012,7,5,""
"org.axonframework.eventhandling.EventTrackerStatus",0.013806186914530536,8,2,""
"org.axonframework.modelling.saga.repository.NoResourceInjector",0.013689799014031095,2,1,""
"org.axonframework.config.ModuleConfiguration",0.01366609783845279,6,1,""
"org.axonframework.eventsourcing.SnapshotTriggerDefinition",0.013574309649394973,11,1,""
"org.axonframework.messaging.deadletter.DeadLetterQueueOverflowException",0.013557726256325762,5,1,""
"org.axonframework.messaging.deadletter.NoSuchDeadLetterException",0.013557726256325762,5,1,""
"org.axonframework.common.caching.Cache$EntryListener",0.013518558020477817,11,,""
"org.axonframework.commandhandling.gateway.RetryScheduler",0.013511618121464303,9,1,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",0.013450201675457648,11,2,""
"org.axonframework.config.EventProcessingConfiguration",0.01323818388664805,5,16,""
"org.axonframework.modelling.command.CommandTargetResolver",0.013046850760161339,10,2,""
"org.axonframework.eventhandling.gateway.EventGateway",0.012978264774564399,3,2,""
"org.axonframework.queryhandling.QueryGateway",0.012978264774564399,3,6,""
"org.axonframework.modelling.command.inspection.AggregateMetaModelFactory",0.01293335728399497,2,1,""
"org.axonframework.common.lock.Lock",0.012848825537040755,9,,""
"org.axonframework.messaging.deadletter.EnqueuePolicy",0.01283613996924577,6,3,""
"org.axonframework.modelling.command.AggregateScopeDescriptor",0.012803967576791808,6,2,""
"org.axonframework.modelling.saga.SagaRepository",0.012798634812286689,8,2,""
"org.axonframework.eventhandling.ResetNotSupportedException",0.012565932361154202,3,1,""
"org.axonframework.modelling.command.AggregateNotFoundException",0.012481716235982447,11,1,""
"org.axonframework.config.AggregateConfiguration",0.012423725307684354,5,4,""
"org.axonframework.messaging.deadletter.ThrowableCause",0.012329351535836178,7,2,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel",0.01231903455352562,1,20,""
"org.axonframework.config.TagsConfiguration",0.012305917415757343,3,,""
"org.axonframework.queryhandling.QueryBus$1",0.012236126911894832,1,5,""
"org.axonframework.serialization.CannotConvertBetweenTypesException",0.012199059127386773,7,1,""
"org.axonframework.serialization.xml.XStreamSerializer",0.012162581445857896,9,11,""
"org.axonframework.messaging.responsetypes.ResponseTypes",0.012160079268964,3,5,""
"org.axonframework.config.LifecycleOperations",0.012135001896094046,3,1,""
"org.axonframework.serialization.upcasting.event.EventUpcasterChain",0.012135001896094046,3,3,""
"org.axonframework.modelling.command.inspection.ChildEntity",0.011847879083373963,4,2,""
"org.axonframework.serialization.RevisionResolver",0.011768859597505003,13,,""
"org.axonframework.common.lock.DeadlockException",0.01153425922797058,2,1,""
"org.axonframework.common.jpa.EntityManagerProvider",0.01151877133105802,13,,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterProcessor",0.01151877133105802,3,2,""
"org.axonframework.eventhandling.TrackerStatus",0.011496317585773307,12,6,""
"org.axonframework.serialization.ChainingConverter",0.011485954318718825,6,3,""
"org.axonframework.modelling.saga.SagaCreationPolicy",0.01144488721947871,5,,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate",0.011384048859349741,5,25,""
"org.axonframework.config.Configuration$1",0.011232409182289961,1,3,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition",0.011232409182289961,6,4,""
"org.axonframework.messaging.deadletter.GenericDeadLetter",0.011194950450265225,8,5,""
"org.axonframework.modelling.command.inspection.ChildEntityDefinition",0.011092150170648464,2,2,""
"org.axonframework.modelling.saga.Saga",0.011022294074207132,5,3,""
"org.axonframework.modelling.command.VersionedAggregateIdentifier",0.010970258410531447,7,1,""
"org.axonframework.eventsourcing.EventSourcedAggregate",0.010921501706484642,8,11,""
"org.axonframework.messaging.responsetypes.MultipleInstancesResponseType",0.010921501706484642,3,3,""
"org.axonframework.common.lock.PessimisticLockFactory",0.01090666270960083,6,7,""
"org.axonframework.messaging.unitofwork.BatchingUnitOfWork",0.010887727531285552,4,10,""
"org.axonframework.common.lock.LockAcquisitionFailedException",0.010858279534520333,2,1,""
"org.axonframework.modelling.command.ConcurrencyException",0.010749509553626616,4,1,""
"org.axonframework.modelling.saga.AbstractSagaManager",0.010749509553626616,5,20,""
"org.axonframework.messaging.responsetypes.PublisherResponseType",0.010709160719826248,3,4,""
"org.axonframework.config.SagaConfiguration",0.010680240084735788,5,5,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolver",0.010665529010238909,9,2,""
"org.axonframework.common.property.Property",0.01063271199789971,11,,""
"org.axonframework.modelling.command.AggregateInvocationException",0.010620357357960249,2,1,""
"org.axonframework.eventhandling.LoggingErrorHandler",0.010588833071288875,4,3,""
"org.axonframework.modelling.command.AggregateLifecycle",0.010535461583284776,2,7,""
"org.axonframework.messaging.responsetypes.InstanceResponseType",0.01050581955018815,2,2,""
"org.axonframework.modelling.command.AggregateEntityNotFoundException",0.010496864830542105,2,1,""
"org.axonframework.modelling.command.inspection.AnnotatedCommandHandlerInterceptor",0.010496864830542105,2,6,""
"org.axonframework.modelling.command.inspection.ForwardingCommandMessageHandlingMember",0.010496864830542105,2,2,""
"org.axonframework.messaging.responsetypes.OptionalResponseType",0.010471179370496778,2,4,""
"org.axonframework.messaging.annotation.MessageHandlerInvocationException",0.010456400990430301,2,1,""
"org.axonframework.eventhandling.PropagatingErrorHandler",0.010379314814014775,3,6,""
"org.axonframework.common.jdbc.PersistenceExceptionResolver",0.01034233116144379,11,,""
"org.axonframework.modelling.saga.SagaScopeDescriptor",0.010299520692291913,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$1",0.010255316355998951,2,1,""
"org.axonframework.common.caching.Cache$EntryListenerAdapter",0.010144972915427248,1,1,""
"org.axonframework.modelling.command.EntityId",0.010141756496468758,2,,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder",0.010061819820980103,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$InvocationHandler",0.01003814495081309,11,,""
"org.axonframework.eventhandling.MergedTrackingToken",0.00999119233733348,4,2,""
"org.axonframework.commandhandling.callbacks.LoggingCallback",0.009983664420524488,3,3,""
"org.axonframework.queryhandling.GenericQueryResponseMessage",0.009982935153583618,3,6,""
"org.axonframework.config.LifecycleHandler",0.009884903057149081,5,,""
"org.axonframework.messaging.annotation.MessageHandler",0.009873232569478302,8,2,""
"org.axonframework.modelling.command.ConflictingAggregateVersionException",0.009860583424560499,5,1,""
"org.axonframework.commandhandling.distributed.CommandMessageFilter",0.009837382051796828,11,4,""
"org.axonframework.serialization.ChainedConverter",0.009831678560347503,2,6,""
"org.axonframework.common.IdentifierValidator",0.009780449289389231,1,1,""
"org.axonframework.common.ListUtils",0.009780449289389231,1,,""
"org.axonframework.modelling.command.AggregateRoot",0.009780449289389231,1,,""
"org.axonframework.modelling.command.AggregateVersion",0.009780449289389231,1,,""
"org.axonframework.modelling.command.inspection.AggregateModellingException",0.009780449289389231,1,1,""
"org.axonframework.common.CollectionUtils",0.009755403868031854,2,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$1",0.009532776273979051,11,1,""
"org.axonframework.messaging.responsetypes.AbstractResponseType",0.009522793759141883,4,4,""
"org.axonframework.common.legacyjpa.EntityManagerProvider",0.009451299553688633,11,,""
"org.axonframework.eventsourcing.IncompatibleAggregateException",0.009305170970442398,2,1,""
"org.axonframework.eventhandling.AbstractEventBus$Builder",0.009155425537678097,7,7,""
"org.axonframework.serialization.AbstractXStreamSerializer$Builder",0.009141882008776206,3,6,""
"org.axonframework.eventhandling.TrackingEventStream",0.009027303754266212,5,2,""
"org.axonframework.modelling.saga.AbstractSagaManager$Builder",0.00890869777203061,3,8,""
"org.axonframework.eventhandling.AbstractEventProcessor$Builder",0.008873720136518772,7,11,""
"org.axonframework.modelling.saga.SagaInitializationPolicy",0.008853705810474866,2,2,""
"org.axonframework.serialization.upcasting.GenericUpcasterChain",0.008849341784495368,1,1,""
"org.axonframework.test.FixtureExecutionException",0.008806679668454413,7,1,""
"org.axonframework.common.jdbc.ConnectionProvider",0.008801868151607689,10,,""
"org.axonframework.commandhandling.MonitorAwareCallback",0.008776206728425157,3,4,""
"org.axonframework.serialization.xml.CompactDriver",0.008645503515769563,2,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory",0.008639078498293516,5,25,""
"org.axonframework.common.lock.PessimisticLockFactory$1",0.008551815079118834,3,1,""
"org.axonframework.serialization.AbstractXStreamSerializer",0.008542580854867544,1,22,""
"org.axonframework.serialization.xml.Dom4JToByteArrayConverter",0.008542580854867544,1,2,""
"org.axonframework.serialization.xml.InputStreamToDom4jConverter",0.008542580854867544,1,2,""
"org.axonframework.serialization.xml.InputStreamToXomConverter",0.008542580854867544,1,2,""
"org.axonframework.serialization.xml.XomToStringConverter",0.008542580854867544,1,1,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate$LazyIdentifierDomainEventMessage",0.008538036644512305,1,7,""
"org.axonframework.common.lock.PessimisticLockFactory$PubliclyOwnedReentrantLock",0.008503499739688784,2,1,""
"org.axonframework.queryhandling.GenericQueryMessage",0.008503001059197364,4,6,""
"org.axonframework.serialization.xml.XStreamSerializer$Builder",0.008467619993951701,2,6,""
"org.axonframework.common.lock.PessimisticLockFactory$Builder",0.00840848856941293,1,2,""
"org.axonframework.common.lock.PessimisticLockFactory$DisposableLock",0.00840848856941293,1,6,""
"org.axonframework.test.AxonAssertionError",0.008377288240769469,8,,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry",0.008361774744027304,9,10,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver",0.008359301577880002,4,9,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver$Builder",0.008359301577880002,4,4,""
"org.axonframework.common.jdbc.JdbcUtils",0.008346935747143493,7,3,""
"org.axonframework.serialization.AnnotationRevisionResolver",0.008296257922964408,3,2,""
"org.axonframework.eventsourcing.EventSourcedAggregate$IgnoreApplyMore",0.008222839711256758,1,1,""
"org.axonframework.serialization.UnknownSerializedType",0.008219567690557452,3,4,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway$Builder",0.00820425308479916,7,5,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$1",0.0081184739634373,2,1,""
"org.axonframework.eventhandling.EventProcessingException",0.008090001264062696,2,1,""
"org.axonframework.util.ClasspathResolver",0.00807012100527459,1,,""
"org.axonframework.modelling.command.AggregateCreationPolicy",0.008056845521177193,5,,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$NoSnapshotTrigger",0.008038881081442815,1,3,""
"org.axonframework.eventhandling.TrackingEventProcessorConfiguration",0.00793713786808477,4,7,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore$Builder",0.007898586055582642,5,6,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",0.007898586055582642,8,27,""
"org.axonframework.messaging.ExecutionException",0.007839163822525598,6,1,""
"org.axonframework.serialization.ChainedConverter$1",0.007817961264854642,3,1,""
"org.axonframework.common.jdbc.JdbcUtils$SqlResultConverter",0.0078010726474890294,6,,""
"org.axonframework.modelling.command.ConflictingModificationException",0.007787338364658943,1,1,""
"org.axonframework.common.ProcessUtils",0.007775170648464164,3,1,""
"org.axonframework.serialization.ChainedConverter$Route",0.007771147125544134,2,3,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterSchema",0.007756748371082842,9,1,""
