"pom.artifactId","pom.name","scope","dependency.optional","dependentArtifact.group","dependentArtifact.name","Source Cypher File: External_Dependencies/Maven_POMs_and_their_declared_dependencies.cypher"
"axon-test","pom","test",false,"org.springframework","spring-beans",""
"axon-test","pom","default",true,"junit","junit",""
"axon-test","pom","default",true,"com.google.code.gson","gson",""
"axon-test","pom","default",true,"org.hamcrest","hamcrest-library",""
"axon-test","pom","test",false,"jakarta.persistence","jakarta.persistence-api",""
"axon-test","pom","default",true,"org.testcontainers","testcontainers",""
"axon-test","pom","default",true,"org.hamcrest","hamcrest",""
"axon-tracing-opentelemetry","pom","default",false,"io.opentelemetry","opentelemetry-api",""
"axon-tracing-opentelemetry","pom","default",false,"${project.groupId}","axon-configuration",""
"axon-tracing-opentelemetry","pom","provided",false,"com.google.code.findbugs","jsr305",""
"axon-tracing-opentelemetry","pom","default",false,"${project.groupId}","axon-messaging",""
